person,Cantidad_De_Campaña
82336cb3,1
8236dbd2,2
8238186d,1
823910c1,1
823ab85b,2
823ba774,1
823c9aa5,3
823e8872,3
82402120,3
82405efd,18
82462d5f,10
82465ea3,2
82483be2,1
824a2d94,4
824d96ac,12
824e62eb,6
824fa9e3,2
82506bca,4
82545a8e,6
825541bc,1
82598834,7
825b1d1c,7
826290a7,2
8262c655,3
8264269e,1
8265d527,8
826ac4dc,1
826b2060,7
826b326b,6
826fad7c,1
8271adb9,1
82808cc0,1
8281d532,2
82853c43,8
82859a93,2
82893ea4,5
828d2c80,2
828d7de9,2
8290ded1,4
8291e8a2,2
82925177,2
829a6c1a,3
829c3aa6,1
829e4162,1
82a4e1d2,1
82a973b8,6
82a9e734,6
82aa4f2a,7
82aac7c3,5
82ab737b,8
82ab7e9a,24
82ac5953,4
82acbe16,1
82b00e61,1
82b0d5a6,10
82b16004,1
82b456c0,2
82b4f4d7,10
82b98bac,1
82bbe0b8,2
82bf0aed,1
82bf8de2,1
82c2b608,6
82c5b1e2,7
82c63164,1
82c7d640,1
82c7e503,7
82c835e5,5
82c85730,1
82cab349,4
82d0b15c,1
82d0dfa2,5
82d31364,16
82d396d4,4
82d487c9,1
82d687ce,7
82d9898b,1
82de74ff,19
82df4a9c,1
82e0dc5c,6
82e13bd6,1
82e8eec7,4
82ec9efb,2
82f46262,1
82f4c021,9
82f63078,12
82f745e6,24
82f8ddcf,3
82fd7844,12
8301b57a,1
830208a7,2
8307f0d4,14
830b5016,1
83132e6f,4
83136ea8,14
8314e16a,1
8315bd3a,5
83195245,1
831f265c,9
831f7d46,2
8321c75c,1
83228792,2
83236d3b,2
8324a7e6,2
83269101,10
83274379,2
8327d537,2
83297a7b,6
832c09f3,7
832dc150,2
83328633,3
833549e9,13
8335bb90,6
833991ae,5
833c70ac,7
833cfec5,2
833e58f6,4
833fa7d1,3
8340e8d5,2
8346d256,1
83480595,3
83490425,2
834ac84a,2
834aefeb,2
834b72e0,56
8351d3f6,3
835203dc,22
8352f4d3,2
8353f14c,6
83559cd4,1
835621ad,2
8356e9fa,6
8357e34c,1
8358726b,2
835abef8,6
835bac7e,1
835c7979,2
835dc625,15
835de83f,5
835fbdb1,6
8360e571,1
83641a9e,16
83643f30,2
836ddd2c,7
836e1a57,1
836ec8e8,4
836f34c6,12
837039f4,4
8377cbd8,1
837ac0de,3
83805074,5
8386a521,2
83898012,26
838b7526,2
838d140f,5
838edfb8,1
838f142f,16
838fb09d,2
839670bf,2
8396b4c5,43
839a1074,8
839fcd4c,3
83a2764c,20
83a4d923,13
83a63766,1
83a66543,10
83a8ab29,15
83adde29,2
83b28793,5
83b559e5,1
83b72aa7,2
83b86605,1
83bb2387,6
83c12101,5
83c1d88f,1
83c2b3a5,6
83c32bc5,3
83c47d6b,1
83c58f66,1
83c81e8c,5
83c84ddf,2
83cb2d54,7
83ccc315,5
83cdf552,1
83d183f2,1
83d63164,20
83d7a0f7,3
83da6cc6,14
83dafa6b,4
83dd070b,1
83de6177,26
83de85e0,5
83deee5a,1
83e0b6bc,6
83e1cfd7,8
83e5ba9f,2
83e7b706,68
83f4c8c5,1
83f4cd97,1
83f6fb70,3
83f7c4f5,3
83f8b245,1
83f9225f,1
83f934c7,7
83fed4bd,2
83ff1dc8,1
84052c73,1
840b747b,1
840f93fd,7
8417aaf7,4
8417f861,5
841b7e52,1
841c4860,1
84213416,2
8421e8cd,1
84225c9e,4
8425145f,1
84254c13,4
8425e05a,3
8427268a,1
842770b2,1
8428a4f5,4
842e9b4a,7
842eecae,1
8432568d,6
8436ef67,1
8436fe89,2
84380983,2
843b9810,1
843b9d6e,2
843e9159,1
843f9cc5,5
8441b6fa,3
844484ef,1
8451446a,5
84560a6f,6
8457d6e6,1
8458c79e,11
8458ef47,2
845a15fe,13
845bad26,4
845c97aa,1
845ec843,4
845fba39,2
846367df,11
846372d4,5
8468c18f,1
846a3c1e,2
846b7041,1
846bd26c,2
846ee151,43
846f039c,1
846fde56,103
8471393e,1
8472d271,9
8476a155,22
847b40a8,2
847eefcd,1
84804966,4
8480655f,1
84810f99,13
848248d6,1
84865b70,1
84880b74,12
8488b036,1
848cc9bd,16
848e4eb5,10
848f9374,9
84902493,15
84903b1f,3
8490e6ae,2
84918dad,1
8491cadb,18
8493a813,1
8493e20f,1
849507c1,5
849622e1,1
8497f819,8
849a1cb2,24
849a67bf,9
849c538f,10
849f59b6,2
84a00842,1
84a16647,7
84a19858,1
84a1d1da,9
84a42761,1
84a72037,8
84a72c3a,3
84aaf146,3
84ab2603,2
84ab360d,1
84ab8ff3,4
84ace858,7
84af6055,2
84affbb9,12
84b03623,2
84b0dd55,4
84b66e3e,12
84b9417e,6
84bbe41a,13
84bc6e79,2
84c1fa75,7
84c4aba4,9
84c5e300,1
84c61ddd,46
84c6e0ad,6
84c84a74,1
84c9a8c1,6
84cb91e5,2
84ce04c8,12
84cf33d1,2
84d0093d,1
84d0a32b,16
84d19a2f,1
84d48cdc,17
84d7b040,1
84d88914,71
84d8a429,1
84dcfeda,22
84de5935,2
84e1cd5e,1
84e3ab7e,1
84e4eaa9,1
84e8395c,11
84ec75a3,9
84ed49a1,2
84ed5dd6,4
84ed7926,3
84efc21a,19
84f702f8,12
84fca32c,7
84fe25fc,4
8502b938,12
8506e8ac,17
85077c04,1
850c1d09,1
850dbf07,1
850e4f6f,2
8512f9c7,2
851424ea,2
8514a768,6
8515a4d2,1
8517f208,7
8518ef0b,1
851af877,1
851de115,3
851eacec,14
851f2678,2
851f7ff3,4
85222e95,14
852481e4,2
8524d2f2,3
8528bd1b,19
852a6ee6,2
852abc08,5
852bb937,22
85369b4a,7
85374b8c,1
8539d5ad,3
8539f29f,1
853a3b32,5
853b6aff,6
853d80ff,2
853e41bb,1
85463ed6,6
8546ef16,2
854b52b3,1
854c459b,1
85502864,1
8551ab8e,4
8551eb10,1
855241d2,5
8553402d,2
85544eba,10
8554873d,10
8554b288,1
85576365,2
8558bb8f,1
855be1f4,1
855be957,20
8563c29e,16
8563c2f2,6
85668601,2
8566c65d,3
8566e9ea,1
856ab09c,2
856b4d89,3
856dc224,1
8571a7d2,1
857290eb,2
857462d6,1
85750e6b,1
857867b7,1
857f93fb,2
857fea6a,1
85804c7c,15
8580dd46,2
85829584,1
85832d15,4
8584699f,1
8586be6c,7
85876080,3
8589960f,2
858a9daa,4
858aa2e0,1
858fbae5,5
859043c4,1
8592af32,5
8592fc07,1
859316f3,1
8595b530,6
8597195b,4
85984185,11
859e13ae,17
85a0e760,3
85a227de,27
85a72edb,1
85a791fe,2
85a82691,4
85a8749d,4
85ab274d,9
85ab7b37,2
85b03c2b,2
85b364f5,14
85b808bf,3
85b94262,4
85bf1ae0,2
85bf7d03,2
85c34cdd,4
85c46c41,7
85c67362,1
85c810c9,3
85c9f729,17
85ccb743,2
85d4184f,5
85d67f7c,1
85d97766,5
85da4d7b,2
85daa65e,7
85de77ea,1
85df2441,1
85dfe8cb,1
85e1a490,5
85e24556,15
85e44158,3
85e44e49,11
85e7ff13,1
85eecdaf,2
85f9aff3,4
85fb7c44,2
85fbe6ac,25
85fc22c2,1
8600a4c0,1
86034561,1
8603d175,2
8607146c,17
8607eeea,1
86083dd4,43
860957d9,4
860bc52d,38
860cf97f,1
860dcf44,6
860f4754,2
860fa6f7,5
860fa859,1
86101088,2
8611216e,20
86144c76,5
8617a025,1
8618f920,32
86192d24,1
861ab26f,2
861e16d5,7
861f4314,1
86224410,3
86331e4b,2
8635963e,18
8635afcf,3
8637463a,9
8639a0ad,2
863aee86,2
863b8554,2
863f4ad8,2
8642126e,13
86441080,2
8647470d,10
8647c8e8,2
864aafff,1
864b99bc,2
864d7367,2
8656c9b4,3
86571e0c,1
865960ef,3
865a819c,4
865b4ca7,3
865b62ce,1
865cb4ed,17
865e921f,3
865fd638,8
8660f909,1
8663bd91,11
86656d80,9
86659b55,2
866794e1,1
86682863,2
8669deb3,1
866f1c41,6
86715cc2,1
8672c86b,2
8673e9ae,3
86742587,3
86742710,51
86743d02,4
86782ebe,2
867a652f,1
867b19bd,8
867c49b9,1
867c6662,2
867f7e6d,8
867f858d,2
86809163,1
86811cb4,3
86844806,2
86879d0f,8
86891ddf,3
8689303f,1
8689877c,9
868f2994,1
868f6497,2
86905112,1
8693163d,1
8694d7d8,6
86956a58,2
86958702,4
869d0f8b,1
86a07906,1
86a340fe,1
86a6d89c,15
86a78c2a,6
86a837b1,2
86a85c39,2
86ad67b8,19
86afedf0,1
86b06b5c,2
86b14efc,2
86b164ff,7
86b3d13c,4
86b44a3e,1
86b5fbdc,1
86b89f44,2
86bc8e1f,1
86bfc5d7,2
86c10730,2
86c34d71,6
86c362b8,1
86c36a17,3
86c6fa3e,1
86c85ae2,9
86cc8c38,3
86ce63fa,3
86cf9dd1,1
86d037bc,7
86d40717,9
86d42afb,3
86d51307,1
86d5435b,1
86d5595b,2
86d69e95,5
86d6d2ec,4
86e08a05,7
86e5e80b,2
86ed9400,3
86eee647,9
86ef697c,7
86f1ad6c,3
86f5b29a,1
86f7420e,1
86f7cd53,21
86fa4538,1
86fd157d,4
86ff6dc7,1
87019076,4
8701f2bc,1
87031d56,4
87071141,2
870a6856,25
870da3e0,3
870f8b72,2
8711b82b,75
8712fe9a,7
871651af,3
8719fe4b,4
871a1843,31
87205038,4
8722e8fe,1
87232615,8
8723c18c,1
8724f729,9
8725ffe5,2
8727ee03,5
87281a85,2
87283767,2
8729659d,2
8729b711,1
872a9414,12
872d9b83,8
87371ad6,2
8737662e,3
8737e89f,1
87391f1e,5
873a1000,3
873aac91,3
873c74c8,5
873ce124,7
873e0a7e,2
873e1e8a,5
87467e2e,10
87483c8f,3
87488972,17
8748918d,2
874925e0,2
874a3d7e,9
874aa391,2
8750c34f,1
87523bd5,2
8752e106,5
8753b0bd,25
8753efc4,6
8758b77f,49
8759e5a5,3
875c04d7,7
875d6727,13
87612d53,35
87682007,5
876b1d6f,2
876e560a,1
87769931,2
8776b46c,1
877ac5fd,1
877f578b,10
877fed98,3
87819e7c,2
8789675f,3
878b5953,4
8790d47c,4
87927a82,1
879381a1,12
8793b2b2,1
879889ff,2
87989d59,3
8798d119,1
87996750,4
879a4f9c,4
87a0c599,2
87a142f4,4
87a95494,1
87aa13a4,5
87ad473d,1
87af1450,26
87b02276,6
87b0d56a,2
87b115a3,1
87b3bff1,6
87b51048,21
87bba041,2
87bdd2ad,10
87be9267,7
87c20388,2
87cbb0c5,3
87d16263,1
87d3961c,1
87d493ae,1
87dc89e1,14
87dede0a,15
87dfd1ab,1
87e59757,1
87e743d9,1
87e8ab5f,7
87ea4ce8,2
87ec167f,5
87ec8bd5,1
87ed62de,5
87edf05f,4
87f0bdf1,1
87f25f84,3
87f3f1b2,1
87f3f692,11
87f4cad9,1
87fa316f,1
87fabee6,7
87fcffde,4
87feca2c,1
87fefcd2,1
880791d2,30
8808be0f,12
8808e6a9,41
8809b506,2
8809c69d,7
880af2c9,16
880b13ad,16
880b159b,4
880e9e70,5
880f3d74,9
881306cd,2
88192af5,6
881dd9e8,12
88203c0b,1
882115c5,1
88260b16,9
88278cb1,1
88291e67,1
882b8091,1
8832f7a6,7
8835c4bc,3
88385aca,5
88393268,1
883954e0,1
883a69eb,5
88442e77,2
8844c4e8,18
88462a2f,1
884b40c2,2
884ba4bf,7
884be753,4
88512a02,1
885309d4,1
88558693,14
88586187,6
885aeb8d,2
885b04c9,3
885f9ffc,1
8862c6fb,1
8863d7f2,5
88642350,1
88660da3,2
88663dc7,25
8866d9ad,8
88694719,3
886c34b1,3
886cdaf8,1
8870e2f0,1
88717952,3
8872b382,8
88753407,1
887783d3,6
8877b611,5
887c2999,5
887e49e2,4
887f5e07,1
888088f3,20
8883cbce,1
8884d781,1
8886105f,8
888a11a2,2
888b2f3f,4
888b74df,73
888fc21c,1
88960d21,4
8897a3b5,2
8898728a,1
8899178b,2
88998b43,6
889a2ed9,4
889a9f3b,1
889c20b7,1
88a161c3,2
88a7508c,1
88aa9ac6,1
88ac3aa3,8
88ae7a98,8
88af2591,1
88b1fc4b,11
88b75a7c,3
88b96418,1
88bac347,7
88bbc3df,1
88bf1bbe,1
88c13a49,2
88c1e0f3,6
88c27a1e,4
88c6bb01,3
88cba437,1
88cc7a2f,4
88cd6c45,3
88d3e5f0,7
88d7e5a4,7
88d8aac2,2
88da935b,2
88da94b8,2
88daaeb0,2
88dad2bb,5
88db974f,2
88e08cf6,2
88e19271,4
88e20aa2,4
88e222e9,2
88e3397e,6
88e69d30,2
88e817d6,1
88ea83da,2
88eab91f,47
88eb69b1,13
88ebb24d,14
88ec6e62,7
88ec79e6,1
88ef0bac,3
88f157e7,7
88f257b6,3
88f5201b,20
88f6df6e,2
88f7bea9,5
88f8fde8,3
88fa1406,3
88fa4172,1
88fe5eed,3
88ffdbca,6
8901dea1,2
8903dbcf,4
890410ba,3
890a88ab,2
890a9e5d,9
890f378f,8
8910dcc0,6
8912c9af,2
89135e0c,6
8914d100,14
89178bf9,2
891873ca,2
891b0d7c,1
891e2dc4,2
891e5ff6,1
892385d8,4
8925097f,8
8925fdd7,12
8926eb06,5
8929e2f1,19
892a600f,2
892def9d,1
8931fce9,10
89350fe5,4
8935cc77,3
8936e83e,44
893c679e,1
893cb5e3,3
893cf23a,3
8942ec69,3
89441677,2
89453867,2
89490188,1
894bfb74,1
894c82a1,8
894e28bb,4
894e4c61,1
894fbd88,5
89519a17,1
89582289,1
895ba621,2
895c55f8,1
895ff3a1,4
89604d94,1
8962aa38,31
8965245f,60
89657829,6
896a10ce,1
896b8284,14
896b9bc7,3
896befea,3
896eb799,2
896ee791,1
89730844,1
89743a44,3
8979b375,3
897c5fe4,1
897d2fe0,47
89806dcd,3
8981d5ed,2
89835e7c,13
898eb7e3,2
898f7a08,3
89939b0c,28
89987181,1
8998ed39,2
8999efc8,1
899d03e9,8
899f7d80,6
89a3c6d5,3
89a3cd57,19
89a40172,1
89a518e2,1
89a5d9f2,10
89a92bf8,11
89aa4c13,4
89aa83ab,3
89b4c2c6,1
89b86cc2,10
89ba33df,1
89bc51a2,6
89bd090c,6
89bd1865,4
89c05a40,1
89c09407,1
89c248da,7
89c42f3c,6
89c501c6,6
89c67d91,25
89c72a42,1
89cdb39b,4
89cf0135,1
89cf95ad,2
89cfcd8e,3
89d51fe1,5
89d67014,3
89d78eda,1
89d96b41,21
89d99d83,5
89da7acc,5
89dadb05,2
89e13829,7
89e1de20,11
89e392da,29
89e3c006,1
89ec709a,4
89ee9d64,10
89eeecd6,34
89f57eed,3
89f5c86a,7
89f5cea5,3
89f61b27,1
89f62393,3
89f66ab5,11
89f69be3,3
89fb1522,2
89fbd82a,1
8a01ee1d,1
8a022ffe,2
8a0a63af,2
8a0c936d,9
8a0e24c0,6
8a0ec5b9,1
8a0f9995,1
8a0f9a7c,1
8a106d8e,6
8a15749b,22
8a1ab6c8,3
8a1dfd65,1
8a1f4f30,1
8a1f62bd,1
8a201939,2
8a21818c,3
8a231edb,1
8a239827,1
8a271d38,10
8a27a318,11
8a28f6e4,6
8a2b2c7f,1
8a2ecb0c,3
8a300678,1
8a310321,1
8a3164d7,1
8a34efe4,2
8a369898,2
8a3cbdcf,20
8a420334,14
8a4811e4,2
8a484f38,1
8a4addbe,2
8a4b69ec,9
8a4ba4e2,16
8a4c1c83,5
8a50cb5e,4
8a51f2fd,1
8a551319,13
8a5651d4,16
8a57c4f9,5
8a590d23,52
8a592b66,10
8a5b0208,2
8a5b4870,1
8a5b9dbb,2
8a5da306,2
8a62b23e,4
8a6344e0,2
8a6377df,2
8a641afc,30
8a641ce5,3
8a649d85,3
8a6871c4,5
8a690b95,7
8a708975,2
8a73f8ce,9
8a742a23,1
8a751f88,1
8a79d6d1,4
8a7a4011,2
8a7cc274,1
8a7dabb9,3
8a81e198,5
8a8274ba,2
8a828035,4
8a83b56e,1
8a89c097,2
8a8cb4b9,4
8a947b0d,3
8a94b03a,48
8a979c1d,3
8a9c0b31,1
8a9c1074,1
8a9cfc4e,2
8aa0254e,1
8aa5c448,2
8aa5e0d6,9
8aa9bb52,10
8aaaa99a,1
8aaece67,4
8ab1d456,4
8ab4641f,4
8ab5791a,5
8ab72334,1
8ab7ea15,2
8abb4615,1
8abd9c69,4
8ac7d44e,1
8aceb810,3
8ad6f638,3
8ad7518d,6
8ad75db0,2
8ad78412,1
8ad960c1,1
8ad9a9f0,1
8ada6540,9
8adae679,4
8adaf260,1
8adca3ef,2
8add5abc,1
8adf5493,1
8ae10740,2
8aea6c3d,4
8aeae473,7
8aeb37ef,13
8aeb9107,3
8aed0b8e,3
8af11dbc,4
8af335dd,4
8af392d2,7
8af44d28,17
8af5f7ad,1
8af64425,66
8af6571b,1
8af8c139,33
8afb207d,6
8afb7c42,5
8afb7c9b,1
8b024efe,13
8b067aaf,2
8b07d2c0,1
8b080597,5
8b099c99,2
8b0a1bb0,14
8b0ba162,6
8b0e8da6,2
8b0f3a1e,1
8b1226f4,15
8b17c4e1,2
8b17ef11,21
8b182a28,5
8b186edf,1
8b19c4e9,1
8b1bdd99,4
8b1ebda0,11
8b210378,1
8b221a97,1
8b2253d8,4
8b22cb4a,2
8b23a0ae,1
8b25ff3d,1
8b31b26b,5
8b3471ef,2
8b34ab1c,41
8b3bc271,2
8b3d9cfb,2
8b432d00,15
8b44e901,16
8b450502,1
8b4a8969,18
8b4ff23d,3
8b512f23,3
8b51eae6,2
8b57c42c,14
8b5d11e2,1
8b635fba,1
8b63b2ed,2
8b63d2f1,1
8b658791,2
8b664d8a,2
8b67b530,1
8b6befb7,1
8b6c2447,4
8b6d30b2,2
8b6e7b61,5
8b6e89e3,4
8b6f83bb,3
8b703e8c,4
8b719b62,2
8b7294ca,3
8b72b2a3,88
8b735480,8
8b7531d4,3
8b799702,1
8b7a6f49,17
8b7c8e97,5
8b7ddab9,15
8b813663,7
8b826190,2
8b84f3e1,8
8b8935d7,1
8b8b1af2,14
8b8b40b5,1
8b8bcc67,7
8b8decd6,4
8b8fe7ae,5
8b93bdd4,2
8b9f87f2,2
8ba0cec1,5
8ba12c25,1
8ba237df,4
8ba2bfc3,1
8ba340b3,20
8ba82a84,1
8ba8bddf,3
8bb1438d,1
8bb1caad,2
8bb21332,1
8bb42e67,1
8bb7fe33,3
8bb83df3,1
8bb8f06d,14
8bbae7d4,8
8bbb0cab,7
8bc18fb6,5
8bc1fe12,3
8bc26b43,23
8bc2ed56,1
8bc36e05,1
8bc55768,4
8bc7a5e4,7
8bc90fe6,1
8bcb2235,6
8bcf22ce,1
8bcf4c9b,6
8bd50d73,1
8bd69ae9,2
8bd9a56f,25
8bdb2689,6
8bdbbd33,12
8bdeef7f,9
8be11316,1
8be375c1,1
8be3d14a,2
8be4d720,1
8be5c182,1
8be5d29e,2
8be6d66d,1
8be7a36b,6
8be890fa,2
8bea6f18,2
8beab7f3,7
8bebd197,4
8beec6ad,1
8bef8473,4
8bf28c5a,2
8bf8962c,3
8bfd6c83,2
8bfd8f01,1
8bff383f,4
8c011a68,3
8c07673a,4
8c0a63bb,3
8c0b15f6,3
8c0b2695,1
8c0c6c22,9
8c0e1e28,22
8c0f34d0,1
8c163794,3
8c18dca5,4
8c1a5040,1
8c1e81e9,1
8c20485d,2
8c21a82a,9
8c229f4b,2
8c22c2d5,12
8c26ac71,3
8c27c9a2,1
8c28579b,1
8c2a9355,14
8c2b070d,3
8c2e72ab,4
8c307797,1
8c30c0d8,6
8c31a66a,1
8c34e33c,3
8c351ea7,5
8c3984bf,1
8c3d927e,3
8c41d3d5,4
8c4261f1,12
8c4505a0,1
8c4513c9,4
8c487ae5,2
8c4bff70,1
8c4cb1a0,1
8c4df3aa,7
8c54e2ee,13
8c593782,15
8c5c5b8b,27
8c61c937,1
8c62fb27,1
8c694ca2,2
8c695739,7
8c6e7ac4,2
8c6e8cf5,9
8c7054d3,1
8c712c8b,14
8c714503,3
8c748ac1,1
8c74b7a9,4
8c758f32,2
8c75a7ef,6
8c78a04e,3
8c79b05b,2
8c7db79a,6
8c83bb7a,6
8c84b554,9
8c87fd14,4
8c8a04b1,2
8c8f7b1d,3
8c8f932e,1
8c904c0d,3
8c93a645,9
8c9bd784,1
8c9d178f,2
8c9f7c78,6
8ca11218,1
8ca1bbf7,14
8ca870dc,2
8caa54b1,1
8cad193e,1
8cb23c03,3
8cb84991,1
8cba4096,2
8cbb52bb,5
8cbde3f1,4
8cbe1106,10
8cbe5574,5
8cbf97ce,1
8cc36b74,1
8cc70df6,11
8cca6ed8,224
8cceb03f,6
8ccebd25,2
8ccfe56c,1
8cd098fc,1
8cd10872,3
8cd28573,4
8cd303e6,2
8cd4e19c,7
8cd560f4,1
8cd5b852,1
8cda27f7,15
8cda767d,1
8cdb5260,3
8cdc7297,1
8cdeed75,1
8cdff852,5
8ce1b9c4,1
8ce393aa,17
8ce3a88d,5
8ce6516a,4
8ce9842b,33
8ceb42a4,3
8cee32a5,4
8cf0dfeb,6
8cf151bf,4
8cf437ab,6
8cf9cf29,16
8cfe70d4,6
8cff4755,5
8cffc8b2,52
8d01cf7f,2
8d038f6a,6
8d060f38,3
8d0ad778,3
8d0b2634,1
8d144643,1
8d161f36,6
8d18b823,4
8d1a4ab9,1
8d1b144b,12
8d1be1d6,9
8d1c5fcd,4
8d1ef149,31
8d2657e8,1
8d292f6b,8
8d2ab027,9
8d304bd0,6
8d312b93,2
8d32d86f,34
8d34d460,15
8d38e9a5,1
8d3a447c,2
8d3c9977,4
8d3db551,1
8d3e7172,7
8d3ef05a,1
8d3f6efa,4
8d40f490,1
8d44e686,2
8d44fc59,1
8d468d59,2
8d48140f,3
8d4871e5,17
8d4c08f6,7
8d4d6acd,2
8d514ba8,1
8d529b30,8
8d52bb38,4
8d53097a,2
8d542eb0,5
8d55b1f4,1
8d587c3a,5
8d596794,1
8d5e4da2,1
8d5ee810,2
8d6a7484,2
8d6b54d1,3
8d70d42c,4
8d7141eb,1
8d7470c7,1
8d76fe8c,2
8d790b50,3
8d7a1caf,1
8d7b8a18,1
8d81917c,14
8d89fd5c,1
8d8b76a6,8
8d8d55cc,12
8d8eff10,1
8d8f81d7,54
8d8f9275,5
8d926b5c,8
8d9482a0,1
8d975212,1
8d991159,5
8d9a6bf8,10
8d9bfbe1,8
8d9e827d,1
8da09252,10
8da24abf,1
8da389ce,23
8da42a4f,1
8da60591,9
8daa5015,6
8dab0502,1
8dab39aa,2
8dad3b43,49
8daeaf37,9
8db054f0,1
8db0de20,8
8db2222a,4
8db52e33,6
8db6aea5,7
8db73aef,2
8db91738,2
8dba431b,1
8dbac477,3
8dbb1704,30
8dbc82d3,4
8dc60146,2
8dc63b54,18
8dc9b3b4,8
8dca6f08,1
8dcb5433,1
8dcc6a42,1
8dcd59a5,12
8dced3af,2
8dd1a1e0,2
8dd58746,11
8dd5e1f5,2
8dd68a90,4
8dd8d683,2
8dd96ac0,1
8ddbc8f2,1
8ddd99a8,6
8ddea600,8
8ddf2588,3
8ddf29dd,1
8de1b5ad,7
8de53e41,1
8de69b51,18
8de74163,1
8deb49c3,1
8deb9fec,5
8dec6958,7
8ded6b89,1
8def5e77,8
8df1e4a0,1
8df3643b,6
8df475d8,2
8df4e747,1
8df8b906,5
8df94974,1
8dfac24a,2
8dfcf44d,14
8dfd6a41,3
8dffcd79,1
8e0197bc,1
8e01ee42,11
8e05076d,2
8e08ba47,11
8e0ab4a7,1
8e0cfd2a,1
8e0d9c00,1
8e0ddf68,1
8e106896,3
8e1142a8,2
8e168c14,2
8e174d5b,5
8e17778e,4
8e1bdb41,6
8e1ca368,5
8e1f4dba,4
8e208be0,14
8e21f3ed,2
8e256e44,16
8e26205a,2
8e265f83,14
8e27b402,4
8e298145,3
8e2a329e,29
8e2d244a,1
8e2fb622,2
8e316a06,16
8e326964,5
8e36b7be,3
8e36c40f,4
8e38c109,1
8e3928a8,24
8e3aa145,7
8e3b328e,50
8e3ed87d,3
8e41b4c3,1
8e41d9bc,11
8e41f17f,4
8e442787,2
8e4fb1ad,4
8e543e14,3
8e5546a3,8
8e55a8d3,14
8e565173,1
8e56c4be,2
8e59b22b,3
8e5d4dd4,2
8e5dcfc1,6
8e5de4be,2
8e5e1569,15
8e5ea0ac,6
8e5f0f57,11
8e5fb6fb,1
8e644aec,1
8e654852,6
8e661942,3
8e66d7c9,15
8e66fe9e,1
8e6b9573,11
8e6bf505,3
8e6dc1fe,1
8e6de18a,1
8e749050,6
8e759363,1
8e793956,1
8e797acf,1
8e7c6d7b,1
8e825724,2
8e853952,13
8e87ddc1,10
8e88fa36,3
8e8bcd03,23
8e8c85e8,2
8e8d0645,2
8e95f6fc,5
8e96b9f3,23
8e97b7b9,12
8e987425,4
8e988426,2
8e9938b3,6
8e9dc4f9,6
8e9e8bc2,1
8e9f84dd,6
8ea105ab,3
8ea172d6,2
8ea2ce62,2
8ea36b73,5
8ea4c165,13
8ea714e1,3
8ea85d60,2
8ea88463,18
8ea937ac,2
8ea95c2a,2
8eaa7481,2
8eae36c6,1
8eb2972f,1
8eb58541,3
8eb5ee11,1
8eb8bfe9,1
8ebb7ea1,5
8ebbbafb,6
8ebedab9,1
8ec11b0c,1
8ec1d18e,17
8ec2f265,13
8ec322d5,5
8ec43848,3
8ec8c278,3
8eca2a52,1
8ecb94ae,1
8ecd164b,5
8ecf5480,4
8ecf7502,28
8ecf9f76,3
8ed573bf,1
8ed7b595,6
8ed8c86b,1
8ed933b2,4
8ed9e6f4,26
8edf933a,1
8ee1bf4a,8
8eea78b1,7
8eec082d,8
8eecbef6,18
8eefdaf2,7
8ef7b635,1
8efabfcd,2
8efd1c72,1
8f02375f,1
8f032b90,3
8f041105,1
8f06a29d,3
8f076476,2
8f083218,7
8f0936fe,1
8f0a9fd7,4
8f0b265f,1
8f106d06,8
8f1679ff,13
8f174865,6
8f192725,7
8f1987f6,3
8f1f0af4,10
8f22400e,10
8f26b28c,2
8f2e11c7,1
8f2fb6e8,11
8f308841,4
8f30d2eb,10
8f31e159,1
8f33bdec,2
8f354833,22
8f358327,6
8f35f0bd,1
8f38ea09,2
8f3b2ef1,12
8f3b7202,2
8f3e00ae,2
8f3ee247,6
8f3fc2c1,3
8f407a00,5
8f407b2f,7
8f40a8b3,1
8f42c9b2,3
8f49e18d,4
8f4abeb9,3
8f4b3e76,6
8f4e0fe0,2
8f4e7fd0,1
8f4fa682,1
8f506b39,2
8f52d757,2
8f542893,6
8f57ba93,5
8f5971e3,42
8f5b3ce1,1
8f5ddf94,6
8f5fa8bd,4
8f60b750,1
8f6119d3,1
8f61ce9d,1
8f62262c,2
8f623c0a,3
8f639865,1
8f68808f,1
8f6ad0cf,1
8f6c215e,1
8f6d708a,10
8f71033c,1
8f72690e,62
8f7339b7,4
8f735a64,3
8f73daae,55
8f7452ab,2
8f769b24,1
8f773b6e,1
8f7922d1,1
8f7d334b,2
8f7f521a,2
8f81bf12,7
8f83c7eb,1
8f8426b9,7
8f867c2e,9
8f889628,8
8f89ab60,2
8f8d1ba8,19
8f8f3bf9,1
8f9039ca,2
8f939c0f,7
8f94818c,37
8f971140,7
8f97a373,4
8f980854,4
8f98f934,3
8f9b94d4,3
8f9c39f4,1
8f9d64a0,114
8f9d80f9,3
8f9f1346,8
8fa0bfec,2
8fa109b5,1
8fa20049,21
8fa35bf1,2
8fa64647,4
8fa995dd,1
8fa9c5e1,6
8faa25fb,1
8faa97e6,1
8fab8557,2
8fac89d4,14
8fb0ad00,6
8fb54e75,2
8fb666db,4
8fb944ea,7
8fbec966,2
8fbf14e6,8
8fc15537,2
8fc2034a,1
8fc3cfa7,1
8fc43d48,6
8fc8e58c,4
8fc8f371,2
8fc9a7da,21
8fca6872,2
8fcad9bb,1
8fcb78c9,2
8fce4215,1
8fce5316,11
