person,cant_ev_ad_campaign_hit,cant_ev_brand_listing,cant_ev_checkout,cant_ev_conversion,cant_ev_generic_listing,cant_ev_lead,cant_ev_search_engine_hit,cant_ev_searched_products,cant_ev_staticpage,cant_ev_viewed_product,cant_ev_visited_site
67267a98,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
672754ee,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
6727687e,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,2.0
67276a36,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
67277b92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0
67296336,37.0,5.0,2.0,0.0,23.0,0.0,4.0,16.0,0.0,189.0,25.0
672cae4e,3.0,8.0,3.0,0.0,11.0,0.0,3.0,1.0,0.0,48.0,2.0
672d7102,6.0,2.0,1.0,0.0,2.0,0.0,6.0,3.0,0.0,15.0,4.0
672e7d99,2.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,17.0,1.0
672ecaf3,18.0,5.0,1.0,0.0,20.0,0.0,10.0,63.0,0.0,26.0,8.0
67331974,1.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0
673461d9,5.0,16.0,1.0,0.0,6.0,0.0,6.0,0.0,0.0,71.0,3.0
673505ad,1.0,2.0,4.0,5.0,4.0,0.0,1.0,0.0,0.0,3.0,7.0
67359265,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0
673b1d66,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10.0,0.0,2.0,1.0
67418188,1.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,5.0,3.0
67421c67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
674354af,0.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,11.0,1.0
6743db66,6.0,1.0,0.0,0.0,5.0,0.0,5.0,4.0,0.0,15.0,5.0
6746de55,33.0,10.0,2.0,0.0,8.0,0.0,17.0,0.0,0.0,37.0,21.0
67489a3a,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,1.0
674c83d4,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
674cf9bb,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0
674e23ed,6.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,36.0,5.0
6750a5aa,1.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
675369bc,1.0,6.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,11.0,1.0
67548523,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67582b96,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
675a531e,1.0,17.0,1.0,0.0,28.0,0.0,8.0,2.0,0.0,159.0,26.0
675fe24b,0.0,18.0,1.0,0.0,14.0,0.0,3.0,0.0,0.0,37.0,9.0
6760adaa,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,16.0,1.0
676212eb,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,1.0,12.0,2.0
67633f53,7.0,3.0,1.0,0.0,10.0,0.0,16.0,5.0,0.0,14.0,4.0
6764312b,6.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,1.0
676542b3,11.0,7.0,2.0,0.0,5.0,0.0,10.0,0.0,0.0,32.0,4.0
6766c41a,1.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,4.0
67688fab,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
676c08c6,1.0,0.0,3.0,0.0,3.0,0.0,4.0,0.0,0.0,33.0,8.0
676dfa62,3.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,21.0,2.0
676e13ba,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,2.0
676ee3ae,0.0,1.0,1.0,0.0,5.0,0.0,4.0,0.0,0.0,32.0,11.0
676fadde,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
67734512,6.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,39.0,1.0
6773fc6c,8.0,8.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,1.0
6774aca3,0.0,3.0,15.0,1.0,5.0,0.0,6.0,0.0,2.0,16.0,2.0
6775dc29,11.0,0.0,1.0,0.0,11.0,0.0,11.0,2.0,0.0,21.0,4.0
67766a23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677a27b1,3.0,2.0,7.0,0.0,3.0,0.0,3.0,0.0,0.0,10.0,2.0
677b4089,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0
677cc985,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
678a2220,24.0,41.0,2.0,1.0,30.0,0.0,23.0,4.0,0.0,45.0,15.0
678a7834,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,5.0
678aaa91,3.0,3.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,24.0,1.0
678bce20,3.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,5.0,2.0
678e33af,21.0,17.0,8.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,13.0
678e5d3b,3.0,0.0,3.0,0.0,9.0,0.0,1.0,9.0,0.0,64.0,5.0
6791adff,3.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,26.0,2.0
6791ca0d,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0
6793d7e3,3.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,11.0,3.0
6794428f,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67988952,4.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,4.0,1.0
679ac3c0,9.0,6.0,7.0,0.0,9.0,0.0,3.0,1.0,0.0,158.0,12.0
679affb9,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,2.0
679d53e3,27.0,18.0,6.0,0.0,7.0,0.0,7.0,0.0,1.0,45.0,23.0
679da592,6.0,3.0,1.0,0.0,9.0,0.0,6.0,40.0,0.0,23.0,8.0
679f40ed,2.0,0.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,3.0
67a3e8b5,6.0,2.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,18.0,5.0
67a459fd,2.0,3.0,1.0,0.0,4.0,0.0,2.0,5.0,0.0,11.0,1.0
67a5562e,0.0,37.0,1.0,1.0,5.0,0.0,7.0,0.0,0.0,74.0,8.0
67a8d8e8,2.0,11.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,102.0,6.0
67ab01cc,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0
67ab4298,4.0,2.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,3.0,6.0
67aca306,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0
67ad5488,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
67ad5c2d,2.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0
67ad5c84,12.0,208.0,4.0,0.0,5.0,0.0,10.0,169.0,3.0,546.0,16.0
67adb667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
67ae5ee0,20.0,16.0,1.0,0.0,8.0,0.0,17.0,4.0,0.0,82.0,14.0
67aeb838,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
67b304cc,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0
67b36ab4,29.0,18.0,1.0,0.0,20.0,0.0,1.0,1.0,0.0,88.0,19.0
67bab14a,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
67bbc373,24.0,5.0,1.0,0.0,16.0,0.0,7.0,5.0,0.0,93.0,25.0
67bdb138,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0
67bdc2bf,1.0,5.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,16.0,4.0
67bdc946,180.0,68.0,12.0,2.0,221.0,1.0,119.0,96.0,25.0,1532.0,210.0
67be1f46,1.0,0.0,1.0,0.0,4.0,0.0,3.0,15.0,0.0,8.0,3.0
67c23b13,6.0,0.0,2.0,3.0,7.0,0.0,2.0,1.0,0.0,6.0,7.0
67c34034,3.0,2.0,2.0,0.0,6.0,0.0,2.0,12.0,1.0,28.0,3.0
67c40829,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0
67c43560,2.0,0.0,1.0,0.0,2.0,0.0,2.0,7.0,0.0,9.0,3.0
67c4c483,6.0,20.0,2.0,0.0,5.0,0.0,9.0,0.0,0.0,60.0,5.0
67c74c1a,3.0,0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0,9.0,1.0
67c7a96b,0.0,3.0,2.0,0.0,3.0,0.0,0.0,9.0,0.0,95.0,2.0
67ca5e47,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,1.0
67cb4e1b,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
67cb4fe2,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
67cdc151,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,40.0,1.0
67cdef50,3.0,0.0,1.0,0.0,3.0,0.0,3.0,10.0,0.0,5.0,2.0
67cee2bf,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
67cf3251,0.0,4.0,1.0,0.0,5.0,0.0,3.0,0.0,0.0,40.0,3.0
67d01ca1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
67d09e0a,1.0,0.0,1.0,0.0,0.0,0.0,1.0,28.0,0.0,35.0,6.0
67d0adac,3.0,1.0,1.0,0.0,0.0,0.0,3.0,8.0,0.0,38.0,5.0
67d3089f,23.0,7.0,7.0,0.0,13.0,0.0,8.0,25.0,3.0,290.0,34.0
67d3724f,0.0,5.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,8.0,2.0
67d38d73,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
67d80b1e,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
67da218d,3.0,8.0,1.0,0.0,10.0,0.0,9.0,11.0,2.0,9.0,5.0
67da8ede,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
67dc5d6a,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67debcf2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
67e249f9,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0
67e956eb,6.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,28.0,5.0
67ea570c,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0
67eaa758,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
67ec6a13,0.0,48.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,23.0,9.0
67ecfb67,0.0,25.0,1.0,0.0,3.0,0.0,3.0,0.0,3.0,13.0,2.0
67ed32fb,7.0,0.0,5.0,0.0,2.0,0.0,0.0,24.0,0.0,27.0,6.0
67f100d1,12.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,16.0,7.0
67f40ebf,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
67f54678,2.0,0.0,1.0,0.0,2.0,0.0,2.0,5.0,0.0,9.0,1.0
67f62e27,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0
67f66a20,1.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0
67f726e6,3.0,23.0,2.0,0.0,4.0,0.0,3.0,0.0,1.0,23.0,1.0
67fc9b03,1.0,8.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,27.0,2.0
67fe2974,7.0,10.0,3.0,0.0,7.0,0.0,6.0,0.0,0.0,19.0,2.0
67ff8426,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
67ff9310,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0
68037d33,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,13.0,3.0
6803ab57,24.0,20.0,4.0,2.0,2.0,0.0,9.0,25.0,0.0,10.0,15.0
68045f4f,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0
6804e157,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0
6804e5dc,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
68058d74,7.0,0.0,3.0,0.0,7.0,0.0,7.0,0.0,0.0,55.0,6.0
6805c0ac,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
6806ecbf,3.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,3.0,54.0,13.0
6807dd34,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
680857b0,2.0,7.0,1.0,0.0,4.0,0.0,2.0,3.0,0.0,10.0,3.0
680a27f6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
680bfa1e,7.0,1.0,4.0,2.0,4.0,2.0,1.0,0.0,0.0,32.0,13.0
680d224f,7.0,65.0,5.0,0.0,8.0,0.0,3.0,1.0,0.0,57.0,14.0
680f1db9,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,1.0
680f5df0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,8.0,3.0
680fc771,0.0,21.0,4.0,0.0,8.0,0.0,2.0,0.0,0.0,41.0,4.0
6810429d,6.0,3.0,2.0,0.0,7.0,0.0,1.0,0.0,0.0,48.0,3.0
68112bb4,3.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,0.0,48.0,2.0
68113fbb,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6811ba26,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0
6813e508,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
681430e0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,206.0,6.0
681c5689,0.0,8.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,110.0,16.0
681dc2a6,9.0,4.0,3.0,0.0,5.0,0.0,9.0,0.0,0.0,4.0,3.0
681ec697,0.0,2.0,0.0,0.0,17.0,0.0,14.0,0.0,0.0,70.0,11.0
681f5543,27.0,56.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,127.0,18.0
68222cd7,11.0,2.0,5.0,1.0,16.0,0.0,3.0,6.0,0.0,141.0,11.0
682305fc,4.0,0.0,2.0,0.0,4.0,0.0,0.0,6.0,1.0,10.0,2.0
6824fb71,23.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,76.0,18.0
68279909,2.0,11.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,100.0,6.0
68288548,6.0,2.0,0.0,0.0,3.0,0.0,6.0,3.0,0.0,2.0,5.0
6829ae69,1.0,5.0,1.0,0.0,6.0,0.0,8.0,6.0,0.0,69.0,4.0
682c4c11,3.0,0.0,1.0,0.0,4.0,0.0,3.0,4.0,0.0,3.0,2.0
682cfafe,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0
6831f00d,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
683220f9,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0
68359360,12.0,1.0,5.0,2.0,10.0,0.0,6.0,58.0,0.0,139.0,21.0
683608b1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6837c19d,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0
68388af0,32.0,12.0,4.0,0.0,21.0,0.0,5.0,1.0,0.0,27.0,8.0
6838f2b5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
683a131e,2.0,2.0,22.0,0.0,6.0,0.0,6.0,7.0,0.0,26.0,10.0
683ad4fb,1.0,0.0,2.0,0.0,3.0,0.0,1.0,7.0,3.0,3.0,3.0
683f91a2,2.0,36.0,7.0,2.0,105.0,0.0,11.0,0.0,3.0,290.0,91.0
6841353d,14.0,6.0,7.0,2.0,28.0,0.0,3.0,0.0,2.0,166.0,13.0
6841bfc3,2.0,2.0,1.0,0.0,2.0,0.0,2.0,7.0,0.0,14.0,2.0
6842350c,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,5.0,2.0
68431ed0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0
68434288,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0
6845a4fd,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,80.0,5.0
68465675,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0
6848f2c5,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0
684997f0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,3.0
6849e2b7,9.0,2.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,15.0,7.0
684afe3b,3.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0
684c8e9e,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
6850e713,4.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,3.0,2.0
68528368,5.0,2.0,1.0,0.0,6.0,0.0,1.0,1.0,0.0,13.0,1.0
6853bf74,3.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,3.0,2.0
68570c89,15.0,8.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,19.0,9.0
685ace85,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
685aebd9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
685dc7f7,6.0,16.0,1.0,1.0,3.0,0.0,2.0,1.0,0.0,15.0,11.0
685f52a5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
6860bef2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
6861b1a0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,5.0,1.0
6863bbc8,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
6868e901,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0
686998af,5.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0
686c49c9,0.0,6.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,19.0,5.0
686c68ad,12.0,0.0,1.0,0.0,7.0,0.0,9.0,0.0,0.0,12.0,2.0
686caccf,36.0,16.0,1.0,0.0,24.0,0.0,29.0,0.0,10.0,75.0,19.0
686e5df0,9.0,32.0,5.0,1.0,61.0,1.0,2.0,6.0,0.0,1467.0,66.0
686f2e87,50.0,5.0,3.0,0.0,6.0,0.0,2.0,21.0,0.0,64.0,35.0
687007a0,72.0,10.0,1.0,0.0,38.0,0.0,9.0,0.0,0.0,101.0,18.0
68727bb1,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,25.0,1.0
6872a391,6.0,0.0,1.0,0.0,5.0,0.0,5.0,0.0,0.0,31.0,7.0
68731b06,2.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,37.0,8.0
6875f643,7.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,11.0,8.0
687a1e38,4.0,31.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,20.0,1.0
687b860e,3.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,25.0,3.0
687dae4d,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
687df50d,5.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,29.0,3.0
68818b83,62.0,29.0,4.0,0.0,25.0,0.0,5.0,57.0,1.0,95.0,34.0
688312c7,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
688588da,4.0,0.0,3.0,0.0,7.0,0.0,3.0,16.0,0.0,26.0,7.0
6889d8dc,10.0,1.0,5.0,0.0,204.0,0.0,8.0,634.0,2.0,430.0,89.0
688e4e01,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
688f6f09,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
68916b87,1.0,0.0,4.0,0.0,3.0,0.0,1.0,7.0,0.0,29.0,6.0
68916e67,0.0,15.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,9.0,1.0
68939997,10.0,63.0,1.0,0.0,16.0,0.0,22.0,0.0,0.0,70.0,7.0
68947cc5,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0
68955d17,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0
6897c238,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0
6897c65f,1.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,7.0,2.0
689a9a99,4.0,29.0,1.0,1.0,6.0,0.0,5.0,0.0,0.0,43.0,5.0
689bb662,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
689cdc86,13.0,20.0,3.0,0.0,20.0,0.0,4.0,4.0,1.0,94.0,7.0
689ebebb,3.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,4.0,3.0
68a0b292,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
68a0df9b,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,2.0
68a1a34b,3.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,1.0
68a50e87,6.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,54.0,6.0
68a73962,5.0,34.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,8.0
68a7cd5b,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
68aa93f0,1.0,1.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,14.0,1.0
68ab665e,9.0,2.0,3.0,0.0,9.0,0.0,6.0,4.0,0.0,13.0,4.0
68b032bf,2.0,7.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,1.0
68b30f81,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0
68b40cf6,24.0,10.0,9.0,2.0,67.0,0.0,21.0,7.0,17.0,580.0,61.0
68b4390e,3.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,5.0,1.0
68b4e6b2,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
68b5de4f,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0
68b93a00,3.0,3.0,17.0,0.0,5.0,1.0,2.0,2.0,0.0,12.0,8.0
68ba80fb,7.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,5.0
68baec54,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
68bb6e54,2.0,0.0,1.0,0.0,4.0,0.0,0.0,18.0,0.0,78.0,2.0
68bbd884,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,24.0,2.0
68bdeea0,1.0,11.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,19.0,2.0
68bee360,9.0,2.0,5.0,0.0,10.0,0.0,6.0,1.0,0.0,157.0,20.0
68bee42a,3.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,22.0,2.0
68bf3c47,16.0,33.0,10.0,1.0,10.0,0.0,13.0,10.0,3.0,59.0,24.0
68c233d8,2.0,5.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,16.0,3.0
68c24a29,5.0,4.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,143.0,4.0
68c34d50,2.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,13.0,3.0
68c43519,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
68c4b3c1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
68c5cd13,11.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,2.0
68c888a7,47.0,11.0,5.0,0.0,34.0,0.0,17.0,19.0,0.0,209.0,16.0
68c9cc25,0.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,1.0
68ca4bf3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0
68caba6c,4.0,4.0,2.0,0.0,1.0,0.0,4.0,3.0,0.0,12.0,5.0
68cfea28,7.0,4.0,0.0,0.0,7.0,0.0,9.0,0.0,0.0,4.0,2.0
68d26303,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
68d33687,6.0,2.0,1.0,0.0,3.0,0.0,6.0,7.0,0.0,14.0,4.0
68d63d11,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
68d8672d,9.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0
68d941dd,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0
68d95317,6.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0
68d9c289,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
68d9ea25,0.0,75.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,84.0,11.0
68db2f45,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,1.0
68dc1b57,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0
68dcd9ee,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0
68df9c74,53.0,36.0,7.0,0.0,9.0,0.0,23.0,34.0,0.0,224.0,43.0
68e2f359,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0
68e317a6,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
68e3709c,3.0,4.0,3.0,0.0,19.0,0.0,12.0,29.0,0.0,49.0,27.0
