,person,cant_device_computer,cant_device_smartphone,cant_device_tablet,cant_device_unknown
16856,71312ba2,2.0,0.0,0.0,0.0
16857,7131d84b,6.0,0.0,0.0,0.0
16858,713228d8,2.0,0.0,0.0,0.0
16859,7135155f,0.0,0.0,4.0,0.0
16860,713896f2,1.0,0.0,0.0,0.0
16861,713a61a9,0.0,3.0,0.0,0.0
16862,7143ce67,1.0,0.0,0.0,0.0
16863,714462e3,7.0,0.0,0.0,0.0
16864,7147d422,0.0,1.0,0.0,0.0
16865,714cbe14,1.0,0.0,0.0,0.0
16866,714eb56a,1.0,0.0,0.0,0.0
16867,714f29f1,0.0,6.0,0.0,0.0
16868,71505b42,10.0,0.0,0.0,0.0
16869,715322d1,9.0,0.0,0.0,0.0
16870,715604d5,3.0,0.0,0.0,0.0
16871,71564880,3.0,0.0,0.0,0.0
16872,715763d4,2.0,0.0,0.0,0.0
16873,715a6b8a,28.0,0.0,0.0,0.0
16874,715b980e,4.0,0.0,0.0,0.0
16875,715c775a,6.0,0.0,0.0,0.0
16876,715c813b,0.0,4.0,0.0,0.0
16877,715fba10,2.0,0.0,0.0,0.0
16878,716240ae,0.0,0.0,2.0,0.0
16879,7162c59d,9.0,2.0,0.0,0.0
16880,71679140,1.0,0.0,0.0,0.0
16881,716b8078,0.0,3.0,0.0,0.0
16882,716c5103,3.0,0.0,0.0,0.0
16883,716d3d25,0.0,2.0,0.0,0.0
16884,716fbcc6,1.0,0.0,0.0,0.0
16885,716fdf71,1.0,0.0,0.0,0.0
16886,717290eb,0.0,4.0,0.0,0.0
16887,71746624,0.0,17.0,0.0,0.0
16888,717771db,1.0,0.0,0.0,0.0
16889,7178dab7,14.0,0.0,0.0,0.0
16890,71797ff0,0.0,4.0,0.0,0.0
16891,717a40dd,0.0,3.0,0.0,0.0
16892,717cabb5,1.0,0.0,0.0,0.0
16893,717d331a,0.0,1.0,0.0,0.0
16894,717f2401,0.0,1.0,0.0,0.0
16895,7180c8eb,3.0,0.0,0.0,0.0
16896,718256c4,0.0,1.0,0.0,0.0
16897,7186b580,0.0,21.0,0.0,0.0
16898,71883da4,0.0,3.0,0.0,0.0
16899,7189215c,0.0,2.0,0.0,0.0
16900,71896232,0.0,1.0,0.0,0.0
16901,7190450d,0.0,13.0,0.0,0.0
16902,719399c1,0.0,1.0,0.0,0.0
16903,71953682,5.0,0.0,0.0,0.0
16904,71969ba2,17.0,0.0,0.0,0.0
16905,7196cedf,2.0,0.0,0.0,0.0
16906,719778f0,1.0,0.0,0.0,0.0
16907,719bb076,0.0,2.0,0.0,0.0
16908,719d1bd3,7.0,0.0,0.0,0.0
16909,719dcc35,1.0,0.0,0.0,0.0
16910,71a49ef5,16.0,0.0,0.0,0.0
16911,71a601cd,0.0,1.0,0.0,0.0
16912,71a86117,0.0,6.0,0.0,0.0
16913,71aa0c21,0.0,1.0,0.0,0.0
16914,71ab74cd,0.0,1.0,0.0,0.0
16915,71adc90d,0.0,0.0,0.0,1.0
16916,71b056c2,0.0,17.0,0.0,0.0
16917,71b278b1,1.0,1.0,0.0,0.0
16918,71b2b2d7,0.0,0.0,12.0,0.0
16919,71b38dc9,3.0,0.0,0.0,0.0
16920,71b7ba4a,0.0,1.0,0.0,0.0
16921,71b7d888,0.0,2.0,0.0,0.0
16922,71bd039f,0.0,1.0,0.0,0.0
16923,71beaf99,1.0,0.0,0.0,0.0
16924,71bfca89,0.0,1.0,0.0,0.0
16925,71bfed65,2.0,0.0,0.0,0.0
16926,71c06b60,0.0,4.0,0.0,0.0
16927,71c21e8a,0.0,4.0,0.0,0.0
16928,71c4298f,0.0,6.0,0.0,0.0
16929,71c701bb,1.0,0.0,0.0,0.0
16930,71c88850,0.0,2.0,0.0,0.0
16931,71c92364,3.0,0.0,0.0,0.0
16932,71cc4257,1.0,0.0,0.0,0.0
16933,71cc441a,0.0,12.0,0.0,0.0
16934,71cdba2c,1.0,0.0,0.0,0.0
16935,71d026c6,0.0,2.0,0.0,0.0
16936,71d0fdcc,4.0,0.0,0.0,0.0
16937,71d1e2d1,0.0,1.0,0.0,0.0
16938,71d40a41,1.0,0.0,0.0,0.0
16939,71d5d6e4,7.0,0.0,0.0,0.0
16940,71d5ed31,0.0,3.0,0.0,0.0
16941,71d63a63,0.0,1.0,0.0,0.0
16942,71d6883a,0.0,3.0,0.0,0.0
16943,71d727a1,0.0,10.0,0.0,0.0
16944,71d86bac,0.0,0.0,8.0,0.0
16945,71da216f,0.0,1.0,0.0,0.0
16946,71dcc1b2,0.0,1.0,0.0,0.0
16947,71dec214,7.0,0.0,0.0,0.0
16948,71e03b8e,8.0,0.0,0.0,0.0
16949,71e193bf,0.0,1.0,0.0,0.0
16950,71e3e518,0.0,1.0,0.0,0.0
16951,71e59182,0.0,1.0,0.0,0.0
16952,71e7647e,3.0,0.0,0.0,0.0
16953,71ea4c44,0.0,1.0,0.0,0.0
16954,71ea4ff5,1.0,0.0,0.0,0.0
16955,71effa61,1.0,0.0,0.0,0.0
16956,71f05fd0,0.0,9.0,0.0,0.0
16957,71f11707,1.0,0.0,0.0,0.0
16958,71f4aadc,1.0,0.0,0.0,0.0
16959,71f69fbb,2.0,0.0,0.0,0.0
16960,71fb3b8a,6.0,0.0,0.0,0.0
16961,71fbcf76,1.0,0.0,0.0,0.0
16962,71fc2ce4,0.0,2.0,0.0,0.0
16963,71fd1d9a,1.0,0.0,0.0,0.0
16964,71ff1718,7.0,0.0,0.0,0.0
16965,71ff4002,0.0,2.0,0.0,0.0
16966,7203743e,1.0,0.0,0.0,0.0
16967,72043e51,0.0,11.0,0.0,0.0
16968,720474cd,2.0,0.0,0.0,0.0
16969,7204bbe5,0.0,3.0,0.0,0.0
16970,720adeba,1.0,0.0,0.0,0.0
16971,720b30c6,1.0,0.0,0.0,0.0
16972,720b5f90,0.0,4.0,0.0,0.0
16973,720d88ef,0.0,1.0,0.0,0.0
16974,720ea983,0.0,1.0,0.0,0.0
16975,72106f0f,1.0,0.0,0.0,0.0
16976,7210cb50,0.0,11.0,0.0,0.0
16977,72116360,4.0,0.0,0.0,0.0
16978,72119834,8.0,0.0,0.0,0.0
16979,7212a303,0.0,4.0,0.0,0.0
16980,7220a1e6,0.0,1.0,0.0,0.0
16981,7224b84d,1.0,0.0,0.0,0.0
16982,7227629b,1.0,0.0,0.0,0.0
16983,722940fd,0.0,5.0,0.0,0.0
16984,72294a03,0.0,8.0,0.0,0.0
16985,722cc527,2.0,0.0,0.0,0.0
16986,722cf8a1,0.0,10.0,0.0,0.0
16987,722e67a7,1.0,0.0,0.0,0.0
16988,722f3c4c,0.0,2.0,0.0,0.0
16989,722fa579,1.0,0.0,0.0,0.0
16990,723050c5,0.0,1.0,0.0,0.0
16991,7230ced5,0.0,19.0,0.0,0.0
16992,7231fd11,0.0,3.0,0.0,0.0
16993,7234a2ae,1.0,0.0,0.0,0.0
16994,72352cba,2.0,0.0,0.0,0.0
16995,72352d02,0.0,2.0,0.0,0.0
16996,7235db5a,0.0,1.0,0.0,0.0
16997,72367ae3,0.0,5.0,0.0,0.0
16998,72368746,1.0,0.0,0.0,0.0
16999,7237a696,2.0,0.0,0.0,0.0
17000,7239cdb0,10.0,0.0,0.0,0.0
17001,723a1853,0.0,1.0,0.0,0.0
17002,723ab6e3,0.0,3.0,0.0,0.0
17003,723b03b9,0.0,2.0,0.0,0.0
17004,723b39a8,0.0,1.0,0.0,0.0
17005,723bf1bd,9.0,0.0,0.0,0.0
17006,7241d531,13.0,4.0,0.0,0.0
17007,7242061a,3.0,0.0,0.0,0.0
17008,7242b5aa,0.0,4.0,0.0,0.0
17009,7242fb95,0.0,7.0,0.0,0.0
17010,7243cfbf,0.0,1.0,0.0,0.0
17011,724400b6,1.0,0.0,0.0,0.0
17012,72454074,0.0,1.0,0.0,0.0
17013,724557f8,0.0,5.0,0.0,0.0
17014,72472bb8,1.0,0.0,0.0,0.0
17015,72488c19,0.0,8.0,0.0,0.0
17016,7249950d,1.0,0.0,0.0,0.0
17017,724b5114,0.0,2.0,0.0,0.0
17018,724f4de6,0.0,6.0,0.0,0.0
17019,7250666b,0.0,2.0,0.0,0.0
17020,7251a105,0.0,1.0,0.0,0.0
17021,72526564,0.0,2.0,0.0,0.0
17022,72551602,0.0,2.0,0.0,0.0
17023,7255de04,19.0,0.0,0.0,0.0
17024,725619d0,0.0,1.0,0.0,0.0
17025,7257b26b,0.0,2.0,0.0,0.0
17026,7257b382,1.0,0.0,0.0,0.0
17027,725816cc,0.0,33.0,0.0,0.0
17028,725982c3,0.0,3.0,0.0,0.0
17029,725b09a4,32.0,20.0,0.0,0.0
17030,725d57de,0.0,5.0,0.0,0.0
17031,725e5b07,1.0,0.0,0.0,0.0
17032,725fe43b,0.0,1.0,0.0,0.0
17033,725fec25,3.0,0.0,0.0,0.0
17034,7262656e,0.0,1.0,0.0,0.0
17035,72634642,2.0,0.0,0.0,0.0
17036,726362c2,0.0,12.0,0.0,0.0
17037,72687f01,0.0,33.0,0.0,0.0
17038,726a8f14,0.0,1.0,0.0,0.0
17039,726cea40,8.0,0.0,0.0,0.0
17040,726d55cd,0.0,1.0,0.0,0.0
17041,726e483d,0.0,14.0,0.0,0.0
17042,726f9ffa,1.0,0.0,0.0,0.0
17043,7270b088,0.0,2.0,0.0,0.0
17044,72710673,0.0,2.0,0.0,0.0
17045,72724d0c,0.0,1.0,0.0,0.0
17046,7274beb3,0.0,1.0,0.0,0.0
17047,72754da9,4.0,0.0,0.0,0.0
17048,72777f01,0.0,2.0,0.0,0.0
17049,7278412d,1.0,0.0,0.0,0.0
17050,727849ea,0.0,1.0,0.0,0.0
17051,72792d16,26.0,0.0,0.0,0.0
17052,7279b285,0.0,2.0,0.0,0.0
17053,727cc052,1.0,0.0,0.0,0.0
17054,727dbab5,5.0,0.0,0.0,0.0
17055,727f9b0c,3.0,0.0,0.0,0.0
17056,7282f60e,0.0,11.0,0.0,0.0
17057,7286d6fa,0.0,1.0,0.0,0.0
17058,72892ea4,0.0,1.0,0.0,0.0
17059,728e775c,0.0,1.0,0.0,0.0
17060,72900c6f,0.0,0.0,5.0,0.0
17061,729145da,0.0,21.0,0.0,0.0
17062,72933135,3.0,0.0,0.0,0.0
17063,7294d793,8.0,0.0,0.0,0.0
17064,7296de76,0.0,2.0,0.0,0.0
17065,72976eb1,0.0,11.0,0.0,0.0
17066,72998d17,1.0,0.0,0.0,0.0
17067,729a5fbe,0.0,4.0,0.0,0.0
17068,729ae24d,0.0,8.0,0.0,0.0
17069,72a07d82,0.0,1.0,0.0,0.0
17070,72a224e9,0.0,4.0,0.0,0.0
17071,72a3ac87,0.0,6.0,0.0,0.0
17072,72a63e1f,9.0,0.0,0.0,0.0
17073,72a86985,0.0,0.0,2.0,0.0
17074,72ab9886,0.0,4.0,0.0,0.0
17075,72ae7799,12.0,0.0,0.0,0.0
17076,72af3863,2.0,0.0,0.0,0.0
17077,72af5522,0.0,4.0,0.0,0.0
17078,72b0c4d7,0.0,1.0,0.0,0.0
17079,72b2fb0d,0.0,2.0,0.0,0.0
17080,72babd33,1.0,0.0,0.0,0.0
17081,72bb7a14,6.0,1.0,0.0,0.0
17082,72bcac22,0.0,9.0,0.0,0.0
17083,72c06786,0.0,1.0,0.0,0.0
17084,72c0cd6b,12.0,0.0,0.0,0.0
17085,72c4db05,3.0,0.0,0.0,0.0
17086,72c9ab5a,0.0,2.0,0.0,0.0
17087,72c9cf09,0.0,10.0,0.0,0.0
17088,72caf670,1.0,0.0,0.0,0.0
17089,72ce076f,0.0,3.0,0.0,0.0
17090,72ce692a,0.0,1.0,0.0,0.0
17091,72d0c370,0.0,2.0,0.0,0.0
17092,72d65d2c,0.0,1.0,0.0,0.0
17093,72d878dd,0.0,4.0,0.0,0.0
17094,72d959bc,7.0,0.0,0.0,0.0
17095,72d9d714,1.0,0.0,0.0,0.0
17096,72da8c66,0.0,2.0,0.0,0.0
17097,72dbab34,0.0,2.0,0.0,0.0
17098,72df4d07,0.0,4.0,0.0,0.0
17099,72e06ae0,3.0,0.0,0.0,0.0
17100,72e18b22,1.0,0.0,0.0,0.0
17101,72e1de71,0.0,4.0,0.0,0.0
17102,72e303da,1.0,0.0,0.0,0.0
17103,72ed54da,0.0,1.0,0.0,0.0
17104,72ee021f,0.0,11.0,0.0,0.0
17105,72f1174e,3.0,0.0,0.0,0.0
17106,72f11c47,0.0,2.0,0.0,0.0
17107,72f1b650,0.0,1.0,0.0,0.0
17108,72f34ec6,0.0,5.0,0.0,0.0
17109,72f5005a,0.0,4.0,0.0,0.0
17110,72f50d00,2.0,0.0,0.0,0.0
17111,72f78c74,2.0,0.0,0.0,0.0
17112,72f9e1ad,0.0,9.0,0.0,0.0
17113,72fe7e8c,0.0,14.0,0.0,0.0
17114,7302fc57,0.0,1.0,0.0,0.0
17115,7303b05e,0.0,3.0,0.0,0.0
17116,7305815b,0.0,2.0,0.0,0.0
17117,7306987b,1.0,0.0,0.0,0.0
17118,730c7217,17.0,0.0,0.0,0.0
17119,730eaf47,0.0,1.0,0.0,0.0
17120,730f0b53,3.0,0.0,0.0,0.0
17121,730f2ef4,0.0,1.0,0.0,0.0
17122,730fa725,0.0,1.0,0.0,0.0
17123,73102015,0.0,8.0,0.0,0.0
17124,7310df60,3.0,0.0,0.0,0.0
17125,731240ba,0.0,1.0,0.0,0.0
17126,7312abb3,0.0,10.0,0.0,0.0
17127,7317642f,1.0,0.0,0.0,0.0
17128,731dfbe4,0.0,6.0,0.0,0.0
17129,7320e8ce,0.0,1.0,0.0,0.0
17130,73222dae,1.0,0.0,0.0,0.0
17131,732625de,5.0,0.0,0.0,0.0
17132,7326c390,1.0,12.0,0.0,0.0
17133,7329d7b2,7.0,0.0,0.0,0.0
17134,7329fc98,7.0,0.0,0.0,0.0
17135,732a3dfd,43.0,0.0,0.0,0.0
17136,732a9d54,0.0,1.0,0.0,0.0
17137,732ab71b,0.0,1.0,0.0,0.0
17138,732bab26,7.0,0.0,0.0,0.0
17139,732c0350,1.0,0.0,0.0,0.0
17140,732df811,0.0,7.0,0.0,0.0
17141,732f9589,15.0,0.0,0.0,0.0
17142,73313724,0.0,4.0,0.0,0.0
17143,73346e22,4.0,0.0,0.0,0.0
17144,7335632d,0.0,3.0,0.0,0.0
17145,733fae97,0.0,3.0,0.0,0.0
17146,7341c27f,0.0,1.0,0.0,0.0
17147,73446242,0.0,9.0,0.0,0.0
17148,7344aa2e,4.0,0.0,0.0,0.0
17149,73483e71,0.0,1.0,0.0,0.0
17150,7348dca1,0.0,2.0,0.0,0.0
17151,734d1171,1.0,0.0,0.0,0.0
17152,734dd7e3,1.0,0.0,0.0,0.0
17153,734f5ee4,0.0,1.0,0.0,0.0
17154,7350d6c7,4.0,0.0,0.0,0.0
17155,735169a2,0.0,2.0,0.0,0.0
17156,7352f222,0.0,1.0,0.0,0.0
17157,735721d0,1.0,0.0,0.0,0.0
17158,73576492,1.0,0.0,0.0,0.0
17159,735ad472,0.0,2.0,0.0,0.0
17160,735b2711,1.0,0.0,0.0,0.0
17161,735c90c9,26.0,0.0,0.0,0.0
17162,735cda2a,0.0,9.0,0.0,0.0
17163,73610986,5.0,0.0,0.0,0.0
17164,736198bc,1.0,0.0,0.0,0.0
17165,7363f782,3.0,7.0,0.0,0.0
17166,7364fb13,0.0,2.0,0.0,0.0
17167,73656f9a,4.0,0.0,0.0,0.0
17168,7366e514,1.0,0.0,0.0,0.0
17169,73680631,3.0,0.0,0.0,0.0
17170,7368d032,0.0,9.0,0.0,0.0
17171,737193f4,0.0,3.0,0.0,0.0
17172,737258b3,0.0,2.0,0.0,0.0
17173,73731bd8,0.0,11.0,0.0,0.0
17174,737349d3,5.0,0.0,0.0,0.0
17175,7373d187,1.0,0.0,0.0,0.0
17176,7373dd43,0.0,1.0,0.0,0.0
17177,737467f2,0.0,3.0,0.0,0.0
17178,7374e52c,0.0,0.0,1.0,0.0
17179,7376a2d8,4.0,0.0,0.0,0.0
17180,7379ebcb,0.0,1.0,0.0,0.0
17181,737e6229,0.0,0.0,2.0,0.0
17182,73827ee1,1.0,0.0,0.0,0.0
17183,7387deba,0.0,4.0,0.0,0.0
17184,73888e8b,95.0,20.0,0.0,0.0
17185,738e6477,5.0,0.0,0.0,0.0
17186,738f3a77,1.0,0.0,0.0,0.0
17187,73917a7b,0.0,2.0,0.0,0.0
17188,7394dc94,2.0,0.0,0.0,0.0
17189,7395f712,0.0,1.0,0.0,0.0
17190,7399436f,0.0,1.0,0.0,0.0
17191,739a64ad,0.0,1.0,0.0,0.0
17192,739b204f,18.0,6.0,0.0,0.0
17193,739c7ef9,0.0,24.0,0.0,0.0
17194,73a38dcc,5.0,0.0,0.0,0.0
17195,73a490b3,5.0,0.0,0.0,0.0
17196,73a4b10b,0.0,3.0,0.0,0.0
17197,73a9a850,0.0,7.0,0.0,0.0
17198,73ab74ef,1.0,0.0,0.0,0.0
17199,73abc4dd,10.0,0.0,0.0,0.0
17200,73afa380,0.0,4.0,0.0,0.0
17201,73afb1be,0.0,1.0,0.0,0.0
17202,73b35375,1.0,0.0,0.0,0.0
17203,73b39a41,0.0,1.0,0.0,0.0
17204,73b5ddeb,37.0,7.0,0.0,0.0
17205,73b655de,0.0,0.0,7.0,0.0
17206,73b72d6b,0.0,7.0,0.0,0.0
17207,73bd59a2,0.0,6.0,0.0,0.0
17208,73be1785,2.0,0.0,0.0,0.0
17209,73be81ac,34.0,4.0,0.0,0.0
17210,73bf1e39,0.0,3.0,0.0,0.0
17211,73c019fa,2.0,0.0,0.0,0.0
17212,73c046e0,0.0,2.0,0.0,0.0
17213,73c21890,0.0,2.0,0.0,0.0
17214,73c40041,0.0,4.0,0.0,0.0
17215,73c43844,8.0,0.0,0.0,0.0
17216,73c8169b,1.0,0.0,0.0,0.0
17217,73ca8d9d,8.0,0.0,0.0,0.0
17218,73cbf9bc,25.0,3.0,0.0,0.0
17219,73cd1563,0.0,1.0,0.0,0.0
17220,73cf0c47,0.0,16.0,0.0,0.0
17221,73cfec7f,0.0,5.0,0.0,0.0
17222,73d2a7bf,0.0,2.0,0.0,0.0
17223,73d2e630,0.0,1.0,0.0,0.0
17224,73d5ba0f,0.0,8.0,0.0,0.0
17225,73d5de02,1.0,0.0,0.0,0.0
17226,73d684f1,20.0,3.0,0.0,0.0
17227,73d85485,2.0,0.0,0.0,0.0
17228,73dc14f5,0.0,1.0,0.0,0.0
17229,73dc2d6a,0.0,1.0,0.0,0.0
17230,73de3d23,10.0,0.0,0.0,0.0
17231,73de45e0,1.0,0.0,0.0,0.0
17232,73ded320,1.0,0.0,0.0,0.0
17233,73df17da,1.0,0.0,0.0,0.0
17234,73e13d2a,0.0,1.0,0.0,0.0
17235,73e17c38,3.0,0.0,0.0,0.0
17236,73e1fcc0,8.0,0.0,0.0,0.0
17237,73e5abf7,0.0,2.0,0.0,0.0
17238,73e69040,0.0,4.0,0.0,0.0
17239,73e70db4,7.0,0.0,0.0,0.0
17240,73e9a1ec,0.0,1.0,0.0,0.0
17241,73ea8f2f,0.0,1.0,0.0,0.0
17242,73eb6b76,10.0,2.0,0.0,0.0
17243,73eb79fe,0.0,1.0,0.0,0.0
17244,73ed3ae7,3.0,0.0,0.0,0.0
17245,73edf8df,0.0,4.0,0.0,0.0
17246,73ef745c,0.0,1.0,0.0,0.0
17247,73f02c61,0.0,17.0,0.0,0.0
17248,73f72ba7,2.0,0.0,0.0,0.0
17249,73f760f0,0.0,1.0,0.0,0.0
17250,73f7a49a,36.0,0.0,0.0,0.0
17251,73f7ee87,1.0,0.0,0.0,0.0
17252,73f8d5a5,1.0,0.0,0.0,0.0
17253,73f9db35,0.0,47.0,0.0,0.0
17254,73fac737,0.0,2.0,0.0,0.0
17255,73fb7482,0.0,1.0,0.0,0.0
17256,73fb7bb4,12.0,0.0,0.0,0.0
17257,73fd9cb3,0.0,3.0,0.0,0.0
17258,73feb2de,0.0,5.0,0.0,0.0
17259,73feb9dd,0.0,3.0,0.0,0.0
17260,73ffc5f4,0.0,1.0,0.0,0.0
17261,740342eb,0.0,0.0,1.0,0.0
17262,74042804,0.0,1.0,0.0,0.0
17263,740809b1,0.0,1.0,0.0,0.0
17264,740896c6,3.0,0.0,0.0,0.0
17265,74092a60,2.0,0.0,0.0,0.0
17266,7409c9cc,12.0,0.0,0.0,0.0
17267,740bc66f,0.0,1.0,0.0,0.0
17268,740c7206,0.0,1.0,0.0,0.0
17269,740cb9a9,0.0,11.0,0.0,0.0
17270,740d76e4,2.0,0.0,0.0,0.0
17271,7410112a,1.0,0.0,0.0,0.0
17272,7411aefe,0.0,1.0,0.0,0.0
17273,74122ba4,0.0,4.0,0.0,0.0
17274,74147fd3,0.0,1.0,0.0,0.0
17275,741dacac,0.0,3.0,0.0,0.0
17276,74211d56,1.0,0.0,0.0,0.0
17277,7423e411,1.0,0.0,0.0,0.0
17278,7424df24,11.0,0.0,0.0,0.0
17279,742935fa,2.0,0.0,0.0,0.0
17280,742bc6c9,3.0,0.0,0.0,0.0
17281,742e6d4c,2.0,0.0,0.0,0.0
17282,742eb162,0.0,2.0,0.0,0.0
17283,7430ef9c,0.0,3.0,0.0,0.0
17284,7434343f,4.0,0.0,0.0,0.0
17285,7435c176,2.0,0.0,0.0,0.0
17286,7438508a,4.0,0.0,0.0,0.0
17287,74393e86,0.0,1.0,0.0,0.0
17288,7439a7bd,0.0,1.0,0.0,0.0
17289,743a0e3e,0.0,7.0,0.0,0.0
17290,743dec43,0.0,1.0,0.0,0.0
17291,743ec841,3.0,0.0,0.0,0.0
17292,74478783,2.0,0.0,0.0,0.0
17293,7447e459,0.0,1.0,0.0,0.0
17294,744a5aa2,0.0,1.0,0.0,0.0
17295,744ae4ea,1.0,0.0,0.0,0.0
17296,744c1c10,0.0,7.0,0.0,0.0
17297,744dc014,0.0,1.0,0.0,0.0
17298,744eaf6b,0.0,1.0,0.0,0.0
17299,744f67c5,0.0,6.0,0.0,0.0
17300,74513ffa,5.0,0.0,0.0,0.0
17301,74548c41,9.0,0.0,0.0,0.0
17302,7456de4c,0.0,1.0,0.0,0.0
17303,74597edc,0.0,1.0,0.0,0.0
17304,745e3197,1.0,0.0,0.0,0.0
17305,745f45ba,0.0,18.0,0.0,0.0
17306,7461c969,1.0,0.0,0.0,0.0
17307,74622b8e,0.0,6.0,0.0,0.0
17308,74639236,3.0,0.0,0.0,0.0
17309,7463feed,4.0,0.0,0.0,0.0
17310,74648511,0.0,1.0,0.0,0.0
17311,7466797e,0.0,4.0,0.0,0.0
17312,7467d9c0,4.0,0.0,0.0,0.0
17313,74688569,3.0,0.0,0.0,0.0
17314,746982d9,3.0,0.0,0.0,0.0
17315,746ae75f,0.0,3.0,0.0,0.0
17316,746b7c16,0.0,1.0,0.0,0.0
17317,746b99f3,4.0,0.0,0.0,0.0
17318,746e3b38,0.0,1.0,0.0,0.0
17319,74719376,0.0,1.0,0.0,0.0
17320,7472f676,0.0,2.0,0.0,0.0
17321,747881ee,0.0,2.0,0.0,0.0
17322,747999a7,6.0,0.0,0.0,0.0
17323,747be9a0,0.0,4.0,0.0,0.0
17324,747cc8be,4.0,0.0,0.0,0.0
17325,747ceb7f,0.0,1.0,0.0,0.0
17326,747f9a59,0.0,5.0,0.0,0.0
17327,74811595,9.0,0.0,0.0,0.0
17328,7484d929,1.0,0.0,0.0,0.0
17329,7485fcc7,1.0,0.0,0.0,0.0
17330,7487d9f9,3.0,0.0,0.0,0.0
17331,748811f1,4.0,34.0,0.0,0.0
17332,748824ed,0.0,22.0,0.0,0.0
17333,7489819a,1.0,0.0,0.0,0.0
17334,748eb8b1,0.0,1.0,0.0,0.0
17335,74905555,5.0,0.0,0.0,0.0
17336,749278d3,22.0,12.0,0.0,0.0
17337,7493a309,3.0,0.0,0.0,0.0
17338,749695bb,4.0,0.0,0.0,0.0
17339,749e264f,0.0,1.0,0.0,0.0
17340,74a0111e,23.0,17.0,0.0,0.0
17341,74a1f078,0.0,0.0,2.0,0.0
17342,74a1f78b,1.0,0.0,0.0,0.0
17343,74a29ffb,0.0,8.0,0.0,0.0
17344,74a36820,0.0,1.0,0.0,0.0
17345,74a4359e,0.0,1.0,0.0,0.0
17346,74a4b449,0.0,1.0,0.0,0.0
17347,74a62e8f,0.0,1.0,0.0,0.0
17348,74a69107,8.0,0.0,0.0,0.0
17349,74a8e419,0.0,1.0,0.0,0.0
17350,74aa2094,7.0,14.0,0.0,0.0
17351,74b151a2,1.0,0.0,0.0,0.0
17352,74b193c4,0.0,1.0,0.0,0.0
17353,74b1d9cb,3.0,0.0,0.0,0.0
17354,74b31b4f,0.0,2.0,0.0,0.0
17355,74b4b690,0.0,3.0,0.0,0.0
17356,74b57f71,4.0,0.0,0.0,0.0
17357,74bb5eda,2.0,0.0,0.0,0.0
17358,74be7861,0.0,1.0,0.0,0.0
17359,74be94c1,0.0,1.0,0.0,0.0
17360,74bee695,0.0,2.0,0.0,0.0
17361,74c12512,0.0,3.0,0.0,0.0
17362,74c4ef4b,5.0,0.0,0.0,0.0
17363,74c4fc96,2.0,0.0,0.0,0.0
17364,74c53050,3.0,0.0,0.0,0.0
17365,74c6c680,0.0,2.0,0.0,0.0
17366,74c77d27,0.0,4.0,0.0,0.0
17367,74cf9bb9,0.0,2.0,0.0,0.0
17368,74d19282,0.0,1.0,0.0,0.0
17369,74d20c08,27.0,0.0,0.0,0.0
17370,74d39990,0.0,8.0,0.0,0.0
17371,74d3e32e,0.0,7.0,0.0,0.0
17372,74d691bd,0.0,2.0,0.0,0.0
17373,74e245bd,8.0,0.0,0.0,0.0
17374,74e7964a,0.0,6.0,0.0,0.0
17375,74e8a549,1.0,0.0,0.0,0.0
17376,74e8eb89,0.0,2.0,0.0,0.0
17377,74eb2f22,0.0,3.0,0.0,0.0
17378,74f3a40c,1.0,0.0,0.0,0.0
17379,74f49173,10.0,0.0,0.0,0.0
17380,74f4aff0,0.0,8.0,0.0,0.0
17381,74f50572,0.0,1.0,0.0,0.0
17382,74f6884b,2.0,0.0,0.0,0.0
17383,74f6e25d,0.0,5.0,0.0,0.0
17384,74f9f263,2.0,0.0,0.0,0.0
17385,74fbe662,1.0,0.0,0.0,0.0
17386,74fdc516,3.0,0.0,0.0,0.0
17387,74ff2a87,0.0,1.0,0.0,0.0
17388,7503bc23,7.0,17.0,0.0,0.0
17389,75058e5f,0.0,9.0,0.0,0.0
17390,7505a41d,0.0,1.0,0.0,0.0
17391,75080858,1.0,0.0,0.0,0.0
17392,7508b51c,24.0,0.0,0.0,0.0
17393,75099367,0.0,2.0,0.0,0.0
17394,750ba24a,0.0,1.0,0.0,0.0
17395,750d283a,3.0,0.0,0.0,0.0
17396,750e5e5d,14.0,0.0,0.0,0.0
17397,750ecd84,0.0,26.0,0.0,0.0
17398,750f4bba,2.0,0.0,0.0,0.0
17399,7511f9c9,0.0,12.0,0.0,0.0
17400,75132c80,0.0,6.0,0.0,0.0
17401,751512e8,0.0,4.0,0.0,0.0
17402,751540a8,0.0,6.0,0.0,0.0
17403,751595b9,0.0,1.0,0.0,0.0
17404,75160332,0.0,2.0,0.0,0.0
17405,75194115,0.0,28.0,0.0,0.0
17406,751a07b6,25.0,19.0,0.0,0.0
17407,751bb9f6,0.0,1.0,0.0,0.0
17408,75202e7f,0.0,1.0,0.0,0.0
17409,7521211b,0.0,5.0,0.0,0.0
17410,7524d1df,4.0,0.0,0.0,0.0
17411,75250d4e,0.0,0.0,0.0,1.0
17412,7525a3bf,1.0,0.0,0.0,0.0
17413,7525a574,0.0,10.0,0.0,0.0
17414,7525b439,0.0,6.0,0.0,0.0
17415,7525eff8,1.0,0.0,0.0,0.0
17416,75277022,0.0,1.0,0.0,0.0
17417,7527f5d0,2.0,0.0,0.0,0.0
