"person","origen_usuario"
"e21db41e",3
"e25f6bd9",1
"6b97f53d",1
"77cc4357",2
"39f1abf1",3
"385a0555",3
"c8147ebf",1
"f981b8a5",3
"7a262b88",1
"fa6682fd",3
"bbb98143",3
"96403604",3
"868f6497",3
"68e380e2",2
"87031d56",1
"ea46a94c",1
"f8a1c0de",3
"e0ad2710",1
"f6ca9c31",1
"80e4693d",3
"d9624d2e",3
"d1d83f3b",3
"50b4d326",3
"176702df",4
"5ebf2c3a",3
"bd2d8a93",1
"f1794527",3
"a6637d62",1
"89b5eb5d",1
"bcd04f13",3
"a73ced7a",3
"8ad78412",3
"d1ee95d7",4
"e9d1a8c2",1
"42e80e4c",3
"6897c238",3
"77d46edc",3
"5c60f9d5",3
"10bab9d5",1
"acb5b64e",1
"465186f9",3
"bef9ee59",3
"a6fb3bd5",4
"4ca53328",3
"d6a677a2",2
"03db7c49",1
"5b126022",3
"cbe9348b",3
"6059e8c0",3
"d784c98b",3
"7a316f65",1
"39c71357",2
"a09c1488",3
"6dd7e064",3
"43d725b0",3
"4eec5c67",3
"a0f143aa",3
"55e5a18c",3
"ac52c2ec",4
"4d917b03",3
"021e1312",3
"3dfffc5c",3
"db96e511",2
"f7e1779f",3
"a0a67d29",3
"6960e979",2
"fb205702",3
"d07e8856",3
"ce063834",1
"6b7e7553",3
"d0fffc84",3
"013a0e3a",3
"0d8dea9c",1
"d568666a",3
"d603e6ec",0
"0976f081",3
"a6e47463",3
"a9e31044",3
"a9342907",3
"39af3ef3",3
"56011e68",3
"c71ddb22",1
"9c7ed8cc",3
"a8d587a6",2
"7bbdda7a",3
"d84bf799",3
"5d5a0fd4",1
"0cda20e5",0
"2033072b",3
"1257e31a",3
"a3cd4fbd",3
"2f089ed0",3
"14a0adf2",1
"b5801656",0
"031fcae5",3
"e11b61b5",1
"a7b631aa",3
"a1840be8",3
"f96f5238",3
"002aea56",4
"a8ec142a",3
"d13cf71e",3
"0efa6876",4
"042bd446",4
"c70895df",1
"308ae118",3
"f2730612",3
"8689877c",1
"40fc1e57",3
"6268a0f5",1
"b425000d",1
"4aeb5dda",3
"b5697f07",3
"c451df04",3
"7ae0a272",3
"710489fc",1
"d8e0e6d2",3
"44ef34f4",1
"286323bb",0
"b9751172",3
"b20f393a",1
"9519aa76",4
"91e2cd9f",0
"04bbc907",3
"e9f19c42",3
"545814ae",4
"3cc1045e",2
"cac8ad00",3
"ab6f19fe",3
"3a71ab0a",3
"98b5716b",3
"f7549ffb",3
"9575f1d0",3
"9e63a26c",1
"a0e69ed2",2
"4a5d1221",3
"cb353cfe",2
"6d119f0b",3
"3886ab9c",1
"90b9ebf5",3
"0b393f2d",3
"f9f5351e",3
"71c4f60b",3
"cfd6db6b",4
"99d70171",1
"9603afbb",3
"3e5d3e82",4
"cd529f29",3
"7cae18cc",3
"efa480c7",2
"633f886c",1
"ee58d70c",3
"e76c6d1f",3
"b792b715",3
"2bc29a53",2
"d88596f6",2
"21b86540",4
"e4971c7f",1
"876e560a",1
"57aeefaa",3
"0b31046d",3
"aea5dae1",3
"bf8ff8f2",3
"0d87b81e",3
"a72aacd5",3
"f0f78eed",1
"3294fd76",3
"859043c4",3
"0bfd1f23",4
"537fa644",3
"0689e931",3
"f7fc501b",1
"e42b866d",1
"c2ef2f2c",1
"fecbb67d",3
"66daaa0f",1
"cc25ea35",3
"a18c0654",1
"4885ee99",3
"3d376b3f",1
"918b534c",1
"0f0e95a2",1
"50d1ab1f",3
"78388b48",1
"1455cb57",3
"bc1a0e8f",0
"1069a550",3
"a37d55ab",1
"36e08615",1
"e1251f3c",0
"d4a1350a",3
"44f60b8d",3
"a1b83305",3
"6622645c",3
"af60bf25",3
"f0b0347f",3
"aed51e5e",1
"980269d6",2
"4d23d3c8",3
"14049e33",1
"7f04087c",2
"a542089e",3
"2e10c22f",3
"12e33d8f",3
"aba76393",3
"89e392da",1
"b0c4938d",1
"b16744e2",0
"653594f3",3
"6b3cf183",3
"64fffb05",3
"45e91ceb",3
"cd2c9336",3
"3e89226c",3
"07ccd549",1
"a7561f58",3
"003a05bf",3
"5911ea24",3
"d4553a94",3
"5d33a5ba",3
"c151fab9",3
"7540c691",3
"874925e0",3
"fbf47c8a",3
"247d6d59",3
"bf5d5c7e",2
"1921c53d",3
"a83f7c60",1
"7227629b",2
"e4dc4481",3
"bff0186c",3
"27a2db3a",2
"aaa256d2",1
"95a867d9",3
"de2464d9",3
"581518b6",1
"52d9c8e9",3
"73d684f1",4
"d76fd078",4
"f1fac1a5",3
"f9075bc9",2
"4f5b3eda",3
"40748b31",3
"4bb1eb95",3
"d7d2a280",1
"99f45af3",3
"f910f6e8",3
"c2a464e5",4
"2c39a74e",3
"20b5af6c",4
"e1eb76bd",1
"cc836f64",2
"87b3bff1",3
"8a5b9dbb",4
"9629f65b",3
"2f7c3514",3
"9bb9bcbd",3
"0f4f1b93",2
"7d02c1be",3
"9fdc9765",3
"47f39c3d",3
"d08c6669",3
"a04ed7b1",3
"89ec709a",2
"dbd54e84",0
"1a67d3a5",3
"44fd2f29",3
"92b8b154",3
"516316f4",1
"cb8555cb",3
"d2e334b4",3
"d98d2f98",0
"5d0311eb",2
"be083e63",3
"a75c7562",3
"ba3f5a11",1
"387340fa",0
"32c2c88e",3
"80d5cef4",1
"dec70e74",1
"11e444ae",3
"27fe13a2",3
"052231b9",3
"41668c10",3
"c631379f",3
"d2afed4d",2
"7ca248dd",3
"4c82cae0",3
"0b273f4a",3
"8ab4641f",3
"e09864b9",1
"5749c77d",3
"65ebfc91",3
"b3db188c",3
"b767a7ba",3
"17dc7cfc",3
"1adbef81",1
"3d4ffc63",3
"c9241755",2
"9650027a",3
"9e791313",3
"41f97ffa",3
"ae7c97d2",4
"370c94cc",1
"9d58b3e8",3
"0cf0b96a",1
"61030c42",1
"9485204e",3
"f5ea4b22",3
"e07778fc",3
"b95a3d75",3
"b4146bad",3
"a1bdab18",3
"5c6f36f8",3
"a4c8dfd4",2
"88fa4172",3
"6426b382",3
"320539db",4
"61352965",0
"2737f9c3",3
"a869db41",3
"58b50bb4",3
"4f70f781",1
"7c11d504",3
"245de12d",1
"e163d62a",3
"7a94bfbb",1
"778c00a5",1
"b74a2b1e",3
"c36bfc30",4
"651fb569",3
"0c8da283",3
"e510f9d4",3
"dddd93e2",3
"39c5c0ad",3
"7777c0f2",3
"54fb59e3",3
"d23fe8fe",4
"53b0bacd",3
"62fa69b0",3
"27eed007",3
"75b1ecc3",1
"2f5eb05a",1
"eab561a4",3
"043bbb8c",1
"51afbb28",3
"ca6641dc",3
"4e5a8858",2
"e174a3c8",0
"df6dac8b",0
"e8cafc19",3
"796c4b22",2
"66b4bb43",3
"8307f0d4",3
"305df6d9",3
"0b885969",3
"95e1f62b",3
"36dafbae",3
"9d88b04e",2
"798f8cfc",4
"6e37542f",3
"15aa2fa1",3
"e2d52f3f",1
"82893ea4",3
"a05d15b4",1
"f7009f92",3
"bb7d778b",3
"a8455b08",3
"b34bad55",3
"78b2a2fd",3
"f2eca598",1
"9b9a412b",3
"36f9d0ed",1
"66ab3a10",3
"53876c82",3
"f7e5d7c5",3
"b5cc17f5",3
"6760adaa",3
"7efc8d54",4
"4dcd17e9",3
"c24fb85a",2
"56a6492e",2
"8b148a13",3
"ba55a3f8",1
"970ec3dc",3
"0bba4c68",2
"041dc456",3
"4c027fb1",3
"475695c9",3
"5ffb7388",3
"a51fc8a6",2
"f83349a7",3
"b34d709d",1
"93eba1f1",1
"b9f0010d",3
"ddc1a937",3
"4d7d862d",4
"8add5abc",2
"4f497add",3
"f8237b5b",3
"bfc0960f",3
"1740b257",3
"12c0225e",3
"3fb260e3",3
"e9d171fd",3
"d4a93f4b",3
"f4c6012c",3
"7af72768",3
"aceb9325",3
"4bf27412",3
"f25a89d6",2
"5ee2b7a7",3
"5566741c",3
"6b437650",3
"493f068a",4
"a86bf1b3",3
"ae4cd661",3
"147437b1",3
"61b07aa6",3
"278154d9",1
"2a031bf5",1
"18677734",3
"8ad80c54",1
"d17d06f9",1
"f6465fb0",3
"962c3787",3
"ac5eb697",2
"010b0b0b",1
"5e2550fa",3
"f418c7fb",3
"2f3e7329",3
"a584057d",0
"b65c14fa",3
"27e328b9",3
"ba2876f9",3
"ce445806",3
"567c88f5",3
"24899f4a",3
"20418f2c",3
"f7e43b0d",3
"4e5ce7c3",3
"cfa3ab49",2
"ac583f45",3
"78087cd1",3
"154295df",3
"8b3a65e7",3
"2fb7c47b",3
"64f74f81",3
"e6dd502d",3
"15e75325",1
"53c30d6e",3
"4fa84fbc",3
"37040abb",1
"1f1d5d09",3
"6ac22b21",1
"52fff6fc",1
"cbfff414",1
"ffcaae19",2
"afc86535",3
"3f0a7c32",3
"58691c2e",1
"f99223b8",3
"794c71f2",1
"0df4bb35",3
"08208a49",3
"3f41c11d",2
"eeee6443",3
"a08362aa",1
"461e59a5",3
"653bf96d",3
"a6d6d38c",3
"2b656d53",3
"f178bdc4",3
"c79063dd",4
"ee5728c6",1
"c7c09ebe",3
"dccb4d99",3
"517bc9df",3
"f79860a8",3
"90fa222c",3
"4a8ba64b",1
"0d14c834",4
"979dd0c2",3
"2c84036d",1
"4014c8eb",3
"0ecc5443",3
"dc3b02ce",3
"ebb53eb7",3
"a076bb23",1
"b1f7fa91",3
"cf890a92",3
"b461ed58",1
"0b40a4ca",2
"cb1555bd",3
"b33df69a",3
"4524bddd",0
"75827147",3
"50cb2a42",1
"f0ab88a2",2
"07f4fec1",2
"c179dfe6",3
"052a2d62",3
"337f4d4f",3
"f54b503d",3
"4cd5e6e7",1
"a4f28212",3
"569e509f",3
"ded5457f",3
"5e894bbb",2
"60170eb3",1
"5d7cbd4e",1
"efde4031",2
"f34d353b",0
"b8e389aa",3
"c4d21efd",3
"01fe7232",3
"884eac04",1
"a83e10a3",3
"c82b9f4e",1
"60317b05",1
"543a1d27",3
"2c79dc17",3
"2b9faacc",3
"6e711c89",3
"0061cbe8",3
"e73c3140",3
"36268d37",3
"3457a2eb",3
"600dd4eb",4
"a34bbeec",2
"f8758db7",3
"111e1be6",3
"3fc80802",3
"67b304cc",1
"21d13d71",3
"65b00eeb",3
"a05522bf",3
"1f3a2561",3
"548ebb7a",3
"cc55495b",3
"36247834",3
"77fb88bc",1
"5dff1bd6",3
"742bc6c9",3
"cd18cff5",3
"ed20564d",3
"a738f0a1",1
"f923ebd1",3
"447618ec",2
"af97ca60",3
"370c4aa2",3
"50212667",2
"f7cbe025",3
"7c284d00",0
"7694c7ff",3
"2d2fc141",1
"7df31b5b",3
"84c5e300",4
"a2849b80",1
"16456376",1
"9e8b0053",3
"3f199f17",1
"ce29e312",3
"51ada1af",3
"bb65ce11",3
"39292b40",2
"e2aaf8a6",3
"26dee3d9",0
"e51d2c6c",3
"8238186d",1
"2819b7b5",3
"ffed0342",2
"f3d2a5b0",1
"36c224c9",3
"ad39ccd7",3
"4efba964",3
"64c33847",3
"b64be748",3
"f6feffdf",3
"c8c80c3e",3
"8eecbef6",2
"b22f0557",2
"8d4d6acd",2
"fa9be736",3
"41fc3636",2
"4beeb5ae",0
"a4c74aa1",3
"8aceb810",2
"8b90e6de",3
"a1dd3845",1
"b26abaa1",3
"6b2b2fd9",3
"b89eaecf",2
"5b05ddf4",3
"313a2abd",1
"783625e0",1
"c9b1aaa2",1
"c7cc2c23",1
"16b016b7",1
"e7883b25",1
"dcc748bf",1
"14e56345",2
"25f5fb9d",3
"e9518744",1
"029e5749",2
"376b9d26",3
"6794428f",3
"5c5ea764",0
"7a408a3d",0
"3851d06d",3
"105b9493",1
"a36ec27c",3
"04877609",3
"3ea1281c",3
"73f7a49a",2
"a5e156c5",4
"b46a81cb",3
"00091a7a",3
"2b7074e3",3
"4ebb61f8",4
"64ea805d",3
"e7747893",3
"9b5f563e",3
"9e655bed",4
"16a6379f",3
"00a91f61",3
"9b8d001b",1
"9ef8bd41",2
"56f81755",2
"5489d9c1",1
"0be3f5e5",3
"3d390076",3
"f28e7f5d",3
"f47ab322",3
"ffb7c1a6",3
"271a90f1",4
"d6278380",1
"7cc18d8a",3
"69a1fedd",3
"a8ea570a",3
"9968af36",3
"65a3a634",3
"c0f62b26",3
"c494e2f3",1
"1131cfaa",1
"dcd03d53",3
"0f9ced73",1
"695da97e",1
"bc9aa58e",3
"bce040ce",3
"656c18ef",3
"8396b4c5",3
"5992f904",3
"9a60d2d2",3
"79eda553",3
"34e8d73c",4
"237601ab",3
"9d6a12c5",1
"79b37fd4",3
"46af4cd0",3
"d9735faf",3
"13911f9d",1
"31ec2077",3
"82f63078",3
"053b53ed",4
"36416c7b",3
"948b8207",3
"b93b1661",3
"b144cabd",0
"1906223e",3
"2dd713a7",2
"6e925ed3",3
"7fa69d86",1
"fe2026fa",3
"f9918528",4
"846ee151",3
"6bc4dc66",3
"aea811ef",2
"197a619e",3
"ed69c2e3",2
"74a0111e",2
"41cbe4f3",2
"cc5c0b8e",1
"fe6b031d",3
"1bf887bc",3
"87928e49",1
"81aa6908",1
"bbc5ba2f",2
"d5a62794",3
"c754e874",3
"e28d0a9a",3
"469e8707",1
"b92febcf",3
"9ad79121",1
"21b3d473",1
"6f602746",3
"3bc10162",1
"c214ffd4",3
"e690eba3",3
"bbb63f22",1
"cd7c8073",1
"e84d2cf0",1
"328ecca3",3
"971f79af",3
"c929454c",4
"f281f55a",3
"dcb9aa82",3
"98b0c9a6",2
"5176c95f",1
"d09d5b4b",1
"0c8cab30",1
"2c6cbb8a",0
"9c1b53ed",3
"920c6535",3
"c994a4b1",3
"f0a43a7b",3
"7adc8421",3
"8fdfe9e8",3
"739b204f",3
"9ed5bafa",1
"86224410",3
"bc6b456a",3
"60f7fe21",3
"ea8d60bb",3
"a23d81db",3
"c3770b88",3
"f27c94d4",3
"c815cab4",1
"fb4a07ad",1
"745e3197",3
"9a9e7fc2",3
"4a767d63",3
"3a0d362a",3
"874b2ada",3
"4c0ece57",3
"226fcde7",3
"f10ab2f0",1
"7c6ca925",3
"45449a02",3
"09be0231",4
"3bfd19f3",1
"47709e82",1
"e99f060c",4
"2d6a57f0",3
"5e38f385",3
"d4f9db70",3
"7acf3c35",3
"31582aff",3
"d87bf355",3
"fbae0650",3
"38802f12",3
"4885061a",1
"709832c5",3
"f1d44f94",3
"2576d981",1
"babc89d7",1
"f06e6439",1
"b68c3b48",1
"2dbacb3c",4
"f80b835d",2
"e31c58d4",3
"c309a8ba",3
"5a8e2db5",3
"4e5d3859",3
"5202c5c6",3
"9109f1b5",3
"acbc9760",3
"d9834290",2
"57caeab4",3
"f0a4e4b0",3
"693e5737",4
"0e532395",2
"8c4df3aa",0
"4c307358",1
"56eeab80",3
"5944b03b",3
"bd8d6b7c",3
"a45d84cb",3
"f5cc4f74",3
"632357f2",2
"7bbd50e4",3
"2164531a",3
"257c82cd",1
"18f28620",3
"d470af1c",3
"7bfe15d9",3
"8c0b2695",3
"fef16fc1",0
"935f7b4f",3
"f6e242df",3
"544b6605",3
"b535602a",3
"6ce55c40",1
"a3c991fc",3
"e6830d10",3
"aeca54fc",1
"9ba739b6",1
"e10270d8",1
"a009d898",3
"58f31635",3
"d3c13504",3
"5431af53",3
"cca96282",3
"a4166af0",3
"083426cc",1
"379473e5",0
"55023bb9",2
"af8255b7",2
"1fd053d3",1
"bac869d5",1
"e306a2ed",3
"da698438",3
"8df475d8",3
"d16934ff",1
"9075fe8b",3
"58fc87a9",3
"ee25b931",1
"ab3639ee",3
"4257147e",3
"57e093f9",3
"503a5398",3
"7f254657",3
"3c2916ae",1
"c48d420c",1
"b75f3d6d",1
"8711b82b",3
"9278d021",1
"80017008",1
"961f965a",3
"d95fc5de",3
"47af3d59",2
"02f82b20",3
"c6be7aa3",3
"e7f04879",3
"3543d9a8",3
"f4119b78",3
"bcec4a4e",0
"a348e31e",1
"24bdf2d1",3
"8d9a6bf8",1
"28f48f70",3
"38db2ba0",1
"d57b629c",3
"cf412393",1
"9e575788",2
"0a68d4b5",3
"9bd26113",3
"02648ca1",3
"fcead3d1",1
"071dabb9",0
"30e89758",3
"91960583",3
"c16168fa",3
"2cd8eee2",1
"3e7085c4",3
"896befea",1
"b462c229",3
"5e7662c6",3
"7189215c",3
"a53f0811",3
"5ab0b915",2
"9b023eb9",1
"818d9caf",3
"419850c8",3
"62099196",3
"ecd7628c",3
"89c501c6",3
"74d3e32e",3
"3d1eb8f6",1
"3e06738d",2
"d69cc16c",3
"d15bd363",1
"77278780",3
"6ea9705b",3
"a9338f98",3
"66d98f95",3
"910320d8",3
"41d02c4b",3
"c943c384",3
"db93843d",0
"e3388c07",3
"abb4a7fd",3
"01f061eb",1
"91a16aa9",3
"16b23507",3
"12ce4507",3
"22cf53d1",3
"0b13e026",3
"5314a7ea",2
"e7e84495",1
"21234229",3
"d129951e",0
"c1f513fb",3
"145786f1",4
"ceb3bcd3",1
"72634642",1
"0ff3418a",3
"492390da",3
"e65ef53a",1
"cd5c3faf",3
"50517078",3
"d5f2f324",3
"9506c7d7",3
"94118235",2
"08176776",3
"bc55a91d",3
"5953dd5f",1
"b5da6bc8",1
"f7aa7716",3
"5558396d",4
"63f92293",3
"0089421c",3
"4aa1fbe9",4
"aa8a4cdc",3
"aad1ac37",3
"d719953e",3
"7d876077",4
"60bbb8bb",3
"00d4b0c1",3
"b4d8893b",3
"318a5b99",2
"d76ff6ff",2
"f47d4cac",3
"aa2a2b2e",3
"6829ae69",0
"1b6cc3e9",2
"cdb7b5da",0
"30afb772",1
"dafba226",2
"2a4414aa",3
"52a7f17d",3
"d9a6e866",2
"d84aed6b",4
"4ed8b7d7",3
"14330083",3
"7690fa60",0
"0b8e54ed",0
"b23a4616",3
"c1f1146c",2
"d57809dd",1
"07f42646",3
"36a5e013",3
"0042421c",3
"b0e58430",4
"20f458bd",1
"16a36d4c",3
"906bc46e",3
"7f52d62a",1
"33aa38c1",3
"879252da",3
"8998ed39",3
"8cd560f4",3
"d3eb95ae",3
"09996d10",3
"ffccd5a1",1
"a20c0b65",1
"86a85c39",3
"e8d0afcc",4
"f18153ed",4
"d01e5847",3
"8cad193e",3
"b4b4a936",3
"9b25a787",3
"d352efb4",3
"922cebc7",1
"abdf998f",3
"27781d13",3
"e00c48f6",3
"ba3c6116",3
"4dd8f00d",4
"b6b6a649",3
"1e625915",1
"8b702bda",1
"edda04ed",4
"9e8a0f4b",3
"2bb6dc92",3
"570bd1ae",3
"9b349207",4
"331114f6",1
"32013e2e",1
"d76e6359",3
"3575e80c",2
"86e5e80b",3
"84ce04c8",3
"5829d062",3
"fce63e6f",3
"9d743313",4
"16afcf2f",3
"81360adf",3
"7fc90617",1
"edbdffb9",3
"9bf968c5",1
"c53889cc",1
"23e4c99b",3
"434e8fb7",4
"a8c41901",1
"343618be",3
"6f4a18fd",3
"cd91b8db",3
"1dc18064",3
"b67c257c",3
"363c46eb",1
"01e5ebc1",0
"fa43334b",3
"ef72eb55",3
"0ada2f89",1
"0c94810b",3
"df8d8f02",3
"2d23a1a0",1
"203297ab",3
"7e308fb8",2
"1b1d6b6a",1
"596123e2",1
"7bc62511",3
"cb642565",3
"afad18b8",4
"9110ace5",3
"238f0b4f",2
"aa9cbebf",3
"e574083e",3
"3f3329ca",3
"af4b0800",1
"94a9e898",1
"15de4f10",3
"237bbfba",3
"610c9e3a",3
"ae1a6995",3
"50867f11",2
"958d644a",3
"a4294d41",2
"27c2aa9a",0
"fc5202fc",3
"d7db5e6b",1
"edad7652",1
"8b0f3a1e",3
"fc5684ab",3
"32145a5e",3
"773a39e7",3
"e3be5689",1
"82c2b608",3
"d916e180",3
"ace40a3d",3
"08e0974b",3
"e5396b15",3
"3eabc95d",4
"226c90cc",3
"ce83d00a",1
"26569274",3
"0e01b083",1
"777a2446",3
"c5704971",3
"95d7a954",0
"23214ef1",1
"d114680d",3
"55a9fa00",1
"a61f26d6",1
"772c3e6e",1
"ee419bf4",3
"c3580c98",3
"2e1eed84",3
"30ec9daf",3
"6c67de3e",1
"27e2e479",2
"3d4626d4",3
"cd393c0c",3
"f83ed296",0
"a8afb75a",2
"c6df0c7d",3
"49ef33e2",3
"3784d55b",3
"fb5d711b",3
"e4c24fbf",3
"8af335dd",3
"eb346dd8",4
"a734485c",3
"3f5e46d1",3
"36ee0c38",1
"631bde14",1
"661bd807",3
"5005d627",0
"75350cef",1
"185b5b21",3
"45dada58",4
"550911e5",2
"fd364f1b",2
"064ec6ea",3
"971d830f",1
"3bc82a4d",1
"a4e58df9",3
"492dcc85",1
"b7e13331",0
"4dd513b3",1
"7d324b6f",3
"47462840",3
"21109da4",3
"6bcd7b94",1
"0a28dd5e",1
"1b17b334",3
"a7d3fad6",3
"faffafe4",3
"74eb2f22",3
"5234811d",3
"123fde23",4
"cf2774de",3
"6ded53dd",3
"4a3c083d",4
"59cf5833",3
"e4de65eb",3
"9d28e28e",3
"86742710",3
"978cc6e2",4
"250ab93b",3
"709473a3",3
"aad91678",0
"104ea584",3
"bc76530b",3
"923a2446",1
"e2cebff1",3
"cb7f45c4",3
"2b825d10",1
"fb969ef4",1
"55c0de86",3
"d37d3b18",3
"36c3a50c",4
"00546f4c",1
"dc8113b0",3
"980f4d2f",3
"d85f2fca",3
"bb3d05b4",3
"d9777589",3
"e93eb16c",1
"e48c30f7",0
"2acfd822",3
"7c61b08f",3
"9922cdab",1
"6333a9ac",2
"c9ffb00a",3
"8d0b2634",1
"f32b7c25",3
"e721ec0a",3
"c45274db",3
"c9ec2e2b",1
"2186af71",3
"9dd6dd91",3
"eaea7690",3
"61fdc00d",1
"2f182e09",1
"7636d068",3
"56c71f5e",3
"aecd5fc5",1
"35b6e730",3
"09ee02c4",3
"2e23b948",3
"ae548c1b",3
"08e643c3",3
"355dc7eb",3
"f55d8566",2
"1ad9e122",3
"16629059",2
"a7ec9a80",3
"51260be1",1
"4c6dde83",2
"06dcde6c",3
"a4665055",2
"042daf42",1
"900525b9",4
"951f4568",3
"fb17aed5",1
"a6b5d831",1
"ecc3fb0a",3
"5cb1fbc3",3
"e128aa93",3
"1dce369b",4
"874aa391",2
"75fa689d",3
"91b67554",2
"318ef170",3
"27e8c324",3
"b4676d81",3
"f261a3e1",3
"51be5ef8",3
"a7317380",3
"84a1d1da",4
"fda773f4",4
"04e667e4",3
"bbce2ba4",3
"02103564",3
"3e4abdcf",0
"db05a010",2
"6248e8ff",3
"f6c1c6f6",3
"e1c9bc0a",1
"abe82559",3
"2bc7aee0",1
"70ff8f1d",0
"550add46",3
"0bd61a21",3
"2d8bb55b",2
"3fdf5ed5",3
"1ee47671",3
"b2542ed6",2
"d24b178a",3
"f1e30224",3
"9f85f3bf",3
"2a6fc271",3
"401c4f56",3
"10c7c108",3
"9280ba0d",3
"9ba5a9cd",3
"dd792212",2
"dd83b0fc",1
"68818b83",3
"32917d66",3
"da3938df",3
"9db05848",3
"3cf9adf8",3
"ee350e72",1
"3539ac45",3
"8f354833",3
"663a6611",1
"3880ef02",2
"24f79fca",3
"82e0dc5c",0
"51987869",3
"b7c6bb59",3
"f6a026c8",3
"f2271d58",1
"454b5dcc",3
"1c0d8a13",3
"24bef9e2",1
"e0295a60",3
"867a652f",2
"5c080b93",1
"776d9df5",3
"8694d7d8",3
"9fd5e7e9",1
"9998e1f3",1
"519e0d4b",3
"29f6b6be",1
"3d316775",3
"e281117a",3
"1a408d93",0
"905b34fe",3
"297a919e",3
"d2a6f314",3
"99539f29",1
"6bcc8b50",3
"5380ef50",2
"bc89a68e",3
"bb8e0d64",1
"2ee6f9e2",0
"5b654d30",3
"cd5e6f10",3
"06d54c8f",1
"67f726e6",3
"3e63740e",3
"8291e8a2",1
"3360335b",3
"2a044f2b",4
"0d3ed0d0",4
"7684e938",3
"61e103af",3
"5bff903a",3
"e785b7fd",2
"3b2a6b05",1
"281194a9",3
"ce580ee2",0
"5c255b7f",3
"cd0ce585",1
"6ad157e6",3
"6d0d5fcd",1
"e4bc3962",3
"7ca523b9",2
"c68d5e50",2
"ffe066cc",3
"6f1ce753",3
"06e55267",3
"6f34cf58",3
"40019b5e",1
"63885214",3
"4e05b674",4
"226af79d",1
"babfb62e",3
"3e28f024",2
"1efb2973",1
"ec518006",1
"9597296c",3
"7124ca95",1
"e517f637",3
"422944ec",2
"d67688d9",1
"f05166b8",3
"33cd50e3",3
"94a17a0d",0
"690d9746",3
"d08d505e",1
"73f7ee87",3
"2a8f9b4e",3
"58798ed4",3
"786763b7",3
"37e86b72",1
"799e1961",2
"34cb3377",4
"cf33b4b1",3
"7db25c35",3
"763a8c0f",3
"f6107b81",3
"834aefeb",3
"27ac0a6c",1
"5ce72cef",3
"3f766335",2
"59793562",3
"d5f98d7b",3
"05b22e4c",3
"26a8d105",1
"047eaf93",3
"3f722ffd",3
"717cabb5",3
"f63686c5",0
"2b0ed165",1
"b0623ccf",3
"c34ef055",3
"53c81d66",3
"92d8aa8c",3
"fdc1e44b",3
"2705b203",1
"cfe6c7e9",1
"e4c7daaf",3
"a5ed5328",0
"b3e9268f",3
"ddea4fe3",4
"262ed280",3
"af579007",2
"4ffeb0f3",3
"19bed1d7",3
"65e5de0e",3
"c7a1c8e5",3
"b5cb62b5",3
"7f893ef7",1
"81eab68d",3
"1078f63c",3
"c514673d",3
"78ceb74a",3
"cf8bd565",1
"9f98e0ea",3
"917e7f21",1
"b76301a6",3
"6d8ca99d",3
"a30b65a7",3
"459a47fb",1
"de6eee97",3
"e45e8219",1
"84dcfeda",3
"1cef00ea",1
"84b0dd55",1
"31b4df84",1
"cf603406",4
"9a7a8453",3
"504b151d",2
"92f0b630",1
"127b811f",2
"10d25ff5",4
"54221b45",3
"ab7ff968",3
"b8946fe0",3
"5ef431f8",1
"ee6aecb8",4
"b79aa5f1",3
"47885406",3
"c85585a5",1
"dbeac5b7",3
"0cf3d987",2
"3ffb6cf0",3
"456a2be7",3
"df7c4b8f",3
"2ac9aa74",3
"e8556913",3
"99f42185",1
"4a2db3b8",1
"15371e31",1
"c8706d34",3
"0d0cfd55",3
"28f3dd1c",3
"1a260aa4",3
"6dc0612d",3
"d635400f",1
"117f259d",2
"5ed6251c",1
"cd2a1517",3
"230261e8",3
"18285904",1
"d34adc28",4
"f2184a35",3
"9c860505",3
"babfa00c",2
"c8945f55",0
"5e308856",1
"fcfe092b",3
"723bf1bd",3
"542d3678",3
"68a50e87",4
"12885efc",3
"713a61a9",3
"4f2fbde3",3
"87601345",1
"ce381f32",3
"10b78449",3
"be62ad6d",1
"e8f8183f",3
"2affe4a3",1
"569d72b0",3
"6d0f7cf6",3
"67cf3251",3
"3e55c694",1
"5429a056",3
"26c8a3be",3
"417371e5",3
"16f28923",3
"062591e3",3
"9d95a278",1
"fc31e8f5",3
"8bb8f06d",2
"ed4ac974",3
"3cd1bf1d",3
"e0c66812",3
"89fbd82a",1
"ef37840b",3
"22e7bb67",3
"7c9efbef",0
"2351c6a0",3
"7de3126a",3
"a4b6d276",2
"93884676",1
"9bf6dce3",3
"2c071e5d",2
"8db52e33",3
"0022965d",3
"cd044046",1
"5c9c3a94",3
"f359fcf4",3
"2ba76bb2",1
"5a8a81fe",3
"4e0e2c84",3
"4bcb2da1",4
"8dc63b54",1
"cf7ef81e",3
"4bad2eab",3
"aeee1103",0
"c4b1fb44",1
"7b6addc0",3
"dbbd40d8",3
"99619bec",3
"fc491d7b",3
"e5632f59",2
"e35a7cd5",1
"4f0ac7be",3
"9c5428bc",3
"ad59494a",1
"3e3fd931",3
"10fff09e",3
"67dc5d6a",3
"67f66a20",1
"ca098197",3
"d55646a4",3
"df7e9674",2
"28428c64",3
"828668d2",3
"671bfa7c",3
"d1e06c02",3
"fef96ffe",3
"5ea0c1b7",1
"e3d20ee5",1
"530913b8",3
"ad646fee",4
"5d79fda3",3
"9bcccabe",3
