,person,has_converted_before,most_viewed_sku,most_viewed_color_Preto,most_viewed_color_Branco,most_viewed_color_Dourado,region_brasil_Sao Paulo,region_brasil_Unknown,region_brasil_Minas Gerais
14356,0522a4fa,0.0,7966.0,1,0,0,0,1,0
14357,4abe574f,0.0,2892.0,1,0,0,0,1,0
14358,a7ee80bb,0.0,6011.0,1,0,0,0,0,1
14359,d77688e1,0.0,3373.0,0,0,0,0,1,0
14360,f10142cc,0.0,10296.0,0,0,1,1,0,0
14361,77f55b26,0.0,8441.0,1,0,0,0,0,0
14362,c872edf7,0.0,10840.0,0,1,0,0,0,1
14363,e1dc2fde,0.0,465.0,1,0,0,0,1,0
14364,f77321e6,0.0,8469.0,0,0,0,1,0,0
14365,50e614cb,0.0,12774.0,1,0,0,1,0,0
14366,41131be5,0.0,8441.0,1,0,0,0,0,0
14367,dd8e0ec4,0.0,1341.0,0,0,1,1,0,0
14368,20ee1c83,0.0,10408.0,0,0,1,0,0,0
14369,80d75083,0.0,3635.0,0,0,0,0,1,0
14370,56964777,0.0,9286.0,0,0,1,1,0,0
14371,f74a94a0,0.0,3648.0,0,1,0,0,1,0
14372,aad46fa5,0.0,6370.0,0,0,1,0,0,0
14373,656a510c,0.0,15805.0,0,0,0,1,0,0
14374,3e1bd354,0.0,9288.0,1,0,0,0,0,1
14375,b7d2f6cf,0.0,12522.0,0,0,0,0,0,0
14376,279c4d7a,0.0,8541.0,0,0,1,0,1,0
14377,03fb9fde,0.0,7672.0,0,1,0,0,1,0
14378,defb446f,0.0,6874.0,0,0,0,0,0,0
14379,40c92432,0.0,2778.0,0,1,0,0,0,0
14380,d72d80b3,0.0,10938.0,1,0,0,0,0,1
14381,ed458f25,0.0,290.0,0,0,1,0,0,0
14382,80b09d78,0.0,13418.0,0,0,0,0,0,0
14383,da968098,0.0,6412.0,0,0,1,0,0,0
14384,28e3667d,0.0,6888.0,0,0,0,1,0,0
14385,9af05238,0.0,8204.0,0,0,0,0,0,1
14386,c713a52f,0.0,8483.0,0,0,1,0,0,0
14387,60efdb8a,0.0,1317.0,0,0,1,0,1,0
14388,0d329833,0.0,6371.0,0,0,1,0,1,0
14389,951fd180,0.0,12760.0,1,0,0,0,0,0
14390,46bd4d48,0.0,2836.0,0,0,0,0,1,0
14391,28d5cb33,0.0,725.0,1,0,0,0,0,0
14392,7ed416d2,0.0,2839.0,0,0,0,1,0,0
14393,8e208be0,0.0,10322.0,0,0,0,0,0,0
14394,9c379feb,0.0,6649.0,0,1,0,0,0,0
14395,bc850ce9,0.0,8203.0,0,0,1,0,0,0
14396,092e593f,0.0,10142.0,0,0,0,0,1,0
14397,28c25c82,0.0,6371.0,0,1,0,0,1,0
14398,ab76c6e8,0.0,1334.0,0,0,0,0,0,0
14399,be883ae7,0.0,12270.0,1,0,0,1,0,0
14400,b30de517,0.0,3109.0,1,0,0,1,0,0
14401,e1690a8e,0.0,6371.0,0,0,1,0,1,0
14402,6a46a03e,0.0,2839.0,0,0,0,0,0,0
14403,849a1cb2,0.0,1326.0,1,0,0,0,0,0
14404,7ed71ab8,0.0,9454.0,1,0,0,0,0,0
14405,8b07d2c0,0.0,5907.0,0,0,0,1,0,0
14406,cd9a719b,0.0,3300.0,0,0,1,0,0,0
14407,d003799b,0.0,7713.0,1,0,0,1,0,0
14408,55812547,0.0,9510.0,0,1,0,0,1,0
14409,e27ac4b8,0.0,7099.0,0,0,0,0,0,0
14410,f1333e79,0.0,12744.0,1,0,0,0,0,0
14411,61f036ae,0.0,6845.0,0,0,1,0,0,0
14412,ce30b977,0.0,8555.0,1,0,0,0,0,0
14413,4c2000d4,0.0,6001.0,0,0,0,0,0,0
14414,140d5be2,0.0,8397.0,1,0,0,0,1,0
14415,448bb3e8,0.0,312.0,0,0,0,0,1,0
14416,620bc766,0.0,9454.0,0,0,1,0,0,0
14417,cd6da2a2,0.0,6253.0,0,0,0,1,0,0
14418,007a0564,0.0,6002.0,0,0,1,0,1,0
14419,ad365b1c,0.0,6385.0,0,1,0,0,1,0
14420,7952b29a,0.0,7631.0,1,0,0,0,1,0
14421,0ad0cd8a,0.0,2833.0,0,0,0,0,0,1
14422,74e245bd,0.0,8513.0,0,0,1,0,1,0
14423,18bbc35a,0.0,2770.0,1,0,0,0,1,0
14424,86682863,0.0,1317.0,0,0,1,1,0,0
14425,3f58492e,0.0,2833.0,0,0,0,0,1,0
14426,8b7294ca,0.0,10155.0,0,0,0,1,0,0
14427,966db5ac,0.0,9301.0,1,0,0,0,1,0
14428,e16e61a2,0.0,10114.0,0,1,0,1,0,0
14429,67a459fd,0.0,9902.0,0,0,0,1,0,0
14430,5f3e3e7f,0.0,8980.0,0,0,0,1,0,0
14431,85eecdaf,0.0,3359.0,1,0,0,1,0,0
14432,47c33c75,0.0,3649.0,1,0,0,0,0,0
14433,c25b43ed,0.0,12744.0,0,0,0,0,0,0
14434,c0d80a6e,0.0,12464.0,0,1,0,0,0,0
14435,5c2cde66,0.0,10896.0,0,0,1,0,0,0
14436,71b7d888,0.0,8980.0,0,0,0,0,0,0
14437,95d124e1,0.0,10505.0,0,0,0,1,0,0
14438,474b5a0f,0.0,6845.0,0,0,1,0,1,0
14439,6d1457e5,0.0,7027.0,0,0,0,1,0,0
14440,f5ac7c5d,0.0,2680.0,0,1,0,0,0,0
14441,5ff52520,0.0,5907.0,0,0,0,0,0,0
14442,33839cbd,0.0,9972.0,1,0,0,1,0,0
14443,5ae973e8,0.0,1318.0,0,0,1,1,0,0
14444,ec84f547,0.0,1318.0,0,0,1,0,1,0
14445,aa3c89e6,0.0,8498.0,0,0,0,0,0,0
14446,8e3aa145,0.0,10350.0,1,0,0,0,1,0
14447,8f83c7eb,0.0,1357.0,0,0,0,0,0,0
14448,a80267a9,0.0,2829.0,0,0,1,0,0,0
14449,bb8c2156,0.0,10364.0,0,1,0,0,0,0
14450,6f5484aa,0.0,3347.0,0,1,0,0,0,0
14451,800b3a97,0.0,7168.0,1,0,0,0,0,0
14452,68d9ea25,0.0,2777.0,1,0,0,1,0,0
14453,2350c5db,0.0,12802.0,1,0,0,0,0,0
14454,9d5f96c5,0.0,6846.0,0,0,1,1,0,0
14455,1565bdb6,0.0,9974.0,0,0,1,0,0,1
14456,8471393e,0.0,2833.0,0,0,0,1,0,0
14457,5783fe03,0.0,725.0,1,0,0,1,0,0
14458,52629dcf,0.0,7617.0,0,1,0,1,0,0
14459,59cfa909,0.0,0.0,0,0,0,0,0,1
14460,9fa9f960,0.0,9988.0,0,0,1,1,0,0
14461,34c40b8e,0.0,2839.0,0,0,0,0,0,0
14462,df0b18eb,0.0,1301.0,0,0,0,0,1,0
14463,eb23f328,0.0,13178.0,1,0,0,0,0,0
14464,9fb9686d,0.0,2830.0,0,0,0,0,0,0
14465,4a750348,0.0,8513.0,1,0,0,1,0,0
14466,5f9635f5,0.0,8485.0,0,0,1,0,1,0
14467,55f7b749,0.0,3287.0,0,0,0,0,0,0
14468,a1f45e86,0.0,10084.0,0,0,0,1,0,0
14469,84d19a2f,0.0,6901.0,0,0,1,1,0,0
14470,0127932b,0.0,7337.0,0,0,1,0,1,0
14471,8e4fb1ad,0.0,8525.0,0,0,0,1,0,0
14472,fa4e8f2b,0.0,5907.0,0,0,0,0,0,0
14473,988eb96f,0.0,6581.0,0,0,0,0,0,0
14474,cdced47d,0.0,506.0,1,0,0,0,1,0
14475,c9a42db4,0.0,12381.0,0,0,0,0,0,1
14476,048e6ef0,0.0,1406.0,0,0,0,0,0,0
14477,99223b16,0.0,220.0,0,1,0,0,0,0
14478,a3a7201e,0.0,12759.0,1,0,0,1,0,0
14479,84e1cd5e,0.0,15368.0,0,0,1,0,1,0
14480,2c4de8c5,0.0,7337.0,0,0,1,1,0,0
14481,353407e0,0.0,10896.0,0,0,1,0,0,0
14482,5c421ff1,0.0,7393.0,0,0,1,0,0,0
14483,4e27a097,0.0,6888.0,0,0,0,1,0,0
14484,9b14f19e,0.0,1318.0,0,0,0,0,0,0
14485,151e83f1,0.0,11667.0,1,0,0,0,1,0
14486,6f281195,0.0,2710.0,0,1,0,0,0,0
14487,9e4c40e8,0.0,8511.0,0,0,0,0,0,1
14488,fd4cbd12,0.0,4571.0,1,0,0,1,0,0
14489,be61d442,0.0,2683.0,0,0,0,0,0,1
14490,fe40cbd5,0.0,8541.0,0,0,1,0,0,0
14491,7012b2ab,0.0,12520.0,0,0,0,0,0,0
14492,a69299ac,0.0,6929.0,0,0,0,0,1,0
14493,acb28592,0.0,8511.0,1,0,0,1,0,0
14494,6531685b,0.0,9442.0,1,0,0,1,0,0
14495,57085274,0.0,12436.0,0,1,0,0,0,0
14496,e4b19021,0.0,11920.0,0,0,0,0,0,0
14497,24b0c188,0.0,6650.0,0,1,0,0,1,0
14498,b109dc3e,0.0,8396.0,1,0,0,0,0,0
14499,8df8b906,0.0,1333.0,0,0,0,0,0,0
14500,af0d0ca3,0.0,8611.0,1,0,0,0,0,0
14501,55d4701a,0.0,10323.0,0,0,0,0,0,0
14502,9403909c,0.0,6903.0,0,0,1,0,0,0
14503,6872a391,0.0,2939.0,1,0,0,0,0,0
14504,e42b0f37,0.0,2751.0,0,0,1,0,0,0
14505,5273a8fc,0.0,4559.0,0,1,0,0,0,0
14506,4feb9510,0.0,1301.0,0,0,0,0,0,0
14507,fd2f0c0e,0.0,8414.0,0,0,1,0,0,0
14508,d88baa6f,0.0,5907.0,1,0,0,1,0,0
14509,e8d050a7,0.0,10322.0,0,0,0,0,0,0
14510,aff2b88c,0.0,6875.0,0,0,1,0,0,0
14511,cc3248b2,0.0,10350.0,1,0,0,0,0,0
14512,0616d0f3,0.0,8525.0,1,0,0,0,0,1
14513,30519e4f,0.0,290.0,0,0,1,1,0,0
14514,a08b7aa1,0.0,6832.0,0,0,0,0,0,0
14515,90a175dd,0.0,3647.0,0,1,0,0,0,0
14516,0a392a70,0.0,6355.0,1,0,0,1,0,0
14517,618504d9,0.0,12534.0,1,0,0,1,0,0
14518,cf5064b5,0.0,3635.0,0,1,0,0,1,0
14519,e3eefba3,0.0,10294.0,0,0,0,0,0,0
14520,0ed38361,0.0,1341.0,0,0,1,0,0,0
14521,7fd3c1bd,0.0,4559.0,0,1,0,0,0,0
14522,f41e4a1b,0.0,6887.0,0,0,1,0,1,0
14523,a11c0874,0.0,3275.0,0,1,0,0,0,0
14524,b37413a5,0.0,277.0,0,0,1,0,0,0
14525,09a458c9,0.0,15805.0,0,0,0,1,0,0
14526,d42ee3a5,0.0,325.0,1,0,0,0,0,0
14527,93015951,0.0,15744.0,1,0,0,0,0,0
14528,7e20752b,0.0,6902.0,0,0,1,1,0,0
14529,761ba7bd,0.0,7966.0,1,0,0,1,0,0
14530,29e5a6a3,0.0,2831.0,0,0,1,0,0,0
14531,8f3ee247,0.0,3347.0,0,1,0,1,0,0
14532,47f028b2,0.0,2750.0,0,0,0,0,0,0
14533,d264813a,0.0,6356.0,1,0,0,0,0,0
14534,16ff970c,0.0,466.0,1,0,0,0,0,0
14535,1998d1d8,0.0,5920.0,0,0,0,0,0,0
14536,90ab4ff1,0.0,5907.0,0,1,0,0,1,0
14537,0c13d6b0,0.0,8205.0,0,0,0,1,0,0
14538,497d1e47,0.0,7658.0,1,0,0,0,1,0
14539,a4d52c10,0.0,8189.0,0,0,0,0,1,0
14540,aa39e7fb,0.0,12730.0,1,0,0,0,0,1
14541,9656ef50,0.0,11892.0,0,0,0,0,1,0
14542,bbfce1eb,0.0,8203.0,0,0,0,0,0,1
14543,a238c562,0.0,10338.0,0,0,0,0,0,0
14544,ecb95f36,0.0,9286.0,0,0,1,0,0,0
14545,a8a084ec,0.0,9286.0,0,0,1,0,0,0
14546,067d0506,0.0,1341.0,0,0,1,1,0,0
14547,fedbc720,0.0,9510.0,0,1,0,0,0,0
14548,9c0c2956,0.0,325.0,0,0,0,0,0,0
14549,ff13e7eb,0.0,9146.0,1,0,0,1,0,0
14550,78202751,0.0,10142.0,0,0,0,0,0,1
14551,2a3c2791,0.0,10812.0,0,0,1,0,1,0
14552,f6fb4f7e,0.0,3299.0,1,0,0,0,0,0
14553,3f111e4a,0.0,6581.0,0,0,0,1,0,0
14554,d8cd989e,0.0,333.0,0,0,1,0,1,0
14555,24f7cd56,0.0,2833.0,0,0,0,1,0,0
14556,e6854042,0.0,2837.0,0,0,1,1,0,0
14557,4d475362,0.0,6580.0,0,0,0,0,0,0
14558,d57dc31e,0.0,4441.0,0,0,0,0,0,0
14559,4347090e,0.0,6253.0,0,0,0,0,0,0
14560,5dbc5bfd,0.0,12450.0,1,0,0,0,1,0
14561,330a3afa,0.0,5907.0,0,0,0,0,0,0
14562,837039f4,0.0,7239.0,1,0,0,0,1,0
14563,b47abaa2,0.0,12730.0,0,0,0,1,0,0
14564,e9938ec7,0.0,8539.0,0,0,1,1,0,0
14565,e1cccea3,0.0,3635.0,0,0,0,0,0,0
14566,3f81c96a,0.0,2699.0,1,0,0,0,0,0
14567,34b3d91f,0.0,6011.0,0,0,0,1,0,0
14568,3221f2ac,0.0,3360.0,1,0,0,0,0,0
14569,e38a0153,0.0,8395.0,1,0,0,1,0,0
14570,f5506d70,0.0,10954.0,0,0,1,1,0,0
14571,c26cc685,0.0,8471.0,0,0,0,0,0,0
14572,5e79c2ac,0.0,9414.0,0,0,1,0,1,0
14573,19c5639a,0.0,10420.0,1,0,0,1,0,0
14574,89cf95ad,0.0,3648.0,0,1,0,1,0,0
14575,bc1b7082,0.0,10408.0,0,0,0,0,0,0
14576,43739307,0.0,9232.0,0,0,1,0,0,0
14577,94bcf656,0.0,10002.0,0,0,1,0,0,0
14578,2725974b,0.0,9272.0,1,0,0,1,0,0
14579,58e096c1,0.0,9274.0,0,0,1,0,0,0
14580,afdd3eac,0.0,276.0,0,0,0,0,0,0
14581,137a2e6d,0.0,10420.0,0,0,1,0,1,0
14582,b238c8c6,0.0,2829.0,0,0,0,0,0,0
14583,6421619d,0.0,6889.0,0,0,0,0,0,0
14584,d453a08b,0.0,3167.0,1,0,0,0,0,0
14585,4b292140,0.0,12774.0,1,0,0,0,1,0
14586,b4ad5030,0.0,3289.0,0,0,0,0,0,0
14587,ec3f423f,0.0,6371.0,0,0,1,0,0,0
14588,bc0e07e8,0.0,12534.0,1,0,0,0,1,0
14589,36d3b07d,0.0,10337.0,0,0,0,0,0,0
14590,7115a88f,0.0,6845.0,0,0,1,1,0,0
14591,bc976a5f,0.0,9412.0,0,0,1,0,0,0
14592,19340fc3,0.0,10155.0,0,0,0,0,1,0
14593,9bd88017,0.0,12800.0,0,0,0,0,0,1
14594,abc8a440,0.0,3347.0,1,0,0,1,0,0
14595,40bab7af,0.0,2710.0,0,1,0,0,0,0
14596,ba10d1b3,0.0,1301.0,0,0,0,0,0,0
14597,10b92a6c,0.0,6846.0,0,0,1,0,0,0
14598,cb0e1f46,0.0,10407.0,1,0,0,1,0,0
14599,f2471134,0.0,12788.0,1,0,0,0,0,0
14600,2a1aa3d3,0.0,11738.0,1,0,0,0,1,0
14601,fafe70e1,0.0,7055.0,0,0,0,1,0,0
14602,442d6dfd,0.0,9230.0,0,0,0,1,0,0
14603,5ea56646,0.0,1381.0,0,0,0,0,0,0
14604,bec89603,0.0,5015.0,0,0,0,0,0,0
14605,e5a815dc,0.0,6873.0,0,0,0,0,0,1
14606,59e26c94,0.0,9286.0,0,0,1,0,0,0
14607,32f139e3,0.0,6580.0,0,0,0,1,0,0
14608,dfdb14e3,0.0,2682.0,0,1,0,0,0,0
14609,60c09b7b,0.0,12506.0,0,0,0,0,0,0
14610,7105e2c0,0.0,6929.0,0,0,1,1,0,0
14611,30145212,0.0,12786.0,0,0,0,0,0,0
14612,75099367,0.0,15850.0,0,0,0,0,1,0
14613,f9fa24c5,0.0,7714.0,1,0,0,0,0,0
14614,1e3af775,0.0,12534.0,0,0,0,1,0,0
14615,8afb7c9b,0.0,8259.0,0,0,0,1,0,0
14616,ef410430,0.0,8205.0,0,0,0,0,0,0
14617,1278cdde,0.0,9286.0,0,0,1,1,0,0
14618,baa23686,0.0,12564.0,1,0,0,1,0,0
14619,47131054,0.0,11472.0,1,0,0,0,1,0
14620,58edf99a,0.0,6371.0,0,0,1,0,0,0
14621,360feb42,0.0,2699.0,0,0,1,0,0,0
14622,8ba12c25,0.0,12772.0,1,0,0,1,0,0
14623,8de8e4ae,0.0,2830.0,0,0,0,0,0,0
14624,8844c4e8,0.0,8965.0,0,0,0,1,0,0
14625,1375eece,0.0,8441.0,1,0,0,1,0,0
14626,7f4dd6d3,0.0,8396.0,1,0,0,1,0,0
14627,ddb90b59,0.0,6253.0,0,0,0,0,0,0
14628,1743b781,0.0,2830.0,0,0,0,1,0,0
14629,9081b352,0.0,9272.0,1,0,0,0,0,0
14630,5aa35ce6,0.0,5015.0,0,0,0,0,0,1
14631,c4c0ba7a,0.0,9944.0,0,0,0,0,0,0
14632,5f785f78,0.0,424.0,1,0,0,1,0,0
14633,2300ac5e,0.0,3635.0,0,0,0,1,0,0
14634,9d0f8433,0.0,3359.0,1,0,0,1,0,0
14635,73c40041,0.0,8485.0,0,0,1,0,0,0
14636,d021a367,0.0,8950.0,0,0,1,0,0,0
14637,26416b32,0.0,7098.0,0,0,0,0,0,0
14638,9692be03,0.0,2929.0,1,0,0,1,0,0
14639,e49bbd38,0.0,2820.0,1,0,0,0,0,0
14640,bc03c1d6,0.0,9216.0,1,0,0,0,0,1
14641,06fba151,0.0,9944.0,0,0,0,0,0,0
14642,ac107c9c,0.0,12242.0,0,0,1,0,0,0
14643,73feb2de,0.0,6371.0,0,0,1,1,0,0
14644,29622269,0.0,10154.0,0,0,0,0,0,0
14645,dc9a4a21,0.0,10338.0,0,0,0,0,1,0
14646,c428423f,0.0,9426.0,0,0,0,0,0,0
14647,577eef47,0.0,3371.0,1,0,0,0,1,0
14648,f1ed016e,0.0,9286.0,0,0,1,0,0,0
14649,326c0ff5,0.0,7251.0,0,0,1,0,1,0
14650,40eb43ad,0.0,10154.0,0,0,0,0,0,1
14651,5d28fd4a,0.0,12772.0,1,0,0,0,0,1
14652,50ba1469,0.0,2718.0,0,1,0,0,1,0
14653,7231fd11,0.0,6413.0,0,0,1,0,0,0
14654,b6819bf4,0.0,7099.0,0,0,0,0,0,0
14655,84a230de,0.0,12520.0,0,0,0,0,0,0
14656,afb2cfff,0.0,6371.0,0,0,1,0,1,0
14657,fd235df9,0.0,12744.0,0,0,1,1,0,0
14658,0af76a43,0.0,9426.0,0,0,0,0,0,0
14659,2957ded6,0.0,5459.0,0,0,0,0,0,0
14660,76345085,0.0,2840.0,0,0,1,0,1,0
14661,b77dc26c,0.0,6001.0,0,0,0,0,1,0
14662,4e74b7dc,0.0,7141.0,0,0,1,1,0,0
14663,de3199cf,0.0,11414.0,0,0,1,0,0,0
14664,80735ed7,0.0,6343.0,0,1,0,0,0,0
14665,fc6b8c29,0.0,8471.0,0,0,0,0,0,0
14666,0b14fed7,0.0,2965.0,1,0,0,0,0,0
14667,82fe51c1,0.0,8191.0,0,0,0,0,1,0
14668,7b243191,0.0,15338.0,0,0,1,0,0,0
14669,c3bef7b6,0.0,333.0,0,0,1,0,1,0
14670,fcdcf2ee,0.0,12786.0,1,0,0,1,0,0
14671,8fe4a402,0.0,8175.0,0,0,1,0,0,0
14672,f2b1c78e,0.0,10940.0,1,0,0,0,1,0
14673,a33f1fba,0.0,7252.0,0,0,1,0,0,0
14674,14d48875,0.0,12618.0,1,0,0,0,0,1
14675,1d2a00df,0.0,6356.0,1,0,0,1,0,0
14676,b1df8cfc,0.0,332.0,0,0,1,1,0,0
14677,0c96249b,0.0,2741.0,0,0,0,0,1,0
14678,d5dc6517,0.0,9286.0,0,0,1,0,1,0
14679,8fc6d3da,0.0,8107.0,0,0,0,1,0,0
14680,2566c386,0.0,7966.0,1,0,0,0,0,0
14681,882b8091,0.0,0.0,0,0,0,1,0,0
14682,47b4c309,0.0,122.0,0,1,0,1,0,0
14683,1b999ac6,0.0,15338.0,0,0,1,0,0,0
14684,71d1e2d1,0.0,9274.0,1,0,0,0,0,0
14685,38952e5b,0.0,15338.0,0,0,1,0,1,0
14686,d1f866c9,0.0,6847.0,0,0,1,0,1,0
14687,1a3424c2,0.0,8205.0,0,0,0,0,0,0
14688,22a9673f,0.0,2750.0,0,0,0,0,1,0
14689,77396ad0,0.0,1334.0,0,0,0,0,0,0
14690,8d587c3a,0.0,8441.0,1,0,0,0,1,0
14691,8d32d86f,0.0,17199.0,0,0,0,0,0,0
14692,0edc1d54,0.0,8441.0,0,1,0,1,0,0
14693,003847fc,0.0,6412.0,0,0,1,0,0,1
14694,357276fd,0.0,8992.0,0,0,0,0,0,0
14695,f1a24512,0.0,17199.0,0,0,0,0,1,0
14696,e4f651b2,0.0,12382.0,0,0,0,1,0,0
14697,228de347,0.0,8569.0,1,0,0,1,0,0
14698,9250da22,0.0,325.0,0,0,0,0,1,0
14699,0f6642da,0.0,15535.0,0,0,0,1,0,0
14700,801d0570,0.0,480.0,0,0,0,1,0,0
14701,dc104c51,0.0,10155.0,0,0,0,0,0,0
14702,53744476,0.0,9216.0,1,0,0,0,0,0
14703,ef2e8b1e,0.0,9945.0,0,0,0,0,0,1
14704,145e8517,0.0,6343.0,0,1,0,0,1,0
14705,2e4a3dee,0.0,12520.0,1,0,0,0,0,1
14706,8fe593d7,0.0,2766.0,1,0,0,0,1,0
14707,cbf76c34,0.0,283.0,0,0,0,0,0,0
14708,620ff401,0.0,276.0,0,0,0,0,0,0
14709,335a5dc6,0.0,12549.0,0,0,0,1,0,0
14710,531c91f4,0.0,9273.0,1,0,0,1,0,0
14711,ed45f249,0.0,8247.0,0,0,0,1,0,0
14712,d27bbc1c,0.0,2821.0,0,0,0,0,0,0
14713,f63fb8c7,0.0,12758.0,0,0,0,0,0,1
14714,e16548bc,0.0,8526.0,0,0,0,0,0,0
14715,d713437f,0.0,3371.0,0,0,1,0,0,0
14716,8cf9cf29,0.0,5459.0,0,0,0,1,0,0
14717,a94c013d,0.0,12759.0,1,0,0,1,0,0
14718,8ded6b89,0.0,8541.0,0,0,1,0,1,0
14719,37623c49,0.0,6832.0,0,0,0,1,0,0
14720,fc69720b,0.0,12464.0,0,1,0,1,0,0
14721,37f32211,0.0,6651.0,0,1,0,0,0,0
14722,6c0d1e95,0.0,6371.0,1,0,0,0,0,0
14723,b73bd71f,0.0,7001.0,0,0,0,1,0,0
14724,cac589bf,0.0,3107.0,1,0,0,0,0,0
14725,8be5c182,0.0,2831.0,0,0,1,0,0,0
14726,c91ae64f,0.0,6413.0,0,0,1,1,0,0
14727,7fc7a72f,0.0,12758.0,1,0,0,0,0,0
14728,c35e0070,0.0,3275.0,0,1,0,0,0,0
14729,40adb1a1,0.0,10253.0,0,0,1,0,0,0
14730,8e759363,0.0,10869.0,1,0,0,1,0,0
14731,e22d0b00,0.0,2699.0,0,0,1,0,0,0
14732,95d80735,0.0,8470.0,0,0,1,1,0,0
14733,908ddf6e,0.0,9272.0,1,0,0,0,1,0
14734,0e64c235,0.0,12758.0,1,0,0,0,0,0
14735,abc6a8c9,0.0,1333.0,0,0,0,0,1,0
14736,bdf34d86,0.0,2833.0,0,0,0,0,0,0
14737,f8371ec1,0.0,10911.0,0,0,0,0,0,0
14738,599b9422,0.0,10338.0,0,0,0,1,0,0
14739,2ccf04cb,0.0,12758.0,1,0,0,1,0,0
14740,dedf10c3,0.0,12758.0,1,0,0,0,0,0
14741,da952676,0.0,6944.0,0,0,0,0,0,0
14742,d194cecf,0.0,2766.0,1,0,0,0,0,0
14743,d664a63f,0.0,8441.0,1,0,0,1,0,0
14744,e74bf95a,0.0,10953.0,1,0,0,1,0,0
14745,ed11d046,0.0,2831.0,0,0,1,0,0,0
14746,fb1db379,0.0,849.0,1,0,0,0,0,0
14747,c033b249,0.0,1382.0,0,0,0,1,0,0
14748,e4214ccd,0.0,6357.0,1,0,0,0,1,0
14749,4b9cae23,0.0,2829.0,0,0,0,1,0,0
14750,c251ec0a,0.0,6985.0,0,0,0,0,0,0
14751,a6f4bd02,0.0,9399.0,0,0,0,0,0,0
14752,a33db8bc,0.0,9988.0,0,0,1,1,0,0
14753,0b16e185,0.0,10898.0,0,0,1,1,0,0
14754,47fb3614,0.0,6328.0,0,0,1,1,0,0
14755,68a0b292,0.0,725.0,1,0,0,0,0,0
14756,1b169dc8,0.0,129.0,1,0,0,0,0,0
14757,04145809,0.0,1317.0,0,0,1,1,0,0
14758,aee5b46d,0.0,6411.0,0,0,1,0,0,0
14759,a746a910,0.0,3299.0,0,0,1,1,0,0
14760,94eb3e7f,0.0,2833.0,0,0,0,0,0,0
14761,9972a70c,0.0,3215.0,1,0,0,0,0,0
14762,428cb6d5,0.0,2692.0,0,0,0,1,0,0
14763,e2f87e0a,0.0,12254.0,0,1,0,0,0,0
14764,50f02fb8,0.0,7965.0,1,0,0,0,0,0
14765,68570c89,0.0,3167.0,1,0,0,1,0,0
14766,430cf148,0.0,7252.0,0,0,1,0,0,0
14767,a676ecbf,0.0,2832.0,0,0,0,0,0,0
14768,cde8fe36,0.0,8303.0,0,0,1,0,1,0
14769,cd96c63c,0.0,7713.0,1,0,0,0,0,0
14770,6d999d3b,0.0,8443.0,1,0,0,0,0,0
14771,998fc951,0.0,2831.0,0,0,1,0,0,0
14772,0a74a0e8,0.0,6357.0,1,0,0,0,0,0
14773,d7f48478,0.0,1310.0,0,0,0,0,0,0
14774,604652bc,0.0,10141.0,0,0,0,0,0,1
14775,fe719c03,0.0,8471.0,1,0,0,0,0,0
14776,e345b170,0.0,2702.0,1,0,0,0,0,0
14777,4b065662,0.0,8539.0,0,0,1,1,0,0
14778,e3e7568a,0.0,2682.0,0,1,0,0,0,1
14779,7cac778d,0.0,0.0,0,0,0,0,0,0
14780,830b5016,0.0,3359.0,0,0,1,0,0,0
14781,1d1f7944,0.0,6011.0,0,0,0,0,0,0
14782,2a1e346c,0.0,1341.0,0,0,1,0,1,0
14783,c97e0ecf,0.0,7323.0,1,0,0,0,0,0
14784,a775dcb0,0.0,1414.0,0,0,1,0,0,0
14785,8f22400e,0.0,9273.0,0,0,1,0,0,1
14786,e254c8e8,0.0,11709.0,1,0,0,0,0,0
14787,3260756b,0.0,3371.0,0,0,1,0,0,1
14788,005af223,0.0,10322.0,0,0,1,0,0,0
14789,edea8be5,0.0,1405.0,0,0,0,0,1,0
14790,2dd387a5,0.0,276.0,1,0,0,0,0,0
14791,d94af0a5,0.0,3371.0,0,0,1,0,1,0
14792,94a4b8dc,0.0,1381.0,0,0,1,0,1,0
14793,cbd0ae2d,0.0,12730.0,0,0,0,0,0,0
14794,a3e9b1bd,0.0,2831.0,0,0,1,1,0,0
14795,1e184e99,0.0,2834.0,0,0,1,0,0,0
14796,9cd53e6e,0.0,9286.0,0,0,1,0,0,0
14797,087e6c64,0.0,2830.0,0,0,0,0,1,0
14798,27ce3aca,0.0,9174.0,0,1,0,1,0,0
14799,a7fc44cd,0.0,7097.0,0,0,0,0,0,0
14800,7a2aac5e,0.0,2831.0,0,0,1,0,0,0
14801,1b02d6b2,0.0,6011.0,0,0,0,0,0,0
14802,f4552623,0.0,6790.0,1,0,0,1,0,0
14803,492b8470,0.0,6371.0,0,0,1,0,0,1
14804,7d34ee53,0.0,12536.0,0,0,0,0,1,0
14805,50eeb193,0.0,6847.0,0,0,1,0,0,0
14806,3e176141,0.0,4559.0,0,1,0,0,0,0
14807,410405c2,0.0,6958.0,0,0,0,0,0,0
14808,10649bed,0.0,2719.0,0,1,0,0,0,0
14809,b2fbe829,0.0,7252.0,0,0,1,0,0,1
14810,f3d289ca,0.0,10336.0,1,0,0,0,1,0
14811,f6eb7dac,0.0,7001.0,0,0,1,1,0,0
14812,b21b5e95,0.0,13418.0,0,0,0,0,1,0
