person,Frecuencia
9ad7142f,Nunca
9ad9744d,Nunca
9ada9104,Esporadico
9adb1fa6,Nunca
9ae75636,Nunca
9ae8f269,Nunca
9ae91062,Nunca
9aed6b8b,Nunca
9aef0a45,Nunca
9af05238,Nunca
9af0a24e,Nunca
9af47ac4,Nunca
9af770be,Nunca
9af7a030,Nunca
9afc38a0,Nunca
9afce6fc,Nunca
9aff49fd,Nunca
9b006ec2,Nunca
9b00bfc9,Nunca
9b023eb9,Frecuente
9b03ad6b,Nunca
9b07516b,Casi nunca
9b0a2875,Nunca
9b0a8b02,Nunca
9b0bcaeb,Nunca
9b0db6f0,Nunca
9b0f2407,Nunca
9b1097d4,Nunca
9b14f19e,Nunca
9b17407f,Nunca
9b1b5c54,Nunca
9b235eb4,Nunca
9b23cd14,Esporadico
9b25a787,Nunca
9b2e270a,Nunca
9b2f6a05,Nunca
9b329a77,Nunca
9b349207,Frecuente
9b34b3f9,Nunca
9b34d13e,Nunca
9b350bb5,Esporadico
9b38d84e,Nunca
9b38eeca,Nunca
9b397365,Nunca
9b3a6b47,Nunca
9b3a7ddd,Nunca
9b3b43aa,Casi nunca
9b3b723a,Nunca
9b3d7f34,Nunca
9b4496ec,Nunca
9b45c60d,Esporadico
9b461b93,Nunca
9b46adea,Nunca
9b4757ea,Nunca
9b480bcf,Nunca
9b4a2b82,Nunca
9b4e6755,Nunca
9b4eb5dc,Nunca
9b4f540a,Nunca
9b502e14,Nunca
9b5082f0,Nunca
9b56351c,Nunca
9b5c7cf5,Nunca
9b5f563e,Nunca
9b615c31,Frecuente
9b632ab1,Nunca
9b63a3d2,Nunca
9b6748e5,Nunca
9b67a3d9,Nunca
9b6a19f3,Nunca
9b711126,Nunca
9b712d2e,Nunca
9b728dd6,Nunca
9b75ed98,Nunca
9b76074e,Nunca
9b7683ec,Nunca
9b788037,Nunca
9b797621,Nunca
9b7b87e5,Nunca
9b7dd05e,Nunca
9b7fb867,Nunca
9b831e33,Nunca
9b85174a,Nunca
9b857326,Nunca
9b85eb8d,Nunca
9b8acf82,Frecuente
9b8ba850,Nunca
9b8d001b,Esporadico
9b913046,Nunca
9b91b3fd,Nunca
9b9452f0,Nunca
9b961ec9,Nunca
9b98ca73,Frecuente
9b9a412b,Nunca
9b9af514,Nunca
9b9bd348,Nunca
9b9f98ed,Nunca
9ba0b511,Nunca
9ba5a9cd,Nunca
9ba739b6,Casi nunca
9ba74331,Nunca
9ba76519,Nunca
9ba8e3c5,Nunca
9ba912d3,Nunca
9bacbd99,Casi nunca
9baf02b5,Nunca
9bafcd30,Nunca
9bafcd7d,Nunca
9bb623c2,Nunca
9bb9bcbd,Nunca
9bba65dd,Nunca
9bbeaaae,Esporadico
9bbf9588,Nunca
9bc071ab,Nunca
9bc0bff9,Nunca
9bc43f7e,Nunca
9bc4698f,Nunca
9bc5e062,Nunca
9bc5f65c,Casi nunca
9bcaae2a,Nunca
9bcae13e,Frecuente
9bcb16b5,Nunca
9bcccabe,Nunca
9bcff229,Nunca
9bd0807f,Nunca
9bd26113,Nunca
9bd2fda3,Nunca
9bd37a66,Nunca
9bd3f9bc,Esporadico
9bd53fae,Nunca
9bd711db,Nunca
9bd88017,Nunca
9bda3a6a,Esporadico
9bdae5df,Nunca
9bdb68ee,Nunca
9bdbcc24,Nunca
9bdc5138,Nunca
9bdc9a5a,Nunca
9bdca02f,Casi nunca
9bdce392,Nunca
9be9f6f5,Nunca
9beb0bfb,Nunca
9beb1ce6,Nunca
9bebedf2,Nunca
9bf1f02c,Nunca
9bf40bc2,Nunca
9bf4932d,Nunca
9bf6dce3,Nunca
9bf77a71,Nunca
9bf968c5,Casi nunca
9bfa1240,Nunca
9bfc1426,Nunca
9bfc8e2c,Casi nunca
9bfe6c74,Nunca
9bff98d1,Nunca
9c02c892,Nunca
9c046e73,Nunca
9c063e3e,Nunca
9c09d7e9,Nunca
9c0ce401,Nunca
9c0d941f,Nunca
9c11d322,Nunca
9c12dd65,Nunca
9c140cfa,Nunca
9c16528f,Nunca
9c16aa63,Nunca
9c17b991,Nunca
9c18cf91,Nunca
9c196bef,Nunca
9c2a46fe,Nunca
9c2b1d50,Nunca
9c2b6f94,Nunca
9c2ead50,Nunca
9c2f41b0,Esporadico
9c32226e,Nunca
9c369637,Nunca
9c370990,Nunca
9c379feb,Nunca
9c37f082,Nunca
9c385000,Frecuente
9c3952a0,Nunca
9c3966bb,Nunca
9c3d3783,Nunca
9c3f198d,Nunca
9c43d3db,Nunca
9c451627,Nunca
9c458382,Casi nunca
9c4a48c0,Nunca
9c4c7c4f,Frecuente
9c50ed59,Nunca
9c534a17,Nunca
9c5428bc,Nunca
9c545ab4,Nunca
9c57d642,Nunca
9c57ebda,Esporadico
9c5c05ec,Nunca
9c5cf317,Nunca
9c60f434,Nunca
9c6290b1,Nunca
9c690789,Nunca
9c6d26fc,Nunca
9c6e2ae8,Nunca
9c6ffb3b,Nunca
9c718106,Nunca
9c71c5da,Nunca
9c72a8de,Nunca
9c73c8da,Nunca
9c743b65,Frecuente
9c747ba5,Nunca
9c754a51,Nunca
9c7eb3a3,Nunca
9c7f57cb,Nunca
9c7f6846,Nunca
9c7f871d,Nunca
9c7fba34,Nunca
9c80d863,Nunca
9c85c4c1,Nunca
9c860505,Nunca
9c867eb4,Nunca
9c88eed3,Nunca
9c8b9221,Nunca
9c8d8292,Nunca
9c8e6d2f,Nunca
9c8e970e,Nunca
9c8e9ff7,Nunca
9c912934,Esporadico
9c937ca2,Frecuente
9c98f2f3,Nunca
9c9c6634,Nunca
9ca193fc,Nunca
9ca1d511,Nunca
9ca5a7f0,Nunca
9caa0ab8,Nunca
9cab06cb,Nunca
9caf36a0,Nunca
9caf8a87,Nunca
9cb086aa,Nunca
9cb1bf1b,Nunca
9cb6cb64,Nunca
9cb7152a,Nunca
9cb7de9a,Nunca
9cc47d1a,Esporadico
9ccb2f50,Nunca
9ccbeef0,Nunca
9ccf882a,Nunca
9cd079dd,Casi nunca
9cd53e6e,Nunca
9cd6488b,Nunca
9cd89285,Nunca
9cd8a9d6,Nunca
9cdc6e58,Nunca
9cdca58a,Nunca
9ce0bd0a,Nunca
9ce23aa8,Nunca
9ce3c10d,Nunca
9ce8abb3,Frecuente
9ce9ca59,Nunca
9cf044cb,Nunca
9cf1238e,Nunca
9cf2e2ce,Nunca
9cf44392,Nunca
9cf6b24d,Nunca
9cf9bc08,Nunca
9cfbc255,Nunca
9cfc7f80,Nunca
9cfd8c1b,Nunca
9cffbf24,Frecuente
9d0020a9,Nunca
9d015ecb,Nunca
9d0288b5,Nunca
9d05d75f,Nunca
9d0b3cf4,Nunca
9d0f4334,Nunca
9d0f8433,Nunca
9d102871,Nunca
9d11b2e1,Nunca
9d12a5c5,Nunca
9d17b99a,Nunca
9d1a2e6a,Nunca
9d1e1918,Nunca
9d1ea8ce,Nunca
9d1f0dd4,Nunca
9d2192c3,Nunca
9d25b9b6,Nunca
9d25f4b1,Nunca
9d2625f6,Nunca
9d28e28e,Casi nunca
9d2a544c,Nunca
9d3067cc,Nunca
9d30827d,Nunca
9d322a63,Nunca
9d34360c,Nunca
9d383c35,Nunca
9d383ca1,Nunca
9d3ab470,Frecuente
9d3c0e13,Frecuente
9d3de92a,Nunca
9d3fe222,Nunca
9d42fe34,Nunca
9d4341c3,Nunca
9d4919ca,Nunca
9d4c7016,Nunca
9d4cc30d,Esporadico
9d50174b,Nunca
9d51b57b,Nunca
9d52ab5f,Esporadico
9d547f90,Nunca
9d554d86,Nunca
9d576201,Nunca
9d58b3e8,Nunca
9d5946b7,Nunca
9d5e20a5,Nunca
9d5f8900,Nunca
9d5f96c5,Nunca
9d608808,Nunca
9d612732,Nunca
9d61d80c,Nunca
9d623b9a,Nunca
9d634f4b,Nunca
9d66beed,Nunca
9d68270d,Nunca
9d6a12c5,Nunca
9d6b07ab,Nunca
9d6c1442,Nunca
9d7330fa,Nunca
9d746baf,Nunca
9d7a160f,Nunca
9d7c36b4,Nunca
9d808fa6,Nunca
9d822aa9,Nunca
9d84519b,Nunca
9d87b5c1,Nunca
9d87de7a,Nunca
9d88b04e,Nunca
9d8a53a0,Nunca
9d8b8088,Nunca
9d8d7621,Nunca
9d8dc661,Nunca
9d8e494c,Nunca
9d92cb07,Nunca
9d95a278,Nunca
9d96cd70,Nunca
9d97f7d2,Nunca
9d983fa6,Nunca
9d9bbc63,Nunca
9d9c0c29,Nunca
9d9cf402,Nunca
9d9e9475,Nunca
9d9f8c22,Nunca
9da225d8,Nunca
9da26d3e,Nunca
9da3a242,Nunca
9da46e1e,Esporadico
9da5c8dc,Casi nunca
9da924cb,Nunca
9daa4cac,Nunca
9daae8b8,Nunca
9dac10f1,Casi nunca
9dac1769,Nunca
9dac5aef,Esporadico
9db05848,Nunca
9db0f7a2,Nunca
9db435b9,Esporadico
9db69ba0,Nunca
9db782a0,Nunca
9db85e35,Frecuente
9dbf1b52,Nunca
9dbf41e5,Nunca
9dc314e1,Nunca
9dc3376c,Nunca
9dc511e6,Nunca
9dc590cc,Nunca
9dc95de3,Nunca
9dccdfee,Nunca
9dcd4be4,Nunca
9dcf149c,Nunca
9dcf5b1b,Nunca
9dd0868e,Nunca
9dd1cce5,Nunca
9dd2af98,Nunca
9dd6dd91,Nunca
9dd88c89,Nunca
9ddc22ab,Nunca
9ddfa6f4,Nunca
9de324f3,Nunca
9de4a984,Frecuente
9de682ea,Nunca
9de86de1,Nunca
9de9752d,Nunca
9deac734,Nunca
9deb1dfa,Frecuente
9decdb9d,Nunca
9def8719,Nunca
9df0e397,Nunca
9df1e6aa,Nunca
9df21469,Nunca
9df4f384,Nunca
9df61cc7,Frecuente
9df69e34,Frecuente
9df7226c,Nunca
9df7b18a,Nunca
9dfb5c26,Nunca
9dff3025,Nunca
9e001faa,Nunca
9e015932,Nunca
9e026104,Frecuente
9e06eeb5,Nunca
9e073deb,Nunca
9e08df06,Nunca
9e0ebcba,Nunca
9e12ba3d,Nunca
9e12f04b,Nunca
9e13a1c1,Nunca
9e1423d5,Nunca
9e150660,Nunca
9e1586d5,Nunca
9e15b84e,Nunca
9e15bf38,Nunca
9e160f67,Esporadico
9e185084,Nunca
9e1981f5,Nunca
9e1c7a82,Nunca
9e1dc5bc,Nunca
9e1f6ea6,Nunca
9e233597,Nunca
9e256c4c,Nunca
9e297017,Nunca
9e2b4435,Nunca
9e2fd62b,Nunca
9e310b43,Nunca
9e32f517,Nunca
9e345254,Nunca
9e35e48c,Nunca
9e38890b,Nunca
9e38fe01,Nunca
9e398d3b,Frecuente
9e3a7f69,Nunca
9e3bb4f8,Nunca
9e41f818,Nunca
9e427016,Nunca
9e42dbf1,Esporadico
9e430038,Esporadico
9e433751,Nunca
9e4349f8,Nunca
9e43a214,Nunca
9e4981b9,Nunca
9e4b45f7,Nunca
9e4c40e8,Nunca
9e4c4c9b,Nunca
9e4e3d71,Nunca
9e51c806,Esporadico
9e51e2d7,Nunca
9e52b2b7,Nunca
9e55f4d1,Nunca
9e56d3d8,Nunca
9e595d31,Nunca
9e5acf69,Nunca
9e5d8dd7,Nunca
9e655bed,Nunca
9e658003,Nunca
9e672c88,Nunca
9e695ed4,Frecuente
9e6b0b00,Nunca
9e6b8862,Nunca
9e6bb622,Casi nunca
9e6cefcb,Nunca
9e6d54f5,Nunca
9e6db963,Nunca
9e6fadb5,Nunca
9e6ff614,Nunca
9e703fe3,Nunca
9e7337bc,Esporadico
9e76fff9,Nunca
9e772a9d,Nunca
9e776b51,Casi nunca
9e77dca4,Esporadico
9e791313,Nunca
9e7c197e,Nunca
9e7e89aa,Nunca
9e80af20,Nunca
9e852335,Nunca
9e86c41c,Nunca
9e880d8a,Nunca
9e8a0f4b,Esporadico
9e8b0053,Nunca
9e9001af,Nunca
9e906d63,Esporadico
9e98ceff,Nunca
9e9a06cd,Casi nunca
9e9a46a5,Nunca
9e9a9651,Nunca
9e9b48c9,Esporadico
9e9d6325,Nunca
9e9e8206,Nunca
9ea46de9,Nunca
9ea68cd6,Nunca
9ea71d78,Nunca
9ea836fb,Nunca
9ea899dd,Nunca
9ea8b5af,Nunca
9ea944eb,Frecuente
9ea98fee,Nunca
9eaa548d,Nunca
9eaebb67,Nunca
9eb380ba,Nunca
9ec2ded5,Nunca
9ec446e9,Nunca
9ec492bb,Frecuente
9ec7b4f5,Nunca
9eca2f89,Nunca
9ecb660c,Nunca
9eceeaf4,Nunca
9ed03688,Nunca
9ed1009d,Nunca
9ed28671,Nunca
9ed2caaf,Frecuente
9ed4b9f2,Nunca
9ed5bafa,Nunca
9ed88aba,Nunca
9ed9badf,Nunca
9ede5b31,Esporadico
9edf5466,Nunca
9edfe37b,Nunca
9ee02383,Nunca
9ee0d1c7,Nunca
9ee21e4e,Nunca
9ee3241d,Nunca
9ee4e1ac,Nunca
9ee9cd80,Nunca
9ee9e983,Nunca
9eea3b0d,Nunca
9eea4f17,Nunca
9eeb2742,Nunca
9eeb6258,Nunca
9eebe465,Nunca
9ef1f3c9,Nunca
9ef1f7f7,Nunca
9ef2e6d9,Nunca
9ef5573e,Nunca
9ef5a0a3,Nunca
9ef6b27b,Nunca
9ef7bed1,Nunca
9ef7c76b,Nunca
9ef9f9e9,Nunca
9efc30e0,Nunca
9efdd4a8,Nunca
9f00742f,Nunca
9f009336,Esporadico
9f00bb8d,Nunca
9f02f11c,Nunca
9f06d41a,Nunca
9f07f31c,Nunca
9f0a3990,Nunca
9f0ca520,Nunca
9f11220f,Nunca
9f1303d0,Nunca
9f136f6b,Nunca
9f148c46,Nunca
9f187ab0,Nunca
9f1df3d0,Nunca
9f1e1383,Nunca
9f20128b,Nunca
9f26665b,Nunca
9f29ad25,Nunca
9f2dbc33,Nunca
9f2e8020,Nunca
9f30a6f8,Nunca
9f31c8d8,Nunca
9f31dff2,Nunca
9f31f3ea,Nunca
9f38aa75,Nunca
9f38e049,Esporadico
9f3933d5,Frecuente
9f3ec30c,Nunca
9f448dac,Nunca
9f44d8e8,Nunca
9f476f17,Nunca
9f48ed93,Nunca
9f4ac259,Nunca
9f4b9ff4,Nunca
9f4c4c00,Nunca
9f4c635f,Nunca
9f4e771c,Nunca
9f4f7722,Casi nunca
9f517b1d,Frecuente
9f51da83,Nunca
9f562de3,Nunca
9f5689c8,Nunca
9f58eccb,Frecuente
9f5a3651,Nunca
9f5c1eb4,Nunca
9f5c2cde,Nunca
9f5ca355,Nunca
9f5cc454,Nunca
9f5dc628,Nunca
9f603c01,Frecuente
9f612f87,Nunca
9f679ca0,Esporadico
9f6bb1b8,Nunca
9f6d598d,Nunca
9f715728,Nunca
9f720153,Nunca
9f75e4ea,Nunca
9f7ba020,Nunca
9f7c3dc3,Nunca
9f82046c,Nunca
9f824c0a,Nunca
9f84c6c6,Nunca
9f85dcf8,Nunca
9f85f3bf,Nunca
9f87cefb,Nunca
9f8c5879,Nunca
9f8c5944,Nunca
9f8e0f6e,Nunca
9f91ab84,Esporadico
9f966c45,Nunca
9f96a6cd,Nunca
9f97bb04,Nunca
9f9805fe,Nunca
9f98e0ea,Nunca
9f9986b3,Nunca
9f9b2cca,Nunca
9f9ba624,Nunca
9f9d066f,Nunca
9f9ee609,Nunca
9fa23129,Frecuente
9fa373e3,Nunca
9fa67d9a,Nunca
9faa9e46,Nunca
9fad76e3,Nunca
9fade252,Nunca
9faf43a4,Nunca
9fb027b3,Nunca
9fb13879,Nunca
9fb23150,Nunca
9fb24eca,Nunca
9fb2bd0f,Nunca
9fb574af,Nunca
9fb6bdba,Esporadico
9fb73440,Nunca
9fb9686d,Nunca
9fb9ebb7,Nunca
9fbcf913,Casi nunca
9fc30812,Esporadico
9fc34636,Nunca
9fca071a,Frecuente
9fca8e0d,Casi nunca
9fd24189,Nunca
9fd29799,Nunca
9fd55864,Nunca
9fd5e7e9,Nunca
9fd7ee44,Esporadico
9fd82a31,Nunca
9fd8fd9c,Nunca
9fdaaa10,Nunca
9fdc9765,Nunca
9fdecc2b,Nunca
9fe43293,Nunca
9fe50307,Nunca
9fe63fa9,Nunca
9fe6b623,Nunca
9fe75b00,Nunca
9fe78206,Nunca
9fe83f51,Nunca
9fe87efd,Nunca
9fea1cef,Nunca
9fea64a8,Nunca
9fea8746,Esporadico
9feaa98d,Nunca
9fef2550,Nunca
9ff37692,Casi nunca
9ff40232,Nunca
9ff53bd8,Nunca
9ff66ecc,Esporadico
9ff7c669,Nunca
9ff9d5d2,Nunca
9ffd8ebe,Nunca
9ffdae4d,Nunca
9fff7f79,Frecuente
a00167d1,Nunca
a004747c,Nunca
a004f414,Nunca
a007043a,Frecuente
a00836a2,Nunca
a008b5c4,Nunca
a00adfb5,Nunca
a00ae4bf,Nunca
a00f0ab9,Nunca
a0105d92,Nunca
a010f428,Nunca
a0114dbf,Nunca
a011b52f,Nunca
a01223ae,Nunca
a0126275,Nunca
a012c92d,Nunca
a012d449,Nunca
a0188b64,Nunca
a01901ed,Nunca
a01b3dbf,Casi nunca
a01db257,Nunca
a020a147,Frecuente
a0253103,Nunca
a025ce95,Nunca
a02b28f2,Nunca
a031f2a8,Nunca
a0353684,Frecuente
a0386974,Nunca
a03932f3,Frecuente
a0398355,Nunca
a03a1bf6,Nunca
a03e65f9,Nunca
a041f7f7,Nunca
a0488aa5,Nunca
a04a5cfc,Casi nunca
a04b9f72,Nunca
a04e837d,Frecuente
a04ed7b1,Nunca
a0522902,Nunca
a0532666,Nunca
a0548988,Nunca
a05522bf,Nunca
a05a8e77,Nunca
a05ada96,Nunca
a05c74f9,Nunca
a05d15b4,Nunca
a05d1b36,Nunca
a060e38f,Nunca
a0634d52,Nunca
a064cda4,Nunca
a06824b8,Nunca
a068c715,Nunca
a0690113,Nunca
a06af6a8,Frecuente
a06b4b92,Nunca
a06bf1d7,Nunca
a070de17,Nunca
a07310fe,Nunca
a076ba9e,Nunca
a076bb23,Nunca
a076f078,Nunca
a077d43a,Nunca
a07daef5,Nunca
a080af28,Nunca
a08362aa,Esporadico
a083aa31,Nunca
a083e4de,Nunca
a0849fbd,Nunca
a085955d,Nunca
a086cc0c,Nunca
a086f2a0,Nunca
a08b5629,Esporadico
a08b7aa1,Nunca
a08c3797,Nunca
a08d42ea,Frecuente
a08d5e69,Nunca
a08d68fe,Nunca
a09211f6,Nunca
a093546f,Nunca
a094dfe5,Nunca
a094fbbf,Nunca
a09563f1,Nunca
a0981bfd,Casi nunca
a09825cf,Nunca
a099af42,Frecuente
a09ae1cf,Nunca
a09c1488,Nunca
a09e147f,Nunca
a09e4f60,Nunca
a09e5a9e,Nunca
a09e9931,Nunca
a09f12d2,Nunca
a0a413ff,Nunca
a0a4ced7,Nunca
a0a66a40,Nunca
a0a67d29,Nunca
a0a70058,Nunca
a0a91ce4,Nunca
a0aa614d,Nunca
a0aa62e3,Nunca
a0ace454,Nunca
a0ada262,Nunca
a0af0041,Nunca
a0b00079,Frecuente
a0b0bbef,Nunca
a0b1765b,Nunca
a0b1bafd,Nunca
a0b87cb5,Frecuente
a0b9899a,Nunca
a0c3519f,Nunca
a0c35867,Nunca
a0c515ab,Nunca
a0c7979e,Nunca
a0c8a62c,Nunca
a0ccd061,Nunca
a0cf85b8,Nunca
a0cfe9e4,Nunca
a0d4ab49,Nunca
a0d61cb7,Nunca
a0d98d90,Nunca
a0de02fd,Nunca
a0deb1de,Nunca
a0e2a168,Nunca
a0e3eff0,Nunca
a0e4869e,Nunca
a0e55991,Nunca
a0e69ed2,Nunca
a0e6c6d4,Frecuente
a0ed745a,Nunca
a0edbe1c,Nunca
a0ee19f5,Nunca
a0f09790,Nunca
a0f143aa,Nunca
a0f2f83a,Nunca
a0f4698b,Nunca
a0f8dfba,Nunca
a0f9f3fe,Nunca
a0fe4e07,Nunca
a102140c,Nunca
a103c5e5,Nunca
a1071a5b,Esporadico
a107c651,Nunca
a1094312,Frecuente
a109ca91,Nunca
a10d0105,Nunca
a10d7315,Nunca
a1101a0e,Nunca
a1138329,Nunca
a1161977,Nunca
a1178a49,Casi nunca
a1182406,Frecuente
a11be3a7,Nunca
a11c0874,Nunca
a11ca9f4,Casi nunca
a12403da,Nunca
a126b54c,Nunca
a12d4fbe,Nunca
a12db6e5,Nunca
a13076e6,Nunca
a131e9ba,Nunca
a1324174,Nunca
a133449b,Nunca
a1365e22,Nunca
a1366568,Esporadico
a139fb32,Nunca
a13c8ead,Nunca
a142c7d0,Nunca
a1436245,Nunca
a143ba5b,Nunca
a1551e29,Nunca
a1560c1b,Nunca
a157bc63,Casi nunca
a15c1b4a,Nunca
a15f0c01,Nunca
a160631f,Nunca
a163f835,Nunca
a164f58c,Frecuente
a1687309,Nunca
a169afb6,Casi nunca
a16a0211,Nunca
a16da546,Nunca
a16de9d3,Nunca
a16e2aff,Nunca
a16e4b9a,Nunca
a16f2d37,Nunca
a173902a,Nunca
a1789cd4,Nunca
a17b0703,Nunca
a17b5a95,Nunca
a17cf5d4,Nunca
a17f7e85,Nunca
a1806313,Nunca
a183c923,Nunca
a183e26b,Nunca
a1843f37,Nunca
a18b544f,Nunca
a18c0654,Nunca
a18ca1c0,Nunca
a18eb9fd,Nunca
a190c061,Frecuente
a190e34a,Nunca
a1918050,Frecuente
a1934434,Nunca
a196e8d4,Nunca
a19f0753,Nunca
a1a07c7f,Nunca
a1a2321c,Nunca
a1a933d3,Nunca
a1ab5834,Nunca
a1b0d9e0,Esporadico
a1b0ffee,Nunca
a1b25eb0,Nunca
a1b4ceb8,Nunca
a1b5be7a,Nunca
a1b69c09,Nunca
a1b6fde7,Esporadico
a1b7c112,Nunca
a1b96449,Frecuente
a1ba1850,Nunca
a1bb5c36,Esporadico
a1bdab18,Nunca
a1c0c4af,Nunca
a1c1e013,Nunca
a1c4090f,Nunca
a1c5e5a1,Nunca
a1c8fdb7,Nunca
a1c9594e,Nunca
a1cbd87d,Nunca
a1d19bfa,Nunca
a1d203a5,Nunca
a1d5ce5e,Esporadico
a1d62ea5,Nunca
a1d67932,Nunca
a1d69a56,Nunca
a1d6e227,Nunca
a1d76d95,Nunca
a1daea1b,Frecuente
a1dc006d,Nunca
a1dd3845,Nunca
a1ddb65f,Nunca
a1e0fc95,Frecuente
a1e27d28,Nunca
a1e4ad80,Nunca
a1e62938,Esporadico
a1e64096,Nunca
a1f1c36b,Nunca
a1f41297,Nunca
a1f45e86,Nunca
a1f60ebc,Nunca
a1f77448,Nunca
a1fe934d,Nunca
a2018638,Nunca
a2047c1a,Nunca
a204f7e2,Nunca
a2051520,Nunca
a20658ba,Frecuente
a20774c5,Nunca
a2085f61,Esporadico
a20a8f28,Nunca
a20b9550,Nunca
a20c0b65,Nunca
a20de558,Nunca
a20e5e2c,Frecuente
a21222e2,Nunca
a21475b3,Nunca
a219ce6e,Nunca
a21b12d6,Nunca
a21c67ff,Nunca
a21e9fbb,Esporadico
a221b1bf,Nunca
a2220553,Nunca
a2232404,Esporadico
a2242e99,Frecuente
a2259876,Frecuente
a22cd205,Esporadico
a230bd8d,Nunca
a23fc289,Nunca
a240209e,Nunca
a2421c65,Nunca
a242c4dd,Nunca
a243b53a,Nunca
a243ee5e,Nunca
a245547f,Nunca
a2458527,Nunca
a24702e2,Nunca
a24c0b5f,Nunca
a24c49cf,Nunca
a24c543b,Nunca
a24e6d5c,Nunca
a24e8875,Nunca
a24f683a,Nunca
a2503a09,Esporadico
a25181d8,Nunca
a253fdec,Nunca
a2541b86,Nunca
a261573f,Nunca
a2630a27,Esporadico
a264cfb3,Nunca
a268ff53,Nunca
a2698b54,Nunca
a26cf016,Nunca
a26dcd50,Nunca
a272ac38,Nunca
a272be04,Nunca
a2749d1f,Nunca
a2749ec9,Nunca
a274bd7e,Nunca
a27508d0,Nunca
a2759895,Nunca
a278eb44,Nunca
a279339a,Nunca
a27ce7d1,Nunca
a27e9214,Nunca
a280c83d,Nunca
a2849b80,Nunca
a2852d91,Frecuente
a2881b7a,Nunca
a28889e8,Nunca
a289a0e2,Nunca
a289d234,Nunca
a28a91ef,Nunca
a28cb2f2,Nunca
a28d5f78,Nunca
a28f4aaa,Nunca
a28f4e87,Nunca
a2922b73,Nunca
a292b6b9,Nunca
a2930658,Nunca
a29b45ad,Nunca
a29c3ba2,Nunca
a29cab0e,Nunca
a2a03ca1,Nunca
a2a5b008,Nunca
a2a98ef4,Nunca
a2afd625,Nunca
a2b14166,Esporadico
a2b18202,Nunca
a2b41f02,Nunca
a2b4378d,Nunca
a2b475d3,Nunca
a2b49387,Nunca
a2b5e721,Nunca
a2b77f5a,Nunca
a2b7adbf,Nunca
a2bb489f,Nunca
a2bcd5f8,Nunca
a2bd05e8,Nunca
a2be5e76,Nunca
a2c334c5,Nunca
a2c42b55,Nunca
a2c9bda9,Nunca
a2cdac75,Nunca
a2cdde40,Nunca
a2ce62b0,Casi nunca
a2ce8f2c,Nunca
a2d45a24,Nunca
a2d6bce9,Nunca
a2d7cb07,Nunca
a2dc7f9a,Frecuente
a2dd0f8e,Nunca
a2dd3fa8,Nunca
a2e0d178,Nunca
a2e2f882,Nunca
a2e7272c,Nunca
a2e8bc8e,Nunca
a2f3d7d3,Esporadico
a2f5b757,Nunca
a2f5e5b6,Nunca
a2f70e1c,Nunca
a2f74923,Esporadico
a2f7ddbf,Casi nunca
a2f96e5d,Nunca
a2f9e8a3,Nunca
a2fa915a,Nunca
a2fc649a,Nunca
a2fdce5f,Nunca
a2fe52fc,Nunca
a2ff073e,Nunca
a30504be,Nunca
a306c4d6,Esporadico
a3098d06,Nunca
a30a15a2,Nunca
a30e5b28,Nunca
a30eb520,Nunca
a310fb8f,Casi nunca
a3142496,Nunca
a3189c4d,Nunca
a31ad9af,Nunca
a323a407,Nunca
a326af69,Nunca
a3279f55,Nunca
a327dfdc,Nunca
a32a2907,Nunca
a32bf061,Nunca
a32cc4a3,Nunca
a32d2d10,Frecuente
a32e098e,Nunca
a333f4ff,Nunca
a33612bd,Nunca
a336de62,Nunca
a3397229,Nunca
a33a1e8d,Nunca
a33ad2df,Nunca
a33bdc8e,Nunca
a33bf4b5,Nunca
a33da662,Nunca
a33db8bc,Nunca
a33ebc20,Frecuente
a33f1fba,Nunca
a3411d4f,Nunca
a34152fc,Nunca
a34bbeec,Nunca
a34d4cc8,Nunca
a34e0eea,Nunca
a34f7f66,Nunca
a350bd71,Nunca
a3532a87,Nunca
a356ff37,Nunca
a358e3eb,Casi nunca
a35966f4,Nunca
a35debd3,Nunca
a35f6b91,Esporadico
a361ca9d,Nunca
a3650acb,Nunca
a3651c04,Nunca
a36e6fdc,Nunca
a36ec27c,Nunca
a378a1d2,Nunca
a37a47b3,Nunca
a37a9852,Nunca
a37b09f7,Nunca
a37b7d53,Casi nunca
a37ca6fa,Frecuente
a381a33f,Esporadico
a382bb45,Nunca
a384207e,Nunca
a384dd37,Nunca
a38956a8,Nunca
a38ba127,Nunca
a3952fc0,Nunca
a397d7ea,Esporadico
a39c2e29,Nunca
a39dfc70,Nunca
a3a0f234,Nunca
a3a172ed,Nunca
a3a329b7,Nunca
a3a339fa,Nunca
a3a66827,Nunca
a3a7201e,Nunca
a3a8a026,Frecuente
a3a8b6d4,Nunca
a3a9c84a,Nunca
a3aab892,Nunca
a3ac8898,Nunca
a3aebe23,Nunca
a3aec4f9,Nunca
a3af00a3,Nunca
a3af210b,Nunca
a3af8472,Nunca
a3b3e48e,Frecuente
a3b468bc,Nunca
a3b5be7b,Nunca
a3b7201b,Nunca
a3b79b53,Esporadico
a3b8b76f,Nunca
a3bc1606,Nunca
a3bca06b,Nunca
a3bf389f,Nunca
a3c05731,Nunca
a3c0fe57,Nunca
a3c1ddd0,Nunca
a3c23be0,Nunca
a3c26398,Nunca
a3c4e6a2,Nunca
a3c607b1,Nunca
a3c623c0,Nunca
a3c6bc38,Nunca
a3cc11f3,Nunca
