person,Frecuencia_Casi_nunca,Frecuencia_Esporadico,Frecuencia_Frecuente,Frecuencia_Nunca
717290eb,0,0,0,1
71746624,0,0,0,1
717771db,0,0,0,1
7178dab7,0,0,0,1
71797ff0,0,0,0,1
717a40dd,0,0,0,1
717cabb5,0,0,0,1
717d331a,0,0,0,1
717f2401,0,0,0,1
7180c8eb,0,0,0,1
718256c4,0,0,1,0
7186b580,0,0,0,1
71883da4,0,0,0,1
7189215c,0,0,0,1
71896232,0,0,0,1
7190450d,0,0,0,1
719399c1,0,0,0,1
71953682,0,1,0,0
71969ba2,0,0,1,0
7196cedf,0,0,0,1
719778f0,0,0,0,1
719bb076,0,0,0,1
719d1bd3,0,0,0,1
719dcc35,0,0,0,1
71a49ef5,0,1,0,0
71a601cd,0,0,0,1
71a86117,0,0,0,1
71aa0c21,0,0,0,1
71ab74cd,0,0,0,1
71adc90d,0,0,0,1
71b056c2,0,0,0,1
71b278b1,0,0,0,1
71b2b2d7,0,0,0,1
71b38dc9,0,0,0,1
71b7ba4a,0,0,0,1
71b7d888,0,0,0,1
71bd039f,0,0,0,1
71beaf99,0,0,0,1
71bfca89,0,0,0,1
71bfed65,0,0,0,1
71c06b60,0,0,0,1
71c21e8a,0,0,0,1
71c4298f,0,0,0,1
71c4f60b,0,0,0,1
71c701bb,0,0,0,1
71c88850,0,0,0,1
71c92364,0,0,0,1
71cc4257,0,0,0,1
71cc441a,0,0,0,1
71cdba2c,0,0,0,1
71d026c6,0,0,0,1
71d0fdcc,0,0,0,1
71d1e2d1,0,0,0,1
71d40a41,0,0,0,1
71d5d6e4,0,0,0,1
71d5ed31,0,0,0,1
71d63a63,0,0,0,1
71d6883a,0,0,0,1
71d727a1,0,0,0,1
71d86bac,0,0,0,1
71da216f,0,1,0,0
71dcc1b2,0,0,0,1
71dec214,0,0,0,1
71e03b8e,0,0,0,1
71e193bf,0,0,0,1
71e3e518,0,0,0,1
71e59182,0,0,0,1
71e7647e,0,0,0,1
71ea4c44,0,0,1,0
71ea4ff5,0,0,0,1
71effa61,0,0,0,1
71f05fd0,0,0,0,1
71f11707,0,0,0,1
71f4aadc,0,0,0,1
71f69fbb,0,0,0,1
71fb3b8a,0,0,0,1
71fbcf76,0,0,0,1
71fc2ce4,0,0,0,1
71fd1d9a,0,0,0,1
71ff1718,0,1,0,0
71ff4002,0,0,0,1
7203743e,0,0,0,1
72043e51,0,0,0,1
720474cd,0,0,0,1
7204bbe5,0,0,0,1
720adeba,0,0,0,1
720b30c6,0,0,0,1
720b5f90,0,0,0,1
720d88ef,0,0,0,1
720ea983,0,0,0,1
72106f0f,0,0,0,1
7210cb50,0,0,0,1
72116360,0,0,0,1
72119834,0,0,0,1
7212a303,0,0,0,1
7220a1e6,0,0,0,1
7224b84d,0,0,0,1
7227629b,0,0,0,1
722940fd,0,0,0,1
72294a03,0,0,0,1
722cc527,0,0,0,1
722cf8a1,0,0,0,1
722e67a7,0,0,0,1
722f3c4c,0,0,0,1
722fa579,0,0,0,1
723050c5,0,0,0,1
7230ced5,0,1,0,0
7231fd11,0,0,0,1
7234a2ae,0,0,0,1
72352cba,0,0,0,1
72352d02,0,0,0,1
7235db5a,0,0,0,1
72367ae3,0,0,0,1
72368746,0,0,0,1
7237a696,0,1,0,0
7239cdb0,0,0,0,1
723a1853,0,0,0,1
723ab6e3,0,0,0,1
723b03b9,0,0,0,1
723b39a8,0,0,0,1
723bf1bd,0,0,0,1
7241d531,0,0,1,0
7242061a,0,0,0,1
7242b5aa,0,0,0,1
7242fb95,1,0,0,0
7243cfbf,0,0,0,1
724400b6,0,0,0,1
72454074,0,0,0,1
724557f8,0,0,0,1
72472bb8,0,0,0,1
72488c19,0,0,0,1
7249950d,0,0,0,1
724b5114,0,0,0,1
724f4de6,0,0,0,1
7250666b,0,0,0,1
7251a105,0,0,0,1
72526564,0,0,0,1
72551602,0,0,0,1
7255de04,0,0,0,1
725619d0,0,0,0,1
7257b26b,0,0,0,1
7257b382,0,0,0,1
725816cc,0,0,0,1
725982c3,0,0,0,1
725b09a4,0,0,0,1
725d57de,0,0,0,1
725e5b07,0,0,0,1
725fe43b,0,0,0,1
725fec25,0,0,0,1
7262656e,0,0,0,1
72634642,0,0,0,1
726362c2,1,0,0,0
72687f01,0,1,0,0
726a8f14,0,0,0,1
726cea40,1,0,0,0
726d55cd,0,0,0,1
726e483d,0,0,0,1
726f9ffa,0,0,0,1
7270b088,0,0,0,1
72710673,0,0,0,1
72724d0c,0,0,0,1
7274beb3,0,0,0,1
72754da9,0,1,0,0
72777f01,0,0,0,1
7278412d,0,0,0,1
727849ea,0,0,0,1
72792d16,0,1,0,0
7279b285,0,0,0,1
727cc052,0,0,0,1
727dbab5,0,0,0,1
727f9b0c,0,0,0,1
7282f60e,0,0,0,1
7286d6fa,0,0,0,1
72892ea4,0,0,0,1
728e775c,0,0,0,1
72900c6f,0,0,0,1
729145da,0,0,0,1
72933135,0,0,0,1
7294d793,0,0,0,1
7296de76,0,0,0,1
72976eb1,0,0,0,1
72998d17,0,0,0,1
729a5fbe,0,0,0,1
729ae24d,0,0,0,1
72a07d82,0,0,0,1
72a224e9,0,0,0,1
72a3ac87,0,0,0,1
72a63e1f,0,0,1,0
72a86985,0,0,0,1
72ab9886,0,0,0,1
72ae7799,0,0,0,1
72af3863,0,0,0,1
72af5522,0,0,0,1
72b0c4d7,0,0,0,1
72b1973e,0,0,0,1
72b2fb0d,0,0,0,1
72babd33,0,0,0,1
72bb7a14,0,0,0,1
72bcac22,0,0,0,1
72c06786,0,0,0,1
72c0cd6b,0,0,0,1
72c4db05,0,0,0,1
72c9ab5a,0,0,0,1
72c9cf09,0,0,0,1
72caf670,0,0,0,1
72ce076f,0,0,0,1
72ce692a,0,0,0,1
72d0c370,0,0,0,1
72d65d2c,0,0,0,1
72d878dd,0,0,0,1
72d959bc,0,0,0,1
72d9d714,0,0,0,1
72da8c66,0,0,0,1
72dbab34,0,0,0,1
72df4d07,0,0,1,0
72e06ae0,0,0,0,1
72e18b22,0,0,0,1
72e1de71,0,0,0,1
72e303da,0,0,0,1
72ed54da,0,0,0,1
72ee021f,0,0,0,1
72f1174e,0,0,0,1
72f11c47,0,0,0,1
72f1b650,0,0,0,1
72f34ec6,0,0,0,1
72f5005a,0,0,0,1
72f50d00,0,0,0,1
72f78c74,0,0,0,1
72f9e1ad,0,0,0,1
72fe7e8c,0,0,1,0
7302fc57,0,0,0,1
7303b05e,0,0,0,1
7305815b,0,0,0,1
7306987b,0,0,0,1
730c7217,0,0,0,1
730eaf47,0,0,0,1
730f0b53,0,0,0,1
730f2ef4,0,0,0,1
730fa725,0,0,0,1
73102015,0,0,0,1
7310df60,0,0,0,1
731240ba,0,0,0,1
7312abb3,0,0,0,1
7317642f,0,0,0,1
731dfbe4,0,1,0,0
7320e8ce,0,0,0,1
73222dae,0,0,0,1
732625de,0,0,0,1
7326c390,1,0,0,0
7329d7b2,0,0,0,1
7329fc98,0,0,0,1
732a3dfd,0,0,0,1
732a9d54,0,0,0,1
732ab71b,0,0,0,1
732bab26,0,0,0,1
732c0350,0,0,0,1
732df811,0,0,0,1
732f9589,0,0,0,1
73313724,0,0,0,1
73346e22,0,0,0,1
7335632d,0,0,0,1
733fae97,0,0,0,1
7341c27f,0,0,0,1
73446242,0,0,0,1
7344aa2e,0,0,0,1
73483e71,0,0,0,1
7348dca1,0,0,0,1
734d1171,0,0,0,1
734dd7e3,0,0,0,1
734f5ee4,0,0,0,1
7350d6c7,0,0,0,1
735169a2,0,0,0,1
7352f222,0,0,0,1
735721d0,0,0,0,1
73576492,0,0,0,1
735ad472,0,0,0,1
735b2711,0,0,0,1
735c90c9,0,1,0,0
735cda2a,0,0,0,1
73610986,0,0,0,1
736198bc,0,0,0,1
7363f782,0,1,0,0
7364fb13,0,0,0,1
73656f9a,0,0,0,1
7366e514,0,0,0,1
73680631,0,1,0,0
7368d032,0,0,0,1
737193f4,0,0,0,1
737258b3,0,0,0,1
73731bd8,1,0,0,0
737349d3,0,0,0,1
7373d187,0,0,0,1
7373dd43,0,0,0,1
737467f2,0,0,0,1
7374e52c,0,0,1,0
7376a2d8,0,0,0,1
7379ebcb,0,0,0,1
737e6229,0,0,0,1
73827ee1,0,0,0,1
7387deba,0,0,0,1
73888e8b,1,0,0,0
738e6477,0,0,0,1
738f3a77,0,0,0,1
73917a7b,0,0,0,1
7394dc94,0,0,0,1
7395f712,0,0,0,1
7399436f,0,0,0,1
739a64ad,0,0,0,1
739b204f,0,0,0,1
739c7ef9,0,0,0,1
73a38dcc,0,0,0,1
73a490b3,0,0,0,1
73a4b10b,0,0,1,0
73a9a850,0,0,0,1
73ab74ef,0,0,0,1
73abc4dd,0,0,0,1
73afa380,0,0,0,1
73afb1be,0,0,0,1
73b35375,0,0,0,1
73b39a41,0,0,0,1
73b5ddeb,1,0,0,0
73b655de,0,0,0,1
73b72d6b,0,0,0,1
73bd59a2,0,0,0,1
73be1785,0,0,0,1
73be81ac,1,0,0,0
73bf1e39,0,0,0,1
73c019fa,0,0,0,1
73c046e0,0,0,0,1
73c21890,0,0,0,1
73c40041,0,0,0,1
73c43844,0,0,0,1
73c8169b,0,0,0,1
73ca8d9d,0,0,1,0
73cbf9bc,0,0,0,1
73cd1563,0,0,0,1
73cf0c47,0,1,0,0
73cfec7f,0,0,0,1
73d2a7bf,0,0,0,1
73d2e630,0,0,0,1
73d5ba0f,0,0,0,1
73d5de02,0,0,0,1
73d684f1,0,1,0,0
73d85485,0,0,0,1
73dc14f5,0,0,0,1
73dc2d6a,0,0,0,1
73de3d23,0,0,0,1
73de45e0,0,0,0,1
73ded320,0,0,0,1
73df17da,0,0,0,1
73e13d2a,0,0,0,1
73e17c38,0,0,0,1
73e1fcc0,0,0,1,0
73e5abf7,0,0,0,1
73e69040,0,0,0,1
73e70db4,0,0,0,1
73e9a1ec,0,0,0,1
73ea8f2f,0,0,0,1
73eb6b76,0,1,0,0
73eb79fe,0,0,0,1
73ed3ae7,0,1,0,0
73edf8df,0,0,0,1
73ef745c,0,0,0,1
73f02c61,0,0,0,1
73f72ba7,0,0,0,1
73f760f0,0,0,0,1
73f7a49a,0,1,0,0
73f7ee87,0,0,0,1
73f8d5a5,0,0,1,0
73f9db35,1,0,0,0
73fac737,0,0,0,1
73fb7482,0,0,0,1
73fb7bb4,0,0,0,1
73fd9cb3,0,0,0,1
73feb2de,0,0,0,1
73feb9dd,0,0,0,1
73ffc5f4,0,0,0,1
740342eb,0,0,0,1
74042804,0,0,0,1
740809b1,0,0,0,1
740896c6,0,0,0,1
74092a60,0,0,0,1
7409c9cc,0,0,0,1
740bc66f,0,0,0,1
740c7206,0,0,0,1
740cb9a9,1,0,0,0
740d76e4,0,0,0,1
7410112a,0,0,0,1
7411aefe,0,0,0,1
74122ba4,0,0,0,1
74147fd3,0,0,0,1
741dacac,0,0,0,1
74211d56,0,0,0,1
7423e411,0,0,0,1
7424df24,0,0,0,1
742935fa,0,0,0,1
742bc6c9,0,0,0,1
742e6d4c,0,0,0,1
742eb162,0,0,0,1
7430ef9c,0,0,1,0
7434343f,0,0,0,1
7435c176,0,0,0,1
7438508a,0,0,0,1
74393e86,0,0,0,1
7439a7bd,0,0,0,1
743a0e3e,0,0,0,1
743dec43,0,0,0,1
743ec841,0,0,0,1
74478783,0,0,0,1
7447e459,0,0,0,1
744a5aa2,0,0,0,1
744ae4ea,0,0,0,1
744c1c10,0,0,0,1
744dc014,0,0,0,1
744eaf6b,0,0,0,1
744f67c5,0,0,0,1
74513ffa,0,0,0,1
74548c41,0,0,0,1
7456de4c,0,0,0,1
74597edc,0,0,0,1
745e3197,0,0,0,1
745f45ba,0,0,0,1
7461c969,0,0,0,1
74622b8e,0,0,0,1
74639236,0,0,0,1
7463feed,0,0,0,1
74648511,0,1,0,0
7466797e,0,0,0,1
7467d9c0,0,0,0,1
74688569,0,0,0,1
746982d9,0,0,0,1
746ae75f,0,0,0,1
746b7c16,0,0,0,1
746b99f3,0,0,0,1
746e3b38,0,0,0,1
74719376,0,0,0,1
7472f676,0,0,0,1
747881ee,0,0,0,1
747999a7,0,0,0,1
747be9a0,0,0,0,1
747cc8be,0,0,0,1
747ceb7f,0,0,0,1
747f9a59,0,0,0,1
74811595,0,0,1,0
7484d929,0,0,0,1
7485fcc7,0,0,0,1
7487d9f9,0,0,0,1
748811f1,0,0,1,0
748824ed,0,0,0,1
7489819a,0,0,0,1
748eb8b1,0,0,0,1
74905555,0,0,0,1
749278d3,0,0,1,0
7493a309,0,0,0,1
749695bb,0,0,0,1
749896eb,0,0,0,1
749e264f,0,0,0,1
74a0111e,0,0,0,1
74a1f078,0,0,0,1
74a1f78b,0,0,0,1
74a29ffb,0,1,0,0
74a36820,0,0,0,1
74a4359e,0,0,0,1
74a4b449,0,0,0,1
74a62e8f,0,0,0,1
74a69107,0,0,0,1
74a8e419,0,0,0,1
74aa2094,1,0,0,0
74b151a2,0,0,0,1
74b193c4,0,0,0,1
74b1d9cb,0,0,0,1
74b31b4f,0,0,0,1
74b4b690,0,0,0,1
74b57f71,0,0,0,1
74bb5eda,0,0,0,1
74be7861,0,0,0,1
74be94c1,0,0,0,1
74bee695,0,0,0,1
74c12512,0,0,0,1
74c4ef4b,0,0,0,1
74c4fc96,0,0,0,1
74c53050,0,0,0,1
74c6c680,0,0,0,1
74c77d27,1,0,0,0
74cf9bb9,0,0,0,1
74d19282,0,0,0,1
74d20c08,0,0,0,1
74d39990,0,0,0,1
74d3e32e,0,0,0,1
74d691bd,0,0,0,1
74e245bd,0,0,0,1
74e7964a,0,0,0,1
74e8a549,0,0,0,1
74e8eb89,0,0,0,1
74eb2f22,0,0,1,0
74f3a40c,0,0,0,1
74f49173,0,0,1,0
74f4aff0,0,0,0,1
74f50572,0,0,0,1
74f6884b,0,0,0,1
74f6e25d,0,0,0,1
74f9f263,0,0,0,1
74fbe662,0,0,0,1
74fdc516,0,0,0,1
74ff2a87,0,0,1,0
7503bc23,0,0,1,0
75058e5f,0,0,0,1
7505a41d,0,0,1,0
75080858,0,0,0,1
7508b51c,0,0,0,1
75099367,0,0,0,1
750ba24a,0,0,0,1
750d283a,0,0,0,1
750e5e5d,1,0,0,0
750ecd84,0,0,0,1
750f4bba,0,0,0,1
7511f9c9,0,0,0,1
75132c80,0,0,0,1
751512e8,0,0,0,1
751540a8,0,0,0,1
751595b9,0,0,0,1
75160332,0,0,0,1
75194115,1,0,0,0
751a07b6,1,0,0,0
751bb9f6,0,0,0,1
75202e7f,0,0,0,1
7521211b,0,0,0,1
7524d1df,0,0,0,1
75250d4e,0,0,0,1
7525a3bf,0,0,0,1
7525a574,0,0,0,1
7525b439,0,1,0,0
7525eff8,0,0,0,1
75277022,0,0,0,1
7527f5d0,0,0,0,1
75283ab3,0,0,0,1
7528ef1a,0,0,0,1
752ac04e,0,0,0,1
752b06d4,0,0,1,0
752bcc67,0,0,0,1
752f5ff1,0,0,0,1
7531013b,0,0,0,1
753207dc,0,0,0,1
75321004,0,0,0,1
7533a528,0,0,0,1
75350cef,0,1,0,0
75358fb9,0,0,0,1
7535ae2d,0,0,1,0
75376ab4,0,0,0,1
7537ab54,0,0,0,1
7537e8ca,0,0,0,1
753a61bf,0,0,0,1
753e6cf1,0,0,0,1
75408ab9,1,0,0,0
7540c691,0,0,0,1
75416635,0,0,0,1
7541e49f,0,0,0,1
7544eb40,0,0,0,1
7546da15,0,0,0,1
754769e3,0,0,0,1
7548199e,0,0,0,1
7549f65a,0,0,0,1
754aa1e6,0,0,0,1
754cd2b0,1,0,0,0
754dcb42,0,0,0,1
754f517b,0,0,0,1
755082cf,0,0,0,1
75520561,0,0,0,1
75526eaa,0,0,0,1
7555af5f,0,0,0,1
75561204,0,0,0,1
75567155,0,0,0,1
755a1aa1,0,0,0,1
755ba44d,0,0,0,1
755cf00c,0,0,0,1
755cfea4,0,0,0,1
755dc00e,0,0,0,1
755de712,0,0,0,1
755e3164,1,0,0,0
755fe8a4,0,1,0,0
75602a23,0,0,0,1
75602c25,0,0,1,0
7561064a,0,0,0,1
756188c2,0,0,0,1
7564ebf5,0,0,0,1
75650a36,0,0,0,1
7566413f,0,0,0,1
7567dc86,0,0,0,1
7569b6fe,0,0,0,1
756b9955,0,0,0,1
756c8de8,0,0,0,1
756ee67b,0,0,0,1
756fc1a3,0,0,0,1
7570ea02,0,0,0,1
75750280,0,0,0,1
7578376f,0,0,0,1
757b71de,0,0,0,1
757e4b9f,0,0,0,1
757f3759,0,0,0,1
75827147,0,0,0,1
7582c672,0,0,0,1
75868383,0,0,0,1
7588053a,0,0,1,0
75886260,0,0,0,1
758c56e8,0,0,0,1
758def4f,0,0,0,1
7593a6de,0,1,0,0
7594d87d,0,0,0,1
75950669,0,0,0,1
75953958,0,0,0,1
7598025e,0,0,0,1
75998558,0,0,0,1
759a64da,0,0,0,1
759c4859,0,0,0,1
75a2bed8,0,0,0,1
75a384de,0,0,0,1
75a47696,0,0,0,1
75a85ac4,0,0,0,1
75a9cc11,0,0,0,1
75ae5790,0,0,0,1
75aea7ed,0,0,0,1
75b121ac,0,0,0,1
75b194c7,0,0,0,1
75b1ecc3,0,0,0,1
75b6a338,0,0,0,1
75b70d2b,0,0,0,1
75b74170,0,0,0,1
75b74361,0,0,0,1
75b74852,0,0,0,1
75bb9d99,0,0,0,1
75be0b8f,0,0,0,1
75bee7e1,0,0,0,1
75c3cac8,0,0,0,1
75c3cc0f,0,0,0,1
75c4ea42,0,0,0,1
75c6b91e,0,0,0,1
75c73019,0,0,0,1
75c77db3,0,1,0,0
75c8aa9d,0,0,0,1
75ca7ad1,0,0,0,1
75cb351f,0,0,0,1
75cbf37e,0,1,0,0
75cd889c,0,0,0,1
75cec5d2,0,0,0,1
75cfa516,0,0,0,1
75d3ece4,0,0,0,1
75d54102,0,0,0,1
75d605e8,0,0,0,1
75d774b8,0,0,0,1
75d9270b,0,0,0,1
75d93fec,0,0,0,1
75db1e31,0,0,0,1
75dd47fe,0,0,0,1
75e2fb32,0,0,0,1
75e45440,0,0,0,1
75e63490,0,0,0,1
75e69e27,0,0,0,1
75e81f7f,0,0,0,1
75e93257,0,0,0,1
75eacd67,0,0,0,1
75eae189,0,0,0,1
75eb33d0,0,0,0,1
75ed178f,0,0,0,1
75edeacd,0,0,0,1
75ef34e0,0,0,0,1
75f26ffc,0,0,0,1
75f4c87d,0,0,0,1
75f879dd,0,0,0,1
75fa689d,0,0,0,1
75fb186b,0,0,0,1
75fcf824,0,0,0,1
75ffea68,1,0,0,0
7603e725,0,0,0,1
7603ee3f,0,0,0,1
7605817f,0,0,0,1
7605a839,0,0,0,1
7609ea79,0,0,0,1
760df998,0,0,0,1
760f3dc0,0,0,0,1
761073d8,0,0,0,1
761174d2,0,0,0,1
7614d688,0,0,0,1
76155d35,0,0,0,1
761682e5,0,0,0,1
7617f42c,0,0,0,1
761ba7bd,0,0,0,1
761c99f7,0,0,0,1
761ea183,0,0,1,0
761fe99b,0,0,0,1
7620bfce,0,0,0,1
76211e48,0,0,0,1
76248b22,0,0,1,0
76278a3e,0,0,0,1
76286d64,0,0,0,1
762dca98,0,0,0,1
762e4e63,0,0,0,1
762f65d8,0,0,0,1
7630de0c,0,0,0,1
76318d7a,0,1,0,0
763201b5,0,0,0,1
76345085,0,0,0,1
76358e69,0,0,1,0
7636d068,0,0,0,1
763980db,0,0,0,1
763a8c0f,0,0,0,1
763bc957,0,0,0,1
7642405a,0,0,0,1
7644ac4c,0,1,0,0
7644e24e,0,0,0,1
7646fd90,0,0,0,1
764777d2,0,1,0,0
764d48c7,0,0,0,1
764d676d,0,0,0,1
7651ae44,0,0,0,1
7651d30a,0,0,0,1
7654fb98,0,0,0,1
765893bf,0,0,0,1
765c576d,0,0,0,1
765d6edd,0,0,0,1
765da684,0,0,0,1
765e0fb6,0,0,0,1
765fe572,0,0,0,1
76606ab8,0,0,0,1
76616990,0,0,1,0
7663bd3c,0,1,0,0
7665a90f,0,0,0,1
766658f6,0,0,0,1
7669c2a9,0,0,0,1
766ace0e,0,0,0,1
766c12a5,0,0,0,1
766c271c,0,1,0,0
766ec3fb,0,0,0,1
766f17cc,0,0,0,1
76711c23,0,0,0,1
76712d3f,0,1,0,0
7675ee4a,0,0,0,1
7678f618,0,0,0,1
767e09ad,0,0,0,1
7684653c,0,0,0,1
7684e6d7,0,0,0,1
7684e938,0,0,0,1
7685cb8d,0,0,0,1
7685f207,0,0,0,1
76884585,0,0,0,1
768ba47a,0,1,0,0
768d3d2b,0,0,0,1
768d7c30,0,0,0,1
768dbff9,0,0,1,0
768e7103,0,0,0,1
76905875,0,0,0,1
7690ec4a,0,0,0,1
7690fa60,0,0,0,1
7691b96f,0,0,0,1
7694c7ff,0,0,0,1
76961ccd,0,0,0,1
769733ba,0,0,0,1
769788f4,0,0,0,1
7697f8e0,0,0,0,1
769aa1f6,0,0,0,1
769bd5a9,0,0,0,1
769d1622,0,0,0,1
76a100a3,0,0,0,1
76a14ca6,0,0,0,1
76a15dc9,0,0,0,1
76a20415,0,0,0,1
76a33ee8,0,0,0,1
76a513a5,0,0,0,1
76a8aaed,0,0,0,1
76a8ba7f,0,0,0,1
76a8e475,0,1,0,0
76acab66,0,0,0,1
76aed36a,0,0,0,1
76aeff83,0,0,0,1
76b13d84,0,0,0,1
76b56f04,0,0,0,1
76b62975,0,0,0,1
76b8747e,0,0,0,1
76ba1edb,0,0,0,1
76bceb34,0,0,0,1
76be985c,0,0,0,1
76bf9beb,0,0,1,0
76c30e1e,0,0,0,1
76c65c74,0,0,0,1
76c8201f,0,0,0,1
76c88601,0,0,0,1
76cc65bd,0,0,0,1
76cc9dbd,0,0,0,1
76d0474c,0,0,0,1
76d04c6d,0,0,0,1
76d127d2,0,0,0,1
76d12e27,0,0,0,1
76d1eb07,0,0,0,1
76d5a601,0,0,0,1
76daa5ff,0,0,0,1
76dede25,0,0,0,1
76e04d27,0,0,0,1
76e103ad,0,0,0,1
76e43753,0,0,0,1
76e5d2c5,0,0,0,1
76e7f7f2,0,0,0,1
76e92740,0,0,1,0
76ea6b7b,0,0,0,1
76ec2f2b,0,0,0,1
76efe963,0,0,0,1
76f06486,0,0,0,1
76f0be39,0,0,0,1
76f12adb,0,0,0,1
76f33a34,0,0,0,1
76f37aa5,0,0,0,1
76f67623,0,0,0,1
76f69615,0,1,0,0
76f7509f,0,0,0,1
76f95521,0,0,0,1
76fbe607,0,0,0,1
77022e50,0,0,0,1
77038d9d,0,0,0,1
770437ad,0,0,0,1
77065ee3,0,0,0,1
77102f4d,0,0,0,1
771062ae,0,0,0,1
771065d1,0,0,0,1
771149fa,0,0,1,0
77120f40,0,0,0,1
7712954f,0,0,0,1
7712e3c7,0,0,0,1
771925f4,0,0,0,1
771af3e0,0,0,1,0
771bc36f,0,0,0,1
771d4082,0,0,0,1
771d7a30,0,1,0,0
771ddcc2,0,0,0,1
771ee9a8,0,0,0,1
7722a806,0,0,0,1
7726e914,0,0,1,0
77278780,0,0,0,1
7727998a,0,0,0,1
77290b63,0,0,0,1
77290e14,0,0,0,1
772c3e6e,0,0,1,0
772cfaf8,0,0,0,1
772db135,0,0,0,1
772ef642,0,0,0,1
772fea1f,0,0,0,1
773271df,0,0,0,1
7734d62a,0,0,0,1
77357c8f,0,1,0,0
77396ad0,0,0,0,1
77397f7b,0,0,0,1
773a39e7,0,0,0,1
7742ba96,0,0,0,1
7742d260,0,0,0,1
7743871a,0,0,0,1
7744d2e4,0,0,0,1
77463a37,0,0,0,1
774a6670,0,0,0,1
774c78d6,1,0,0,0
774cbcf2,0,0,0,1
774d11b8,0,0,0,1
774f1a6f,0,0,0,1
775182f5,0,0,0,1
7751f5cc,0,0,0,1
77529594,0,0,0,1
77549f65,0,0,0,1
77554eb6,0,0,0,1
775608a9,1,0,0,0
7758de1f,0,0,0,1
775a201e,0,0,0,1
77611e12,0,0,0,1
77616958,0,0,0,1
77637dbd,0,0,0,1
776419d5,0,1,0,0
77661a82,0,0,0,1
776923dc,0,0,0,1
776b8b53,0,0,0,1
776c58fd,0,0,0,1
776d9df5,0,0,0,1
776f7a24,0,0,0,1
776f7c0f,0,0,0,1
776fc08b,0,0,0,1
77715221,0,0,0,1
7771969b,1,0,0,0
77723e58,1,0,0,0
777257c8,0,0,0,1
7772cee6,0,0,0,1
7774e821,0,0,0,1
77750935,0,0,0,1
77769a7c,0,0,0,1
7777c0f2,0,0,0,1
7779cf0b,0,0,0,1
777a2446,0,1,0,0
777a26d0,0,0,1,0
777d3737,0,0,0,1
777e34de,0,0,0,1
778124c5,0,0,0,1
7781dad2,0,0,0,1
7784830c,0,1,0,0
778759f0,0,0,0,1
77886366,0,0,0,1
778bbd12,0,0,0,1
778c00a5,0,0,0,1
77927184,0,0,0,1
77945cb2,0,0,0,1
77949e10,0,1,0,0
7794a3de,1,0,0,0
77959ec8,0,0,0,1
7796c71a,0,0,0,1
77973caa,0,0,0,1
77999594,0,0,0,1
779a2a24,0,0,0,1
779c44cc,0,1,0,0
779e0de1,1,0,0,0
779ee024,0,0,0,1
77a54cfa,0,0,1,0
77a5ddd5,0,0,0,1
77a86756,0,0,0,1
77aa0d26,0,0,0,1
77aaa0f8,0,0,0,1
77aac403,0,0,0,1
77ade00f,0,0,0,1
77b0a47c,0,0,0,1
77b15b7d,0,0,0,1
77b5116b,0,0,0,1
77b5829f,0,0,0,1
77b5a5e7,0,0,0,1
77b92dd1,0,0,0,1
77bad6f5,0,0,0,1
77bae550,0,0,0,1
77bcbb10,0,0,0,1
77be8cbc,0,0,0,1
77bef865,0,0,0,1
77befe7b,1,0,0,0
77c002d3,0,0,0,1
77c0250c,0,0,1,0
77c28153,0,0,0,1
77c2a74f,0,0,0,1
77c46790,0,0,0,1
77c6d45c,0,0,0,1
77c87a1b,0,0,0,1
77ca9a96,1,0,0,0
77cae174,0,0,0,1
77cc1a7e,0,0,0,1
77cc4357,0,0,0,1
77cd78b4,0,0,0,1
77cda8c7,0,0,0,1
77ce7963,0,0,0,1
77ce9bcd,0,0,0,1
77cea645,0,0,0,1
77cf313e,0,0,0,1
77cf895a,1,0,0,0
77d227ff,0,0,0,1
77d46edc,0,0,0,1
77d59e5f,0,0,0,1
77d64353,0,0,0,1
77d9a2fd,0,0,0,1
77d9a598,0,0,0,1
77d9b363,0,0,0,1
77daa757,0,0,0,1
77dbfe60,0,0,0,1
77deaa1f,0,0,0,1
77df54c8,0,0,0,1
77e489c7,0,0,0,1
77e84394,0,0,0,1
77e8820f,0,0,0,1
77eb7738,0,0,1,0
77edab49,0,0,0,1
77f011e5,0,0,0,1
77f1e3c1,0,0,0,1
77f27026,0,0,0,1
77f3ba79,0,0,0,1
77f55b26,0,0,0,1
77f5dde0,0,0,0,1
77f88395,0,0,0,1
77fb88bc,0,0,0,1
77fd9f5c,0,0,0,1
77ff8d40,0,0,0,1
78032a5d,0,0,0,1
7803dfc8,1,0,0,0
78048771,0,0,0,1
78062de9,0,0,0,1
7806be40,0,0,0,1
78083911,0,0,0,1
78087cd1,0,0,0,1
780aea6a,0,0,0,1
780b8783,0,0,0,1
780bad52,0,0,0,1
780ca533,0,0,0,1
780d8d2b,0,0,0,1
78113d31,0,0,0,1
7814ddc7,0,0,0,1
781c3d4d,0,0,0,1
78202751,0,0,0,1
7820d77e,0,0,0,1
7821c112,0,0,0,1
7823b638,0,0,0,1
782500fa,0,0,0,1
78255cfe,0,0,0,1
78268336,0,0,0,1
782a1f63,0,0,0,1
782a8250,0,0,0,1
782ef97c,0,0,0,1
783068a5,0,0,0,1
7831a03e,0,0,0,1
7833f442,0,0,0,1
783625e0,0,0,0,1
78363172,0,0,0,1
7838649b,0,0,0,1
78388b48,0,0,0,1
783a57a3,0,0,0,1
