,person,cant_accesos_north,cant_accesos_center_west,cant_accesos_southeast,cant_accesos_south,cant_accesos_northeast
20236,44e89b77,0,0,2,3,0
20237,dd89ac32,0,0,0,0,2
20238,47bb4642,0,0,0,5,0
20239,9396a77e,0,0,0,2,0
20240,1179b63f,0,0,0,0,1
20241,dff7de1e,0,0,0,0,0
20242,09fb112e,0,0,0,0,0
20243,3daa14cb,0,0,0,0,4
20244,b5040c6c,1,0,0,0,0
20245,1209ce09,0,0,0,0,3
20246,c1924a0e,0,7,0,0,0
20247,91c00880,0,0,0,0,3
20248,0d5948e9,0,0,0,0,0
20249,016a78e4,0,0,13,0,0
20250,e19c842b,0,0,0,0,9
20251,1ebc08dc,0,0,1,0,0
20252,c3a2e389,0,0,0,0,2
20253,3ee6227c,0,0,0,0,0
20254,761073d8,0,0,6,0,0
20255,23aefd1c,0,0,1,0,0
20256,264f9c82,1,0,0,0,0
20257,483e3b33,0,0,1,0,0
20258,36f18936,0,0,0,0,0
20259,e69701ce,0,0,0,0,0
20260,e50de134,0,0,0,0,0
20261,56ad44e3,0,0,0,0,0
20262,ddcf46c3,0,0,6,0,1
20263,aafd98d5,0,0,2,0,0
20264,54d9e8da,0,0,1,0,0
20265,6ae14b34,0,0,0,0,0
20266,c938d04a,0,0,2,0,0
20267,a6a85158,0,0,0,0,0
20268,b655479a,0,0,0,0,19
20269,e7533033,0,2,0,0,0
20270,2441287e,0,0,1,0,0
20271,a80b319e,0,0,0,0,0
20272,fd08516e,0,0,2,0,0
20273,15a99085,0,0,10,0,0
20274,1586dd04,0,0,0,0,1
20275,8a551319,0,0,0,0,9
20276,2cfee64d,0,1,0,0,0
20277,196e3c43,0,0,17,0,0
20278,fa293b26,0,0,0,0,1
20279,2e4b1fea,0,0,0,0,2
20280,8bfd8f01,0,0,1,0,0
20281,adfb2fdb,0,0,0,1,0
20282,58f3e65e,0,0,0,0,0
20283,54120a2e,0,0,4,0,0
20284,aa3cbc43,0,0,4,0,0
20285,16aa53a8,0,0,5,0,0
20286,407a5e90,0,0,4,0,0
20287,7cbcd096,0,0,21,0,0
20288,ebdb5bf8,0,0,2,0,0
20289,b8c86b61,0,0,0,0,0
20290,1e076fca,0,0,0,0,7
20291,f2622971,0,0,2,0,0
20292,f062c977,0,0,0,0,0
20293,657244f2,5,0,0,0,0
20294,83898012,0,0,3,0,0
20295,ba50ab82,0,0,5,0,0
20296,54b2232a,0,6,0,0,0
20297,9e3a7f69,0,0,0,11,0
20298,75ed178f,0,0,4,0,0
20299,1e60feea,0,0,0,0,0
20300,54b5f1cb,0,0,8,0,0
20301,9a3df515,0,0,3,1,0
20302,afba20b9,0,0,0,0,1
20303,33d3a264,0,0,1,0,0
20304,789affc7,0,0,14,0,0
20305,88470909,0,0,0,7,0
20306,a5508c36,0,0,5,0,0
20307,489dca13,0,0,1,0,0
20308,f947db77,0,0,0,0,0
20309,8a50cb5e,0,0,0,0,0
20310,c6ede0cb,0,0,0,0,6
20311,0e00f12f,0,0,2,0,0
20312,5a012233,0,0,6,0,0
20313,aec4129d,0,0,0,0,3
20314,f1964e8e,0,0,1,0,0
20315,a1ddb65f,0,0,0,0,1
20316,09a6536f,0,0,1,0,0
20317,5a055523,0,0,2,0,0
20318,8546ef16,0,0,2,0,0
20319,32959a24,0,0,0,0,1
20320,14aa17b5,0,0,2,0,0
20321,54e997f5,6,0,0,0,0
20322,a4a843e9,0,0,11,0,0
20323,0cbfded8,0,0,0,0,2
20324,200deb09,0,1,0,0,0
20325,cba5d42a,0,0,0,0,0
20326,e2c8e1c1,0,0,0,1,0
20327,978aaa23,0,0,0,0,2
20328,e460e982,0,0,0,0,10
20329,9e7c197e,0,0,0,0,1
20330,45a1dabc,0,0,7,0,0
20331,6687c764,0,0,0,0,0
20332,6652b1f6,0,0,0,0,0
20333,a23054cd,0,0,0,0,0
20334,9ba912d3,0,0,34,0,0
20335,d325a29f,0,0,2,0,0
20336,795f6ba6,0,0,1,0,0
20337,94259b59,0,0,2,0,0
20338,c6a6538a,0,0,0,0,7
20339,b82ac34a,1,0,0,0,0
20340,39ff1271,0,5,0,0,0
20341,0aed974d,0,2,0,0,0
20342,3c12a4bf,0,0,2,0,0
20343,260f86d5,0,0,0,0,0
20344,5a71a161,0,0,0,0,1
20345,963c7462,0,0,0,0,1
20346,61068538,0,0,0,0,2
20347,a52df914,0,0,0,0,0
20348,e0e378fc,1,0,0,0,0
20349,6188fb1f,0,0,3,0,0
20350,5255b2fe,0,0,0,0,6
20351,c8c06664,0,0,12,0,0
20352,34e50361,0,0,4,0,0
20353,3690acd3,0,0,2,0,0
20354,c9cfe093,0,0,5,0,0
20355,e608c483,0,0,0,1,0
20356,a8bb2d15,0,0,5,0,0
20357,f16c74d8,0,0,1,0,0
20358,e7dfa0c4,0,0,2,0,0
20359,ff69ad22,0,0,0,0,0
20360,b04083f9,0,0,2,0,0
20361,b9ba2934,0,0,0,2,0
20362,b8b92b7b,0,0,1,0,0
20363,835abef8,0,0,0,0,1
20364,56286924,0,0,0,0,0
20365,41717ae6,0,0,1,0,0
20366,5fcea5de,0,0,1,0,0
20367,6fc7c588,0,0,0,5,0
20368,01094049,0,0,4,0,0
20369,b72e698a,0,0,3,0,0
20370,7b0a4a34,0,0,0,0,2
20371,a633351c,0,0,4,0,0
20372,c143a39e,0,0,5,0,0
20373,55436ae2,0,0,0,2,0
20374,146fe352,3,0,0,0,0
20375,ef3c9f39,0,0,0,0,9
20376,c3a6e403,0,0,0,0,0
20377,062dd1cb,0,0,0,0,0
20378,4bf8e237,0,0,4,0,0
20379,bab30b7e,0,0,4,0,0
20380,eec7dce0,0,0,1,0,0
20381,f9ea5542,0,0,4,0,0
20382,ab0d584f,0,0,2,0,0
20383,bead8a58,0,0,0,0,0
20384,6907e818,0,0,0,4,4
20385,de9c2d92,0,0,1,0,0
20386,a91572d3,0,0,0,0,1
20387,bda049db,0,0,0,2,0
20388,fad40653,0,0,0,4,0
20389,4c819511,0,0,4,0,0
20390,27af297a,0,0,0,0,3
20391,9d2192c3,0,0,0,0,15
20392,5b9c89fd,0,0,1,0,0
20393,c6dc7b7a,0,0,0,0,0
20394,b4c2d570,0,0,0,0,0
20395,63dcc26a,0,0,3,0,0
20396,1670528f,0,0,13,0,0
20397,2720e9c9,0,2,0,0,0
20398,f271dfe7,0,0,3,0,0
20399,360194ef,0,0,0,5,0
20400,98c4dfe6,0,0,8,0,0
20401,12112447,0,0,6,0,0
20402,d08d205d,1,0,1,0,0
20403,f6fb48d8,0,0,18,0,0
20404,2a1dde94,0,0,0,23,0
20405,13ed7e9f,0,0,0,0,5
20406,6c7c2939,0,0,0,0,2
20407,9049ae67,0,0,2,0,0
20408,1c6f347a,0,0,0,0,3
20409,86d42afb,0,0,1,0,0
20410,84a72c3a,0,0,3,0,0
20411,e096556d,6,0,0,0,0
20412,aea2c0be,0,0,3,0,0
20413,939b75ac,0,0,0,0,1
20414,187d7995,0,0,3,0,0
20415,8f0936fe,0,0,0,0,1
20416,2e05fcf7,0,0,3,0,0
20417,7570ea02,0,0,6,0,0
20418,cbe988a0,0,0,0,0,0
20419,e27fdef9,0,0,9,0,0
20420,e92ec3af,0,0,0,0,1
20421,ab93c456,0,0,4,0,0
20422,2c671e07,0,0,0,4,0
20423,77038d9d,0,0,0,0,7
20424,f9080d5f,0,0,40,0,0
20425,dbb50337,0,0,4,0,0
20426,7d4c91f0,0,0,2,0,0
20427,7c1ca88d,0,0,5,0,0
20428,e42abbf5,0,1,0,0,0
20429,4a55d40d,0,0,3,0,0
20430,f418400a,0,0,7,0,0
20431,86715cc2,0,0,1,0,0
20432,90096297,0,0,0,2,11
20433,57185d42,0,0,0,0,1
20434,fe02986e,0,0,0,0,4
20435,d939a783,0,0,0,0,0
20436,14f0db85,0,0,2,0,0
20437,17e9c127,0,6,0,0,0
20438,0ede7a66,0,0,1,0,0
20439,ba900f0d,0,0,8,0,0
20440,7204bbe5,0,0,0,0,3
20441,fd9128b9,0,0,0,0,1
20442,98d3e75f,0,0,0,0,1
20443,25d65764,0,0,1,0,0
20444,acc0b59f,2,0,0,0,0
20445,eb8d0ede,0,0,0,0,4
20446,5a6f960f,0,0,0,0,1
20447,ff35c949,0,0,9,0,0
20448,42509cfe,0,0,2,0,0
20449,46f084a2,0,0,0,0,3
20450,e348b465,0,0,1,0,0
20451,4e92d872,0,0,4,0,0
20452,07b99a01,0,0,0,0,14
20453,5c994d72,0,0,0,2,2
20454,b1e52cf0,0,0,4,0,0
20455,191fc250,0,0,3,0,0
20456,53d5158f,1,0,0,0,0
20457,d45692cb,0,0,4,0,0
20458,72e1de71,0,0,4,0,0
20459,857f93fb,0,0,1,0,0
20460,7f44a6cc,0,0,2,0,0
20461,a261573f,0,0,2,0,0
20462,ae0a9f9f,0,0,5,0,0
20463,43774741,0,0,4,0,0
20464,c81fa4ff,0,0,2,0,0
20465,6a96dd12,0,0,20,0,1
20466,1379b920,0,0,3,0,0
20467,efbe3e3d,0,0,1,0,0
20468,04479796,0,0,0,0,5
20469,3f7879ec,0,0,1,0,0
20470,8a106d8e,0,0,4,0,0
20471,5290b048,0,0,6,0,0
20472,d773855e,0,0,4,0,0
20473,b98fbfa1,0,0,1,0,0
20474,3bce459d,0,0,0,9,0
20475,af1177a5,0,0,0,0,0
20476,b786a84a,0,0,11,0,0
20477,58ef690b,0,0,0,1,0
20478,fd305833,0,0,11,0,0
20479,9c2b1d50,0,0,2,0,0
20480,9a3f5350,0,0,16,0,0
20481,cef135fb,0,0,6,0,0
20482,f4bf897a,0,0,4,0,0
20483,e478a085,0,0,0,0,0
20484,6413a6b2,0,0,0,0,0
20485,3a4bf431,0,0,11,0,0
20486,69031fc2,0,0,0,0,0
20487,d4553626,1,0,0,0,0
20488,1b328932,0,0,1,4,0
20489,a6f8fcef,0,0,0,0,1
20490,114b2875,3,0,0,0,0
20491,3875a7ae,0,0,2,0,0
20492,d4e33d54,0,0,0,0,1
20493,3df942ac,0,0,1,0,0
20494,3096ce28,0,0,5,0,0
20495,c565cf47,0,0,3,0,0
20496,b0071f40,0,0,0,0,0
20497,320795d5,0,0,0,0,29
20498,e88bae25,0,0,25,0,0
20499,b0ff3c8b,0,0,1,0,0
20500,33b35d62,0,0,0,0,0
20501,0321ecd6,0,0,9,0,0
20502,37330fe3,0,0,0,0,0
20503,0ce26294,0,0,10,0,0
20504,e83172d6,0,0,0,10,0
20505,31be937a,0,0,1,0,0
20506,e6266c74,0,0,9,0,0
20507,6e0d6bdd,0,0,0,0,0
20508,ca5a76a8,0,0,1,0,0
20509,5695de50,0,0,2,0,0
20510,c489e2c2,0,0,8,0,0
20511,3c072d91,0,0,7,0,0
20512,bb4b8182,0,0,0,11,0
20513,6bfefe9e,0,1,0,0,0
20514,8c39d68c,0,0,1,0,0
20515,14c5e5d6,0,0,1,0,0
20516,2fd3fc77,0,0,0,1,0
20517,443789aa,0,0,2,0,0
20518,d86e3f4d,0,1,0,0,0
20519,e447d970,0,0,0,1,0
20520,6fad3f9d,0,0,1,0,0
20521,c1c2e831,0,0,1,0,0
20522,7544eb40,0,0,0,0,0
20523,3550d1f7,0,0,0,5,0
20524,4028ecb5,0,0,13,0,0
20525,d6d57eca,0,0,24,0,0
20526,640bfe5c,0,0,0,3,0
20527,f8e0d4c4,0,0,0,0,8
20528,85a41748,0,0,1,0,0
20529,9ed9badf,0,0,0,0,1
20530,6bbe31c6,0,0,0,0,2
20531,2d9e9340,0,1,0,0,0
20532,d6c8f13f,0,0,19,0,0
20533,2fd8abbf,0,0,1,0,0
20534,9409f719,0,0,28,0,0
20535,74bb5eda,0,0,0,0,0
20536,391986d1,0,0,0,0,0
20537,06d450a7,0,0,0,2,0
20538,07f95437,0,0,1,0,0
20539,6467dc90,0,0,4,0,0
20540,ef2b0f19,0,0,2,0,0
20541,355551f3,0,0,2,0,0
20542,2fc38714,0,1,10,0,0
20543,82fd7844,0,0,7,0,0
20544,0577c4e4,0,0,2,0,0
20545,9ed03688,0,0,21,0,0
20546,9c72a8de,0,0,0,0,1
20547,65e23a78,0,0,2,0,0
20548,f77b98f1,0,0,0,0,3
20549,0e08a403,0,0,0,0,1
20550,5be609d1,0,0,3,0,0
20551,87ea4ce8,0,0,1,0,0
20552,2516b289,0,0,0,3,0
20553,489fecd5,0,0,1,0,0
20554,93711c32,0,0,0,0,2
20555,f567f4ae,0,0,4,0,0
20556,e3625a07,0,0,15,0,0
20557,de4ee718,0,0,1,0,0
20558,01ad4042,0,0,0,0,1
20559,2defabef,0,0,1,0,0
20560,6b9a94e3,0,0,0,0,0
20561,ffa0b2f3,0,0,3,0,0
20562,ef8cb24b,0,0,0,0,14
20563,f682ccd8,0,0,3,0,0
20564,1a863ace,0,0,5,0,0
20565,ad0b752a,0,0,2,0,0
20566,2a77c3fc,0,0,0,0,21
20567,eea5a275,0,0,0,0,0
20568,c2159c8f,0,0,1,0,0
20569,dd67b958,0,0,2,0,0
20570,8ad9a9f0,0,0,0,0,0
20571,e45b7778,0,5,0,0,0
20572,aa6dffc2,0,4,0,0,0
20573,ab016dd8,0,0,3,0,0
20574,00cd1373,0,14,0,0,0
20575,f17c00f3,0,0,3,0,0
20576,f91d44e9,0,0,0,0,0
20577,cf6fa3f9,0,0,3,0,0
20578,395fd0b3,0,1,0,0,0
20579,1de6866c,0,0,2,0,0
20580,b76fc016,0,0,0,0,0
20581,fe9ea6e0,1,0,0,0,0
20582,013fce70,0,0,2,0,0
20583,b0b1972e,0,0,0,0,1
20584,750d283a,0,0,3,0,0
20585,aaa74437,0,0,0,0,0
20586,dc5fbb12,0,0,7,0,0
20587,895ff3a1,0,0,3,0,0
20588,a4f4207d,0,0,0,0,0
20589,38d3d738,0,0,0,0,2
20590,c22d980d,0,0,0,0,0
20591,436b2d95,0,0,7,0,0
20592,7b4c1ca1,0,0,0,0,0
20593,d0147abd,0,0,1,0,0
20594,a695db72,0,0,0,3,0
20595,14eccee2,0,0,0,0,3
20596,060080bd,0,0,0,0,2
20597,0d079711,0,0,4,0,0
20598,c0e38d0b,0,0,0,0,4
20599,88694719,0,0,2,0,0
20600,5f0134ef,0,0,4,0,1
20601,acbddcd1,0,0,1,0,0
20602,beb4f6a3,2,0,0,0,0
20603,17ce81a2,0,0,3,0,0
20604,7dabd033,0,0,2,0,0
20605,c450a0c7,0,0,0,0,0
20606,fb92af4e,0,1,0,0,0
20607,5458f9d5,0,0,3,0,0
20608,2489870a,0,0,0,0,5
20609,bf70a662,1,0,3,0,1
20610,7e0bb4eb,9,0,0,0,5
20611,2ddcf0ba,0,0,0,0,3
20612,50363032,0,0,1,0,0
20613,7f94ea98,0,0,1,0,0
20614,787c38b9,0,0,2,0,0
20615,c242e14e,0,17,0,0,0
20616,a173902a,0,0,3,0,0
20617,e669892c,0,0,0,0,0
20618,d6fc960a,0,0,0,3,0
20619,3348e955,0,0,0,0,0
20620,56ff4bb4,0,0,2,0,0
20621,e27ae5a7,0,0,1,0,0
20622,6e612317,0,0,1,0,0
20623,522b7b3f,0,0,2,0,0
20624,439113ce,0,0,6,0,0
20625,e154c55d,0,0,3,0,0
20626,8cf151bf,0,0,3,0,0
20627,c98eb274,0,0,1,0,0
20628,48733a28,0,0,2,0,0
20629,f343ef04,0,0,4,0,0
20630,cf31dd93,0,0,0,0,3
20631,5d872875,0,0,3,0,0
20632,fb6c0b0c,0,0,1,0,0
20633,8ebb7ea1,0,0,5,0,0
20634,755e3164,4,0,0,0,0
20635,bbde1efc,0,0,0,0,5
20636,44c7e26e,0,0,0,4,0
20637,47403d42,0,0,2,0,0
20638,d1feca1c,0,0,10,0,0
20639,4f0f78c3,0,0,6,0,0
20640,e364f60d,0,0,5,0,0
20641,fcaa23a6,0,0,2,0,0
20642,86d6d2ec,0,0,0,0,4
20643,184b704e,0,0,0,0,1
20644,b176e8f6,0,0,3,0,0
20645,43b6a905,0,2,0,0,0
20646,17670eba,0,0,0,0,0
20647,eaaa9e9d,0,0,0,0,0
20648,a3532a87,0,0,0,0,0
20649,8925fdd7,0,0,20,0,14
20650,041627fe,0,32,0,0,0
20651,9e86c41c,1,0,0,1,0
20652,a6034d33,0,0,10,0,0
20653,eb0b48da,0,0,4,0,0
20654,e1279c5b,0,0,0,0,0
20655,6da698f6,0,0,1,0,0
20656,0800358e,0,0,5,0,0
20657,27309541,0,0,2,0,0
20658,007537e8,0,0,0,0,0
20659,662824d5,0,0,0,0,0
20660,6ac46fb9,0,0,0,0,0
20661,d2ea7d7b,0,0,0,0,0
20662,6418e7cd,0,0,3,0,0
20663,a1d19bfa,0,0,0,6,0
20664,21f28572,0,0,0,2,0
20665,9133c2fc,0,0,1,0,0
20666,63fffe70,4,0,0,0,0
20667,2059dc18,0,0,0,0,0
20668,57d2d639,0,0,3,0,0
20669,4135a920,0,0,0,1,0
20670,18a28031,0,0,0,0,4
20671,969e9501,0,0,37,0,4
20672,b10120b5,0,0,0,0,3
20673,ad64668c,17,0,1,1,0
20674,b1aa70b2,0,0,0,0,0
20675,aad5f5ce,0,0,1,0,0
20676,f712c03a,0,0,5,0,0
20677,8ca30177,0,0,0,0,2
20678,4b0942b2,0,0,6,0,0
20679,fa870b92,0,0,1,0,0
20680,c22a5f52,0,0,2,0,0
20681,16089c5e,0,0,0,0,1
20682,08552b42,0,0,0,0,0
20683,911e2ef9,0,0,0,0,0
20684,6bfe588c,0,0,2,0,0
20685,e4d90ed6,0,0,2,0,0
20686,b47d2f88,0,0,1,0,0
20687,88af2591,0,0,1,0,0
20688,babc5862,1,1,0,0,0
20689,f7818b5d,0,0,0,0,0
20690,45c36f3f,0,0,0,1,0
20691,4b3784ff,0,0,7,0,0
20692,3f470d0a,0,0,0,0,1
20693,d575d97a,5,27,4,0,0
20694,dea9ca16,0,0,0,0,5
20695,833fa7d1,0,0,4,0,0
20696,a080af28,0,0,0,1,0
20697,aa711c66,0,0,0,1,0
20698,a31ad9af,0,0,1,0,0
20699,6180f352,0,0,0,0,0
20700,e3829200,0,0,0,0,0
20701,4185c896,0,4,0,0,0
20702,9c43d3db,0,0,0,0,6
20703,f8d3d284,0,0,1,0,1
20704,097cbc1e,0,0,0,0,0
20705,c7020929,0,0,8,0,0
20706,d26d88be,0,0,0,0,0
20707,7a7671f4,0,0,0,0,0
20708,7a9d2176,0,0,0,0,1
20709,31b7e583,0,0,0,5,0
20710,bc331060,0,0,1,0,0
20711,f089fcba,0,0,9,0,0
20712,ecfeb8e5,0,0,4,0,0
20713,0f428318,0,0,3,0,0
20714,cfdc2793,0,0,14,0,0
20715,17fa8bfa,0,0,0,0,4
20716,759c4859,0,0,0,0,0
20717,9b2f6a05,0,0,0,0,3
20718,a2cdde40,0,0,1,0,0
20719,e1337d58,0,0,2,0,0
20720,01cf1230,0,1,0,0,2
20721,070b29c0,0,0,1,0,0
20722,156e14f5,0,0,8,0,0
20723,cd5e6129,0,0,0,0,2
20724,98abcaa6,0,0,0,0,0
20725,f09ec847,0,0,0,0,1
20726,6ca31499,0,0,0,0,0
20727,c81549c5,0,0,0,0,4
20728,be391f43,0,0,0,0,1
20729,4f6ba198,0,0,1,0,0
20730,eaaad298,0,0,0,0,0
20731,2ffb782a,0,0,3,0,0
20732,90d42869,0,0,0,0,0
20733,26b4c2d9,0,0,1,0,0
20734,7a4d5c3c,0,1,0,0,0
20735,9f0a3990,0,0,5,0,0
20736,3c250b8d,0,0,0,0,0
20737,45b70d91,0,0,0,0,0
20738,a7df861e,0,0,2,0,0
20739,fedd2bc5,0,0,0,0,0
20740,708615ce,0,0,1,0,0
20741,392bde86,0,2,3,0,0
20742,e684ed44,0,2,0,0,0
20743,47fd7ea7,0,0,9,0,0
20744,e047f3c4,0,0,0,0,5
20745,1a769a56,0,0,1,0,10
20746,505f343f,0,0,0,0,4
20747,c5fdddf4,0,0,0,0,16
20748,31356265,0,0,4,0,0
20749,df7e1598,0,0,22,0,0
20750,63a86abe,0,0,5,0,0
20751,b5a9194c,0,0,5,0,0
20752,177e4910,0,0,1,0,0
20753,98c8b9e3,0,0,3,0,0
20754,7ceb634e,0,0,0,0,0
20755,4093dd52,0,0,10,0,0
20756,df91af5a,0,0,1,0,0
20757,13b1a37a,0,0,4,0,0
20758,e289012c,0,0,0,14,0
20759,65481d96,0,0,0,0,7
20760,e97c6923,0,0,0,0,12
20761,cf8279b2,0,0,0,4,0
20762,9bacbd99,0,0,0,0,0
20763,3fd6eded,0,0,0,0,0
20764,5e55fb94,0,0,4,0,0
20765,c001bb40,0,0,0,5,1
20766,6fb78946,0,0,4,0,0
20767,769aa1f6,0,0,4,0,0
20768,bf50dedb,0,0,2,0,0
20769,fc902b3e,0,0,4,0,0
20770,77d9b363,0,0,0,0,2
20771,e2f06f65,0,0,3,0,0
20772,6ee97fd8,0,0,8,0,0
20773,2411a04d,0,0,3,0,0
20774,a3ec064b,0,0,4,0,0
20775,f326c74a,0,6,1,0,0
20776,7f9febe0,0,0,0,0,0
20777,b84537b5,0,0,31,0,0
20778,fd9a32a6,0,0,8,0,0
20779,aeb980c6,0,0,5,0,0
20780,c0722ca7,0,0,1,0,0
20781,3bf6381d,0,0,0,1,0
20782,31355c3a,0,0,2,0,0
20783,3bc71c28,0,0,0,0,0
20784,aba03e5c,0,0,3,0,0
20785,e6cd548d,0,0,0,0,4
20786,c4bf03b9,0,0,13,1,0
20787,c71ffeed,0,0,4,0,0
20788,a8066bba,0,0,1,0,0
20789,cf1e27bb,0,0,0,0,6
20790,f712553c,0,0,10,0,91
20791,9cdbf51a,0,0,9,0,0
20792,cd0cfa1b,0,0,0,2,0
20793,4e39bfcf,0,0,3,0,0
20794,a49855e3,0,0,5,0,0
20795,acd4de51,0,0,1,0,0
20796,17fcb5d1,0,0,7,0,0
20797,185cc1ea,0,0,3,0,0
20798,99512086,0,0,1,0,0
20799,4c8e0148,0,0,0,0,1
20800,75fcf824,0,0,0,0,9
20801,f6193f7f,0,0,1,0,0
20802,676542b3,0,0,4,0,0
20803,10a52448,0,0,1,3,0
20804,8c6e8cf5,0,0,5,0,0
20805,34fc1642,0,0,0,0,0
20806,c0d1ca42,0,0,4,0,0
20807,79eff9cd,0,0,0,0,6
20808,c2f97719,0,0,14,0,0
20809,fe65269a,0,4,0,0,0
20810,780aea6a,0,0,3,0,0
20811,bd1e96d1,0,0,0,0,0
20812,63902eb9,0,0,0,0,6
20813,9cd6488b,0,0,0,2,0
20814,bee59279,0,0,9,0,0
20815,e01f8bf3,0,0,8,0,0
20816,03f1562e,0,3,2,0,0
20817,dbca1cc0,0,0,0,6,0
20818,834c8c03,0,0,4,0,0
20819,8de74163,0,0,0,0,1
20820,bc6e4016,0,0,0,0,1
20821,9b681612,0,0,1,0,0
20822,4ddd5968,0,0,0,0,0
20823,a25181d8,0,0,7,0,0
20824,70c580cc,0,0,1,0,0
20825,4bccacc6,0,0,0,7,0
20826,961a105b,0,0,4,0,0
20827,530ab705,0,0,0,0,1
20828,29c7aeae,2,0,0,0,0
20829,4684db58,0,0,4,0,0
20830,b0292a63,0,0,4,0,0
20831,e476db82,0,0,0,0,3
20832,f5c5f6e4,0,0,1,0,0
20833,5a107f9c,0,0,4,0,0
20834,8a403e40,0,0,1,0,0
20835,afd66c14,0,0,0,1,0
20836,22848390,0,0,0,0,3
20837,fc8d2679,0,0,0,0,1
20838,c6e09aab,0,0,1,0,0
20839,54924b41,0,3,0,0,0
20840,d73030a1,0,0,0,0,2
20841,415760c7,0,0,0,0,0
20842,0838bd47,0,0,1,0,0
20843,85876080,0,0,3,0,0
20844,d811b534,0,0,29,0,1
20845,8df4e747,0,0,1,0,0
20846,9d5f8900,0,0,1,0,3
20847,19313863,0,0,7,0,0
20848,346c8dad,0,0,4,0,0
20849,7651ae44,2,0,0,0,0
20850,c05b2982,0,0,0,0,0
20851,a076f078,0,0,7,0,0
20852,61e94b15,0,0,1,0,0
20853,737349d3,0,0,0,0,5
20854,8151610d,0,0,3,1,0
20855,b3711102,0,0,0,3,0
20856,18e34551,0,0,9,0,0
20857,7a1dee92,0,0,1,0,0
20858,aae3206f,0,0,0,0,1
20859,1da630f8,0,0,14,0,0
20860,bf3d9136,0,0,1,0,0
20861,96e68118,0,0,0,1,0
20862,312867de,0,0,0,0,0
20863,3f7d86a3,0,0,0,0,1
20864,2d8d5f9b,0,5,0,0,0
20865,182c40b7,4,0,0,0,0
20866,6074f517,0,0,3,0,0
20867,0228b475,0,0,3,0,0
20868,5cdcc543,0,0,11,0,0
20869,3d491095,0,0,0,0,5
20870,5a859ede,0,0,5,0,0
20871,afe0a233,0,0,5,0,0
20872,cb9b008b,0,0,0,0,15
20873,ca06ff34,0,0,1,0,0
20874,ca1cc29d,0,0,5,0,0
20875,a891d2aa,0,0,0,0,3
20876,7fc9c33c,0,0,0,8,0
20877,0357a791,0,0,0,0,2
20878,196400fd,0,0,2,0,0
20879,c7fbed68,0,0,1,0,0
20880,d8c9de40,0,1,0,0,0
20881,c9f31b77,0,0,3,0,0
20882,5c5857ed,0,0,0,0,5
20883,496ce6a8,0,0,0,0,6
20884,13d219a4,8,0,0,0,0
20885,0e16acfc,0,0,1,0,0
20886,2a4e7e52,0,4,0,0,0
20887,8a29c29a,0,0,1,0,0
20888,be456e43,0,0,0,0,2
20889,5b470724,0,0,3,0,0
20890,fa813fea,0,0,1,0,0
20891,b2aa6abf,0,0,1,0,0
20892,c0747f1f,0,0,0,0,0
20893,5b8bc7c1,0,0,4,0,0
20894,c1dc5569,0,0,0,0,1
20895,5729a413,0,0,2,0,0
20896,3fae473a,0,0,1,0,0
20897,bce21dc5,4,0,0,0,0
20898,4181a5c0,0,0,3,0,0
20899,0b92985c,0,0,0,0,0
20900,731240ba,0,0,0,0,1
20901,16aec70b,0,0,0,1,0
20902,df3ab43d,0,0,0,0,2
20903,06e4b8c8,0,0,1,0,0
20904,5cf2a37e,0,0,4,0,0
20905,210774b8,0,0,2,0,0
20906,bb8b0c38,0,0,5,0,0
20907,936c5da7,0,0,3,0,0
20908,36efe29a,0,0,0,0,0
20909,167f05cb,0,0,1,0,0
20910,0ef8e58a,0,0,0,0,1
20911,88c1e0f3,5,0,0,0,0
20912,56c10388,0,0,3,0,0
20913,ddd54d6c,0,0,0,0,1
20914,a7ca6021,0,0,41,0,0
20915,de878555,0,0,4,0,0
20916,0e5b6c3c,0,0,0,0,6
20917,6a9f8dcb,0,0,3,0,1
20918,ddb4d062,0,0,67,0,0
20919,3e39e360,0,0,0,0,6
20920,ade62d40,0,0,1,0,0
20921,21afa69c,0,0,3,0,0
20922,ac462e39,0,0,1,0,5
20923,ffa9ac98,0,0,0,3,0
20924,ecb47e83,0,0,0,17,0
20925,8da60591,0,0,3,0,0
20926,f68bfe5e,0,0,0,1,0
20927,0673c72a,0,0,0,0,8
20928,9baed7f7,0,0,6,0,0
20929,0a68db07,0,0,10,0,0
20930,1e65c922,0,0,0,0,0
20931,39ed3684,10,0,0,0,0
20932,3a028b01,0,0,15,0,0
20933,ed2ca978,9,0,0,0,0
20934,81874ebf,0,5,0,0,0
20935,509e463e,0,0,0,0,0
20936,18f65d0b,0,0,3,0,0
20937,d38b324d,0,0,3,0,0
20938,134eb081,0,0,5,0,0
20939,ace4db37,0,0,3,0,0
20940,ad6c4b16,0,4,0,0,0
20941,4b592591,0,0,0,0,5
20942,5e2a8aad,0,0,4,0,0
20943,89d96b41,0,0,1,0,11
20944,a2220553,0,3,0,0,0
20945,57826c6f,0,2,0,0,0
20946,4271d753,0,0,3,0,0
20947,9c50ed59,0,0,1,0,0
20948,4ea305bc,0,0,0,1,0
20949,38c15f3c,0,0,0,1,0
20950,8ff47e7c,0,0,0,0,0
20951,e8b461b0,0,0,1,0,0
20952,2befc5ea,0,0,0,0,2
20953,feb01195,0,0,0,0,3
